N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	8	9
2	в то же	8	9
3	прежде всего в	1	4
4	в конце концов	1	4
5	в свою очередь	1	3
6	с точки зрения	3	3
7	за то что	1	3
8	но в то	3	3
9	на этом свете	1	3
10	мы уже говорили	1	3
11	так и в	1	3
12	в том что	6	3
13	по отношению к	8	2
14	более или менее	1	2
15	о том как	2	2
16	в этом отношении	3	2
17	можно было бы	4	2
18	почти ничего не	1	2
19	в значительной степени	2	2
20	как и в	3	2
21	это прежде всего	2	2
22	что у него	2	2
23	в свое время	1	2
24	по своей природе	2	1
25	в тот момент	2	1
26	потому что он	1	1
27	он берет в	1	1
28	в лице своих	1	1
29	же время это	1	1
30	все дело в	1	1
31	в этой главе	1	1
32	именно в это	1	1
33	на самом деле	1	1
34	в том и	1	1
35	то же самое	1	1
36	мы уже знаем	2	1
37	гораздо большей степени	1	1
38	и по отношению	1	1
39	уже знаем что	1	1
40	это своего рода	1	1
41	а также в	1	1
42	на самом же	1	1
43	в таком же	1	1
44	с тем что	1	1
45	в гораздо большей	1	1
46	в частности к	1	1
47	а в конце	1	1
48	в это время	1	1
49	тогда как в	1	1
50	для него наиболее	1	1
51	содержит в себе	1	1
52	в данном случае	1	1
53	в третьей главе	2	1
54	не только в	2	1
55	здесь не в	1	1
56	а также и	1	1
57	имеет ничего общего	1	1
58	и в этом	1	1
59	о том что	9	1
60	не только для	1	1
61	в этих словах	2	1
62	в связи с	3	1
63	к рассказу о	1	1
64	не знаем а	1	1
65	смерти а напротив	1	1
66	бы малую часть	1	1
67	и это не	2	1
68	во всяком случае	1	1
69	внешних и внутренних	1	1
70	как и все	1	1
71	ничего удивительного в	1	1
72	в первом случае	1	1
73	ничего общего с	1	1
74	но и для	1	1
75	с самого начала	1	1
76	и в самом	3	1
77	большей степени чем	1	1
78	нет ничего удивительного	1	1
79	самом же деле	1	1
80	тот момент когда	2	1
81	во второй половине	2	1
82	друг от друга	1	1
83	в этом смысле	1	1
84	удивительного в том	1	1
85	мы не знаем	1	1
86	не в этом	1	1
87	не имеет ничего	1	1
