N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	65
2	то есть	10	45
3	и др	1	24
4	как бы	10	22
5	и не	12	22
6	вовсе не	1	18
7	и т.п	5	17
8	в сущности	5	16
9	в том	9	16
10	в этом	14	15
11	но в	2	14
12	в нем	2	13
13	мы уже	1	12
14	и на	4	11
15	прежде всего	5	11
16	все эти	2	10
17	не только	22	10
18	и его	13	10
19	так и	14	10
20	но и	13	10
21	и потому	2	10
22	во всех	2	9
23	в его	7	9
24	все это	3	9
25	за пределы	1	8
26	всех этих	1	8
27	в своем	4	8
28	в основе	1	8
29	культуры и	1	8
30	в дальнейшем	2	8
31	и даже	8	8
32	по своему	2	8
33	и другие	1	8
34	формы и	1	7
35	его в	3	7
36	точки зрения	3	7
37	только в	2	7
38	жизни и	1	7
39	на самом	1	6
40	в году	3	6
41	в ней	2	6
42	еще не	6	6
43	все же	4	6
44	и у	1	6
45	при этом	11	6
46	том что	12	6
47	никогда не	5	6
48	как мы	1	6
49	искусства и	1	6
50	в значительной	2	6
51	в литературе	1	6
52	одно из	1	6
53	может быть	9	6
54	не знает	1	6
55	сказать что	2	6
56	связана с	1	5
57	с его	8	5
58	отличие от	2	5
59	как в	3	5
60	с их	3	5
61	в них	2	5
62	рядом с	1	5
63	мировой литературы	1	5
64	как и	14	5
65	есть в	1	5
66	в своей	1	5
67	потому что	1	5
68	той или	3	5
69	между тем	5	5
70	и одновременно	1	5
71	для него	6	5
72	в одном	4	5
73	или иной	5	5
74	еще и	3	5
75	превращается в	1	5
76	связь с	2	5
77	в частности	12	5
78	в той	2	5
79	и все	2	5
80	в своих	1	5
81	жизни в	1	5
82	здесь и	3	4
83	и до	1	4
84	в общем	2	4
85	и к	4	4
86	в самом	5	4
87	в этой	6	4
88	так сказать	2	4
89	и еще	1	4
90	на всю	1	4
91	входит в	2	4
92	в их	6	4
93	в отличие	2	4
94	мысли и	1	4
95	не в	6	4
96	до сих	1	4
97	шекспира и	4	4
98	на всех	1	4
99	связи с	1	4
100	в жизни	2	4
101	отношение к	1	4
102	сих пор	1	4
103	это уже	1	4
104	мира и	2	4
105	между ними	1	4
106	совершенно не	2	4
107	в применении	1	3
108	самом деле	2	3
109	жизни здесь	1	3
110	по его	3	3
111	мы и	1	3
112	мы будем	1	3
113	в себя	2	3
114	уже не	5	3
115	то что	2	3
116	в себе	2	3
117	это не	2	3
118	далеко не	4	3
119	в ее	3	3
120	он и	3	3
121	с точки	2	3
122	разного рода	1	3
123	мир и	1	3
124	но это	1	3
125	даже в	2	3
126	ничего не	3	3
127	по своей	2	3
