N	2gram	Vinokur_Vv_1	Myshleni
1	и в	27	28
2	в том	31	28
3	то что	17	28
4	в этом	34	27
5	того что	12	24
6	потому что	14	22
7	том что	26	19
8	не может	13	19
9	таким образом	19	18
10	что он	4	18
11	только в	13	18
12	в силу	3	17
13	что в	11	17
14	не только	21	16
15	по сравнению	3	15
16	так же	3	15
17	сравнению с	3	14
18	точки зрения	7	13
19	может быть	24	13
20	с помощью	1	13
21	сказать что	5	13
22	понятий в	1	12
23	тому что	2	11
24	и не	13	11
25	что мы	2	11
26	как бы	5	11
27	но не	7	10
28	по отношению	4	10
29	отношений между	3	10
30	с точки	2	10
31	в отношении	2	10
32	того чтобы	21	10
33	к тому	4	10
34	как мы	9	10
35	так как	13	10
36	от того	3	10
37	но и	5	10
38	отношению к	4	10
39	понятия и	1	10
40	было бы	5	9
41	мы можем	2	9
42	между собой	1	9
43	в самом	12	8
44	мы видели	2	8
45	никогда не	3	8
46	тем что	6	8
47	для того	21	8
48	еще не	4	8
49	того же	3	7
50	то же	8	7
51	в сущности	3	7
52	отношение к	3	7
53	в своем	3	7
54	в которой	1	7
55	с самого	1	7
56	в нем	13	7
57	заключается в	4	7
58	показывает что	1	7
59	самого начала	1	7
60	можно было	7	7
61	если бы	2	7
62	мы видим	1	7
63	и других	3	7
64	вместе с	6	7
65	что оно	2	7
66	между ними	2	7
67	же как	3	6
68	связи между	4	6
69	мы не	2	6
70	понятия в	2	6
71	в чем	4	6
72	и как	9	6
73	и к	1	6
74	как и	5	6
75	для него	1	6
76	к предмету	1	6
77	не имеет	4	6
78	тогда когда	3	6
79	когда мы	2	6
80	же самое	2	6
81	так и	1	6
82	и что	4	6
83	можно сказать	3	6
84	его в	6	6
85	так что	5	6
86	как раз	4	6
87	в области	4	6
88	вообще не	3	6
89	в то	5	6
90	том же	2	5
91	в зависимости	1	5
92	вопрос о	8	5
93	из того	2	5
94	зависимости от	1	5
95	и на	3	5
96	он умеет	1	5
97	но в	10	5
98	то в	1	5
99	в этой	3	5
100	что все	1	5
101	на этой	3	5
102	и тем	5	5
103	с тем	6	5
104	не могли	2	5
105	того как	3	5
106	в разных	5	5
107	не могут	5	5
108	могут быть	4	5
109	языка и	12	5
110	это не	8	5
111	в свете	1	5
112	понятия так	1	5
113	иначе как	1	5
114	становится возможным	1	5
115	и все	1	5
116	по самой	2	5
117	не иначе	2	4
118	например в	2	4
119	и то	5	4
120	в первом	5	4
121	отношения между	1	4
122	той же	4	4
123	мы имеем	3	4
124	в каждой	2	4
125	во всех	2	4
126	только тогда	1	4
127	в одной	1	4
128	в той	7	4
129	с этим	2	4
130	в себе	4	4
131	на то	1	4
132	на этом	3	4
133	и того	2	4
134	одного и	2	4
135	но если	3	4
136	он должен	1	4
137	не в	8	4
138	мысли в	1	4
139	своей природе	3	4
140	что на	1	4
141	оно не	1	4
142	что при	1	4
143	самой своей	2	4
144	ясно что	9	4
145	связь между	4	4
146	что и	3	4
147	именно в	8	4
148	в качестве	7	4
149	и обратно	4	4
150	мы знаем	1	4
151	но что	3	4
152	только по	3	4
153	на этот	4	4
154	в частности	3	4
155	они не	1	4
156	отношения к	1	3
157	это и	1	3
158	которые существуют	1	3
159	за собой	3	3
160	исследования в	1	3
161	из этих	5	3
162	одном и	1	3
163	очевидно что	1	3
164	связи и	1	3
165	независимо от	3	3
166	как в	1	3
167	хотя и	3	3
168	от этого	5	3
169	представляет собой	12	3
170	остановиться на	1	3
171	на его	1	3
172	как оно	3	3
173	при этом	3	3
174	с ней	2	3
175	как увидим	2	3
176	раз в	1	3
177	одной и	2	3
178	возможно только	1	3
179	в каждом	4	3
180	развития на	1	3
181	должен был	4	3
182	между отдельными	1	3
183	в них	4	3
184	иначе говоря	1	3
185	что такое	10	3
186	в их	11	3
187	его отношение	1	3
188	и той	2	3
189	по себе	9	3
190	что с	3	3
191	связи с	3	3
192	не по	1	3
193	до того	2	3
194	этом отношении	3	3
195	лежит в	2	3
196	отличается от	1	3
197	представляют собой	6	3
198	исследования и	2	3
199	только то	1	3
200	в себя	1	3
201	мог бы	2	3
202	самого понятия	1	3
203	по мере	4	3
204	образом в	1	3
205	и т.д	4	3
206	до сих	5	3
207	если принять	1	3
208	во втором	2	3
209	в его	10	3
210	все время	1	3
211	развития но	1	3
212	один из	6	3
213	этот вопрос	4	3
214	и его	5	3
215	есть в	1	3
216	этого понятия	5	3
217	а это	1	3
218	до конца	3	3
219	представить себе	5	3
220	нуждается в	2	3
221	относящихся к	4	3
222	связано с	1	3
223	и составляет	1	3
224	зависит от	3	3
225	а не	3	3
226	сослаться на	1	3
227	но как	2	3
228	как это	5	3
229	это есть	2	3
230	сих пор	5	3
231	в целом	5	3
232	бы в	1	3
233	мы должны	1	3
234	отношении к	2	3
235	в системе	1	3
236	в ходе	1	3
237	первом случае	2	3
238	в своих	2	3
239	как на	11	3
240	одним из	5	2
241	самом деле	6	2
242	которыми он	1	2
243	мы уже	1	2
244	что уже	3	2
245	в возможности	1	2
246	всего сказанного	1	2
247	для нашей	1	2
248	себе что	3	2
249	слово не	1	2
250	которые он	1	2
251	он сам	3	2
252	а только	8	2
253	себе и	2	2
254	что именно	2	2
255	прежде всего	8	2
256	все же	8	2
257	с понятием	3	2
258	не совпадает	1	2
259	и полностью	1	2
260	понятия о	1	2
261	меньшей мере	2	2
262	бы сказать	1	2
263	все эти	3	2
264	что отношения	1	2
265	если он	1	2
266	в соответствующей	1	2
267	мысли и	2	2
268	идет от	1	2
269	состоит в	2	2
270	раньше чем	3	2
271	с этой	4	2
272	как они	1	2
273	различие между	1	2
274	в другом	3	2
275	с другими	1	2
276	известно что	1	2
277	этом смысле	11	2
278	сказывается в	1	2
279	чем в	3	2
280	во внимание	2	2
281	несмотря на	2	2
282	этой области	3	2
283	моментом в	1	2
284	в этих	3	2
285	что если	2	2
286	в своей	4	2
287	могут не	1	2
288	в такой	1	2
289	в котором	4	2
290	же направлении	1	2
291	что всякий	1	2
292	и том	1	2
293	мы называем	2	2
294	в которых	6	2
295	для объяснения	2	2
296	втором случае	1	2
297	точку зрения	1	2
298	но это	1	2
299	но он	1	2
300	и более	1	2
301	и вообще	3	2
302	что чем	2	2
303	не менее	8	2
304	на котором	2	2
305	уже из	1	2
306	не могло	1	2
307	он мог	3	2
308	о природе	7	2
309	казалось бы	2	2
310	имеем дело	1	2
311	эти связи	1	2
312	каждой из	3	2
313	входят в	1	2
314	у нас	2	2
315	языка в	4	2
316	к таким	1	2
317	приходит к	1	2
318	значительной мере	1	2
319	и от	1	2
320	на том	3	2
321	принять во	2	2
322	не с	2	2
323	что у	1	2
324	еще в	1	2
325	можно только	2	2
326	том как	1	2
327	для этого	3	2
328	с ним	1	2
329	вот почему	3	2
330	на вопрос	6	2
331	внимание на	4	2
332	в значительной	2	2
333	языке и	1	2
334	когда оно	1	2
335	вопрос был	1	2
336	но с	4	2
337	в новой	1	2
338	с ними	1	2
339	дело с	6	2
340	языка на	2	2
341	и является	1	2
342	этот факт	1	2
343	своего собственного	1	2
344	первостепенное значение	1	2
345	само собой	2	2
346	только на	3	2
347	каким образом	1	2
348	речь в	4	2
349	но совершенно	1	2
350	за ним	1	2
351	а и	1	2
352	этих понятий	2	2
353	в новом	1	2
354	из них	3	2
355	в одном	4	2
356	в конце	3	2
357	у него	1	2
358	были бы	1	2
359	с другой	8	2
360	к которому	1	2
361	во второй	3	2
362	и др	2	2
363	более того	1	2
364	остается еще	1	2
365	которых мы	1	2
366	не на	1	2
367	в связи	2	2
368	связей и	1	2
369	все более	3	2
370	бы оно	1	2
371	самое понятие	1	2
372	мы говорим	2	2
373	этого процесса	1	2
374	по своему	5	2
375	в данном	11	2
376	по существу	2	2
377	в ряду	1	2
378	этого слова	2	2
379	как только	1	2
380	этом случае	6	2
381	действительность в	3	2
382	все это	6	2
383	заключенного в	1	2
384	и иного	1	2
385	работа над	2	2
386	как эта	1	2
387	у них	1	2
388	интерес к	1	2
389	возникает вопрос	2	2
390	не видит	1	2
391	только что	4	2
392	хотя в	2	2
393	а в	5	2
394	только тому	1	2
395	новый и	1	2
396	другой стороны	5	2
397	ее в	1	2
398	и другие	1	2
399	это в	2	2
400	понимать что	1	2
401	объяснения того	1	1
402	смысле слова	7	1
403	взгляд на	1	1
404	от научного	1	1
405	не остается	1	1
406	сам по	1	1
407	выражения в	1	1
408	этом пункте	1	1
409	тех же	1	1
410	стадии в	1	1
411	сразу и	1	1
412	в чисто	4	1
413	известной части	1	1
414	и до	2	1
415	из его	2	1
416	что эти	1	1
417	к фактам	1	1
418	собственном смысле	2	1
419	видеть в	1	1
420	сливается с	3	1
421	как надо	1	1
422	есть не	3	1
423	ответить на	1	1
424	язык как	3	1
425	нам в	1	1
426	имеет свою	2	1
427	которой как	1	1
428	есть нечто	1	1
429	что иное	4	1
430	это сказывается	1	1
431	применения в	1	1
432	свою очередь	1	1
