N	3gram	Medvedev_F_2	VeschiIm
1	и т д	5	20
2	не может быть	10	18
3	бы то ни	1	9
4	что иное как	1	8
5	не что иное	1	8
6	т е в	1	7
7	по крайней мере	1	6
8	в том что	2	6
9	есть не что	1	5
10	в свою очередь	1	5
11	тем не менее	1	5
12	с точки зрения	7	4
13	что не есть	1	4
14	то же время	5	4
15	в то же	5	4
16	более или менее	1	3
17	в самом деле	5	3
18	и в то	3	3
19	сам по себе	3	3
20	из того что	1	3
21	в собственном смысле	1	3
22	то и другое	2	3
23	вместе с тем	4	3
24	тем что не	1	3
25	все же не	1	3
26	только то что	1	3
27	сама по себе	1	3
28	в отрыве от	1	3
29	но даже и	1	2
30	и в в	1	2
31	с самим собою	1	2
32	ни о каком	3	2
33	в данном случае	1	2
34	можно говорить о	1	2
35	что же такое	1	2
36	но что же	1	2
37	смысла т е	2	2
38	к тому что	2	2
39	она могла бы	1	2
40	вещи но и	1	2
41	она не может	1	2
42	так или иначе	1	2
43	е уже предполагается	1	1
44	уже с трудом	1	1
45	но как раз	1	1
46	с трудом можно	1	1
47	т е уже	1	1
48	только и может	2	1
49	и пр но	3	1
50	прежде всего на	1	1
51	а не в	1	1
52	связанной с этим	1	1
53	и ни на	1	1
54	в этом смысле	2	1
55	она уже не	1	1
56	быть и речи	3	1
57	в этом случае	1	1
58	как раз и	3	1
59	ее с тем	1	1
60	на первый план	2	1
61	как это было	2	1
62	до сих пор	1	1
63	но и самой	1	1
64	и не может	3	1
65	в зависимости от	3	1
66	сами по себе	2	1
67	в той же	1	1
68	что он не	1	1
69	со всем что	1	1
70	и для всех	1	1
71	и даже просто	1	1
72	в их конкретной	1	1
73	этой точке зрения	1	1
74	по самому своему	1	1
75	и не в	2	1
76	того что они	1	1
77	может быть и	3	1
78	даже и не	2	1
79	что бы то	1	1
80	в применении к	2	1
81	крайней мере четыре	1	1
82	в том чтобы	1	1
83	но в то	1	1
84	то что уже	1	1
85	с одной стороны	1	1
86	если мы присмотримся	1	1
87	в конце концов	2	1
88	смысле этого слова	1	1
89	по существу и	1	1
90	же это не	1	1
91	и в этом	5	1
92	с тем же	1	1
93	и пр это	1	1
94	не в том	3	1
95	тем же самым	1	1
96	один из моментов	1	1
97	с другой стороны	3	1
98	и пр и	4	1
99	что они не	1	1
100	и во всяком	1	1
101	по тем же	1	1
102	во всяком случае	5	1
103	но совершенно не	1	1
104	мы не можем	1	1
105	том смысле что	2	1
106	это и есть	1	1
107	хотя бы в	3	1
108	такой постановки вопроса	1	1
109	и прежде всего	2	1
110	но все же	2	1
111	он не есть	1	1
112	для того чтобы	3	1
113	но и к	1	1
114	это было в	1	1
115	этом смысле и	1	1
116	в том смысле	3	1
117	это может быть	1	1
118	на то чтобы	1	1
119	что и в	1	1
