N	2gram	Voloshinov_1	Komedia
1	и в	12	26
2	едва ли	2	14
3	и не	10	14
4	и его	13	12
5	к тому	1	12
6	так и	4	12
7	тому же	2	11
8	может быть	14	11
9	в том	6	11
10	в этом	4	10
11	на протяжении	1	10
12	но и	3	10
13	столь же	1	9
14	том что	5	9
15	если бы	9	9
16	вместе с	2	9
17	что в	2	9
18	ясно что	3	8
19	было бы	1	8
20	и на	4	7
21	не только	4	7
22	на себя	1	7
23	что и	2	7
24	еще не	3	6
25	в своем	2	6
26	о том	3	6
27	в нем	6	6
28	таким образом	12	6
29	в то	2	6
30	того чтобы	1	6
31	и здесь	2	6
32	в двух	1	6
33	наряду с	1	6
34	то что	5	6
35	с его	2	5
36	в истории	1	5
37	независимо от	2	5
38	ни в	3	5
39	и с	3	5
40	в качестве	1	5
41	к этому	2	5
42	уже в	2	4
43	хотя и	1	4
44	в самом	4	4
45	что это	1	4
46	в целом	1	4
47	в них	3	4
48	как и	5	4
49	в этих	2	4
50	место в	2	4
51	не менее	3	4
52	как будто	1	4
53	больше того	1	4
54	как мы	1	4
55	можно было	1	4
56	его в	4	4
57	между тем	3	4
58	в его	2	4
59	только в	6	4
60	так как	9	4
61	у него	1	4
62	что для	1	4
63	прежде всего	8	4
64	в руках	1	4
65	в частности	1	4
66	как это	2	4
67	все же	4	4
68	и для	3	4
69	точки зрения	14	4
70	например в	1	3
71	в котором	3	3
72	то же	5	3
73	в ней	6	3
74	во всех	1	3
75	но не	2	3
76	по отношению	11	3
77	как в	5	3
78	но в	5	3
79	но все	2	3
80	но если	1	3
81	в обоих	1	3
82	же время	1	3
83	связи с	1	3
84	то время	1	3
85	к нему	4	3
86	дело с	2	3
87	себя в	1	3
88	и их	1	3
89	друг друга	1	3
90	мы можем	2	3
91	не было	1	3
92	так называемой	3	3
93	о чем	1	3
94	отношению к	11	3
95	да и	3	3
96	с этой	2	3
97	все это	3	3
98	для нас	7	3
99	в своей	3	3
100	жизни и	4	3
101	не может	16	3
102	а из	1	2
103	из его	1	2
104	мы имеем	2	2
105	мы не	3	2
106	время как	1	2
107	не вполне	1	2
108	в виду	5	2
109	бы то	3	2
110	в ее	1	2
111	и другие	2	2
112	отнюдь не	5	2
113	в одной	1	2
114	что именно	1	2
115	имеет в	3	2
116	в нашем	11	2
117	двух других	1	2
118	что она	1	2
119	он не	2	2
120	на этом	1	2
121	то ни	3	2
122	же не	1	2
123	связанных с	1	2
124	это не	2	2
125	этом смысле	1	2
126	не всегда	1	2
127	всяком случае	1	2
128	признать что	1	2
129	которые в	1	2
130	не в	4	2
131	вовсе не	1	2
132	в одном	1	2
133	не является	1	2
