N	3gram	Ircho_Kome_2	Istorich
1	с другой стороны	1	8
2	с одной стороны	2	7
3	в том что	5	5
4	до сих пор	2	4
5	не только в	1	4
6	о том что	4	4
7	вместе с тем	4	3
8	то время как	2	3
9	в тех случаях	1	3
10	в то время	3	3
11	тех случаях когда	1	3
12	не может быть	1	3
13	этим объясняется что	1	3
14	другой стороны он	1	2
15	на первый план	1	2
16	но и в	1	2
17	что в нем	1	2
18	точно так же	1	2
19	так как он	1	2
20	таким образом и	1	2
21	во всяком случае	2	2
22	по отношению к	3	2
23	но все же	1	2
24	после того как	2	2
25	можно было бы	2	2
26	что и в	2	2
27	даже в тех	1	2
28	как мы видели	1	2
29	объясняется что в	1	1
30	должны были бы	1	1
31	между небом и	1	1
32	в обоих случаях	2	1
33	только потому что	2	1
34	о чем говорилось	1	1
35	более или менее	1	1
36	в том числе	3	1
37	освобожденный им от	1	1
38	греции и в	1	1
39	в частности в	2	1
40	состоял в том	1	1
41	в одной из	2	1
42	мы находим в	1	1
43	сих пор не	1	1
44	небом и землей	1	1
45	этого даже не	1	1
46	для этой цели	1	1
47	у него в	1	1
48	наряду с этим	1	1
49	иначе обстоит дело	1	1
50	том числе и	1	1
51	тот или другой	1	1
52	вместе с ними	1	1
53	чем говорилось выше	1	1
54	в так называемых	1	1
55	на задний план	1	1
56	в уже упомянутой	1	1
57	обстоит дело с	1	1
58	с такой силой	1	1
59	так или иначе	3	1
60	показывает нам в	1	1
61	в достаточной степени	1	1
62	что у него	2	1
63	всяком случае в	1	1
64	и в том	1	1
65	к отказу от	1	1
66	независимо от того	2	1
67	не означает что	1	1
68	так и в	1	1
69	то что не	1	1
70	к выводу что	1	1
71	речь идет о	2	1
72	чем на половину	1	1
73	с другом и	1	1
74	тем не менее	1	1
75	друг с другом	2	1
76	для того чтобы	4	1
