N	3gram	Vygotskiy__5	slovoVRo
1	в то же	1	12
2	той или иной	1	9
3	с точки зрения	9	8
4	не может не	1	5
5	во всяком случае	1	5
6	с одной стороны	3	4
7	с другой стороны	2	4
8	в самом предмете	1	3
9	в зависимости от	2	3
10	более или менее	1	3
11	таким образом в	2	3
12	так и в	1	3
13	те или иные	1	3
14	на ту же	1	2
15	точка зрения на	1	2
16	в этом случае	3	2
17	до сих пор	3	2
18	и не может	2	2
19	в лучшем случае	3	2
20	в их основе	1	2
21	одно и то	1	2
22	то время как	4	2
23	в другом случае	1	2
24	в первом случае	1	2
25	в то время	4	2
26	и то же	1	2
27	в известном смысле	7	2
28	не могут быть	1	2
29	а не как	1	2
30	того или иного	1	2
31	в свою очередь	3	2
32	ничего нового не	1	2
33	к тому что	1	2
34	можно было бы	3	2
35	друг с другом	7	2
36	и в другом	2	2
37	и связанное с	1	1
38	да и в	1	1
39	с таким же	3	1
40	прямо сказать что	1	1
41	одной и той	1	1
42	не только по	1	1
43	и той же	1	1
44	как мы видим	1	1
45	это было бы	1	1
46	имеем в виду	1	1
47	но и по	1	1
48	они ни были	1	1
49	точки зрения является	1	1
50	в отличие от	2	1
51	с ним в	1	1
52	в этом отношении	5	1
53	по аналогии с	1	1
54	на всю последующую	1	1
55	в направлении к	1	1
56	во всех областях	1	1
57	совершенно иным путем	1	1
58	с этой точки	4	1
59	и в частности	2	1
60	не могло быть	1	1
61	так как во	1	1
62	которая лежит в	1	1
63	за пределы его	1	1
64	но и на	1	1
65	мы имеем в	1	1
66	связанная с ней	1	1
67	того же в	1	1
68	не столько в	1	1
69	в которой они	1	1
70	в какой степени	1	1
71	в его сознании	1	1
72	и ничего не	1	1
73	одни и те	1	1
74	эта точка зрения	2	1
75	этого основного факта	1	1
76	можно прямо сказать	1	1
77	не может быть	3	1
78	в свое время	2	1
79	тем не менее	1	1
80	и во всяком	1	1
81	о том что	4	1
82	простое и непосредственное	1	1
83	там где они	1	1
84	и связанная с	1	1
85	его отношение к	2	1
86	мы и можем	1	1
87	тем и другим	1	1
88	этой точки зрения	4	1
89	с самого начала	5	1
90	не только не	3	1
91	и те же	1	1
92	но в этом	1	1
93	и непосредственное отношение	1	1
94	он еще не	1	1
95	включает в себя	2	1
96	можно сказать что	5	1
97	лежит в основе	2	1
98	языка так же	1	1
99	мы видим что	2	1
100	зрения не только	1	1
101	тех или иных	1	1
102	для того чтобы	14	1
103	в том что	11	1
104	синтаксических форм и	1	1
105	в основе этой	2	1
106	именно потому что	2	1
107	как мы видели	2	1
