N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	53	30
2	в году	1	24
3	в этом	8	20
4	то что	9	20
5	у него	1	19
6	и не	15	18
7	в том	14	18
8	и с	6	14
9	что он	4	13
10	в конце	3	13
11	не только	4	12
12	том что	5	12
13	что в	2	12
14	как мы	5	11
15	в его	8	11
16	а в	2	11
17	сказать что	10	11
18	и вообще	3	10
19	а также	4	10
20	не было	4	10
21	и даже	2	10
22	кроме того	3	9
23	было бы	5	9
24	не в	2	9
25	в то	5	9
26	не может	2	9
27	потому что	5	9
28	в своем	1	8
29	но в	5	8
30	связи с	1	8
31	но и	7	8
32	в связи	2	8
33	вместе с	2	8
34	то есть	48	7
35	которую он	1	7
36	точки зрения	4	7
37	никогда не	2	7
38	не менее	3	7
39	может быть	12	7
40	а не	11	7
41	как это	2	7
42	и все	10	7
43	также и	4	6
44	он был	1	6
45	хотя и	4	6
46	и к	5	6
47	в себе	5	6
48	об этом	1	6
49	тем не	2	6
50	и его	10	6
51	его жизни	1	6
52	всякого рода	3	6
53	только в	4	6
54	всяком случае	1	6
55	еще и	1	6
56	прежде всего	15	6
57	о чем	1	6
58	к этому	4	6
59	жизни и	9	6
60	во всяком	1	6
61	того же	2	5
62	и то	1	5
63	с этим	2	5
64	все эти	9	5
65	при этом	3	5
66	как и	11	5
67	в своей	3	5
68	в котором	1	5
69	так как	7	5
70	в дальнейшем	7	5
71	так и	6	5
72	с ним	2	5
73	и что	1	5
74	тот же	2	5
75	так что	1	5
76	как бы	14	5
77	о его	1	5
78	все это	8	5
79	в результате	1	5
80	то же	6	4
81	той же	5	4
82	я не	4	4
83	то это	1	4
84	и он	1	4
85	в ней	7	4
86	и на	18	4
87	время в	1	4
88	с его	2	4
89	отношение к	6	4
90	в которой	2	4
91	что это	2	4
92	в целом	1	4
93	в этой	1	4
94	и если	3	4
95	на его	3	4
96	в нем	10	4
97	он не	3	4
98	его в	2	4
99	это было	3	4
100	несмотря на	2	4
101	в этих	5	4
102	разного рода	1	4
103	по крайней	1	4
104	мы должны	4	4
105	вот что	2	4
106	здесь не	4	4
107	можно сказать	8	4
108	по разным	1	4
109	о том	2	4
110	с которыми	1	4
111	конечно не	4	4
112	вовсе не	3	4
113	крайней мере	1	4
114	именно в	2	4
115	с этой	1	4
116	но это	3	4
