N	3gram	Tiupa_Anal_1	Problema
1	в том что	9	9
2	той или иной	6	8
3	то же самое	2	7
4	в связи с	1	7
5	в данном случае	2	7
6	сам по себе	1	6
7	сами по себе	2	6
8	во всяком случае	1	6
9	по крайней мере	1	5
10	с другой стороны	2	5
11	не может быть	16	5
12	с той или	1	5
13	что иное как	5	4
14	что же касается	1	4
15	как раз и	1	4
16	в таком случае	3	4
17	есть не что	3	4
18	бы то ни	3	4
19	на самом же	1	4
20	же самое время	2	4
21	в то же	8	4
22	и то же	1	4
23	самом же деле	1	4
24	не что иное	4	4
25	он не есть	1	4
26	тех или иных	2	4
27	того или иного	3	3
28	одно и то	1	3
29	то ни было	3	3
30	как будто бы	1	3
31	о том что	3	3
32	в том виде	1	2
33	в той или	3	2
34	а вовсе не	1	2
35	чего бы то	1	2
36	о том как	1	2
37	с точки зрения	4	2
38	до сих пор	1	2
39	в отличие от	6	2
40	но и в	2	2
41	том или ином	3	2
42	то или иное	1	2
43	и в частности	1	2
44	в том или	2	2
45	не только в	1	2
46	на первый взгляд	1	2
47	и как бы	1	2
48	по своему содержанию	1	2
49	этой точки зрения	1	2
50	и тем самым	1	2
51	дело не в	1	2
52	ставит перед собой	1	1
53	и того же	2	1
54	дело уже не	1	1
55	в виду не	1	1
56	а не в	3	1
57	это означает что	2	1
58	не сами по	1	1
59	более или менее	1	1
60	как и во	1	1
61	в том и	2	1
62	том что он	2	1
63	только для того	1	1
64	в той же	1	1
65	того и другого	2	1
66	бы мы ни	1	1
67	и заключается что	1	1
68	из того что	3	1
69	в собственном смысле	1	1
70	а то и	1	1
71	как и от	1	1
72	в отрыве от	2	1
73	значении этого слова	6	1
74	с этой точки	1	1
75	и не в	4	1
76	которые уже не	1	1
77	или ином отношении	1	1
78	если исходить из	1	1
79	как и в	1	1
80	я на дорогу	1	1
81	в том чтобы	7	1
82	и отличается от	1	1
83	в художественном произведении	1	1
84	тому или иному	1	1
85	с одной стороны	3	1
86	смысле этого слова	1	1
87	во втором случае	1	1
88	все же не	1	1
89	в литературном произведении	1	1
90	один я на	1	1
91	том и заключается	1	1
92	только в его	1	1
93	собственном смысле слова	1	1
94	по себе в	1	1
95	в целом но	1	1
96	далеко не все	1	1
97	этого слова как	1	1
98	и все же	2	1
99	из которых состоит	1	1
100	же не есть	1	1
101	то что мы	1	1
102	но никто не	1	1
103	в первом случае	2	1
104	содержат в себе	1	1
105	равно как и	1	1
106	так что оно	1	1
107	но отнюдь не	1	1
108	от автора и	1	1
109	в самом деле	2	1
110	только в том	1	1
111	одного и того	2	1
112	к тому что	1	1
113	приводит нас к	1	1
114	для того чтобы	3	1
115	а не так	1	1
116	к тому же	4	1
117	то он не	1	1
118	только тогда когда	1	1
119	не так как	1	1
120	выхожу один я	1	1
121	точки зрения в	1	1
122	этого слова в	1	1
