N	3gram	Trubetskoy_1	Dialekti
1	по крайней мере	1	9
2	с точки зрения	9	8
3	сама по себе	2	7
4	в том что	7	6
5	и не только	1	5
6	в связи с	1	4
7	только то что	1	4
8	то же время	10	4
9	о том что	2	4
10	не может не	3	3
11	в самом деле	1	3
12	в то же	10	3
13	не есть только	1	3
14	не может быть	4	3
15	мы уже знаем	1	3
16	более или менее	4	2
17	как бы ни	1	2
18	до сих пор	5	2
19	и в частности	1	2
20	в данном случае	3	2
21	так как это	1	2
22	и должно быть	1	2
23	тем не менее	1	2
24	во всяком случае	6	2
25	от того что	1	2
26	с самого начала	1	2
27	и прежде всего	1	2
28	с нею в	1	2
29	потому что они	1	2
30	то же самое	1	2
31	и то что	3	1
32	уже знаем что	1	1
33	к освобождению от	1	1
34	зависит от того	1	1
35	так же и	1	1
36	на самом деле	6	1
37	в том и	2	1
38	таит в себе	1	1
39	важно то что	1	1
40	во что бы	3	1
41	и не может	3	1
42	и то и	1	1
43	бы то ни	4	1
44	в себе и	2	1
45	в этом отношении	1	1
46	того и другого	1	1
47	что не только	1	1
48	с тем чтобы	3	1
49	вполне похож на	1	1
50	точно так же	2	1
51	не просто в	1	1
52	то и другое	1	1
53	вместе с тем	3	1
54	в себе черты	1	1
55	так чтобы все	1	1
56	говорить не о	1	1
57	что бы то	3	1
58	не вникая в	1	1
59	отнюдь не должны	1	1
60	так же как	1	1
61	сих пор мы	1	1
62	и с точки	1	1
63	на первый взгляд	1	1
64	в конце концов	3	1
65	но мы уже	1	1
66	но при этом	1	1
67	то ни стало	3	1
68	и в этом	1	1
69	причем все это	1	1
70	с тою разницей	1	1
71	что же будет	1	1
72	о котором мы	1	1
73	необходимо иметь в	1	1
74	том и в	2	1
75	и в том	2	1
76	с ним в	1	1
77	жизни и в	1	1
78	может привести только	1	1
79	друг с другом	14	1
80	что он есть	1	1
81	того или иного	2	1
82	и как бы	1	1
83	заключается в том	1	1
84	говорить о том	1	1
85	и вместе с	2	1
86	это и есть	1	1
87	вопрос о том	1	1
88	той или иной	3	1
89	речь идет о	1	1
90	привести только к	1	1
91	но все же	1	1
92	несмотря на все	1	1
93	но даже и	1	1
94	за то что	1	1
95	тою разницей что	1	1
96	в другом случае	2	1
97	к тому что	2	1
98	может и должно	1	1
99	нечего и говорить	1	1
100	она не может	2	1
101	к тому же	1	1
102	в этих последних	1	1
103	и в другом	2	1
