N	2gram	Vygotskiy__2	Problema
1	то есть	21	39
2	то что	21	38
3	вовсе не	2	37
4	и не	10	37
5	и в	32	35
6	не есть	1	33
7	не только	12	24
8	сказать что	7	24
9	том что	21	19
10	о том	6	18
11	может быть	18	18
12	в этом	13	17
13	и вообще	2	16
14	но и	10	16
15	такого рода	1	15
16	в языке	4	15
17	что мы	1	14
18	только в	7	14
19	не менее	8	13
20	потому что	21	13
21	не может	17	13
22	и что	22	13
23	во всяком	2	13
24	также и	2	12
25	тем не	4	12
26	того что	8	12
27	в том	37	12
28	хотя бы	3	12
29	не просто	1	11
30	не будет	1	11
31	никак не	4	11
32	и даже	5	11
33	так что	3	11
34	прежде всего	1	11
35	что в	20	11
36	в таком	2	11
37	таком случае	1	10
38	и то	3	10
39	еще не	2	10
40	всяком случае	2	10
41	ничего не	4	10
42	и с	4	10
43	а не	7	10
44	в данном	4	10
45	тем более	2	10
46	едва ли	4	9
47	в этой	6	9
48	для себя	1	9
49	если мы	12	9
50	только на	5	9
51	что же	3	9
52	для нас	2	9
53	значение и	2	8
54	все же	4	8
55	по себе	12	8
56	есть только	5	8
57	ясно что	7	8
58	в виду	3	8
59	было бы	11	8
60	уже не	1	8
61	при помощи	10	8
62	как раз	5	8
63	только о	1	8
64	смысле слова	1	7
65	есть нечто	2	7
66	бы и	3	7
67	все эти	7	7
68	того или	3	7
69	те или	1	7
70	мы не	3	7
71	тем самым	1	7
72	некоторого рода	1	7
73	не имеет	4	7
74	в конце	3	7
75	так и	3	7
76	казалось бы	2	7
77	в его	2	7
78	конце концов	3	7
79	так как	12	7
80	этом случае	1	7
81	и т	10	6
82	есть не	4	6
83	мы и	1	6
84	с другой	3	6
85	но как	3	6
86	а только	3	6
87	к сожалению	1	6
88	относится к	3	6
89	но в	3	6
90	на то	11	6
91	т д	2	6
92	что все	9	6
93	был бы	1	6
94	по крайней	1	6
95	мы можем	3	6
96	не о	1	6
97	как будто	7	6
98	крайней мере	1	6
99	когда мы	2	6
100	же самое	6	6
101	можно сказать	1	6
102	в виде	1	6
103	ни в	2	6
104	в области	1	6
105	но это	2	6
106	и для	4	6
107	не существует	2	6
108	в то	5	6
109	то же	13	5
110	по своему	3	5
111	отнюдь не	5	5
112	с этим	4	5
113	в самом	12	5
114	в себе	2	5
115	с другими	2	5
116	этом смысле	1	5
117	как и	10	5
118	и без	2	5
119	что всякий	1	5
120	представление о	3	5
121	и более	4	5
122	это то	2	5
123	связи с	1	5
124	будто бы	1	5
125	указывает на	3	5
126	и это	4	5
127	как мы	1	5
128	данном случае	4	5
129	можно было	7	5
130	и на	5	5
131	с одной	1	5
132	содержания и	2	5
133	одной стороны	1	5
134	что не	3	5
135	другой стороны	2	5
136	в частности	3	5
137	так же	18	5
138	кроме того	1	5
139	в связи	1	5
140	и все	4	5
141	или иного	2	5
142	предполагает что	1	4
143	самом деле	16	4
144	на самом	5	4
145	этой теории	2	4
146	и значение	1	4
147	что если	6	4
148	и тут	1	4
149	не вполне	2	4
150	но не	2	4
151	в общем	3	4
152	и той	4	4
