N	3gram	Bakhtin_Fr_2	formyVre
1	еды и питья	2	15
2	кн ii гл	2	12
3	с точки зрения	5	8
4	для того чтобы	1	7
5	не только в	5	5
6	в романе рабле	4	5
7	в том же	1	4
8	то же время	6	4
9	в то же	6	4
10	как мы уже	3	4
11	друг с другом	1	4
12	в эпоху возрождения	2	3
13	имеем в виду	2	3
14	мы уже сказали	1	3
15	и в особенности	1	3
16	в средние века	8	3
17	и в то	2	3
18	но и в	4	3
19	мы еще вернемся	2	3
20	мы уже говорили	5	3
21	и прежде всего	1	3
22	в большинстве случаев	1	3
23	в том что	1	3
24	в другом месте	2	2
25	прежде всего в	1	2
26	протяжении всего романа	1	2
27	в этом случае	1	2
28	как необходимый момент	1	2
29	до сих пор	4	2
30	и во всех	3	2
31	в царстве мертвых	1	2
32	и та же	1	2
33	все же в	3	2
34	одна и та	1	2
35	и питья и	1	2
36	в этом отношении	3	2
37	в борьбе с	1	2
38	на протяжении всего	5	2
39	у рабле не	1	2
40	мы имеем в	1	2
41	еще вернемся в	1	2
42	пребывания эпистемона в	1	2
43	мы будем говорить	1	1
44	рабле в частности	1	1
45	форм и образов	1	1
46	подсматривания и подслушивания	1	1
47	этих образов в	1	1
48	сих пор еще	2	1
49	то есть не	1	1
50	и др все	1	1
51	уже говорили что	1	1
52	рабле не только	2	1
53	на самом деле	1	1
54	мы вовсе не	1	1
55	и целый ряд	1	1
56	занимает в романе	1	1
57	со всеми ее	1	1
58	рабле гаргантюа и	1	1
59	о высокой оценке	1	1
60	в конце концов	1	1
61	в фабльо и	1	1
62	все разобранные нами	1	1
63	жизни и смерти	5	1
64	и образов у	1	1
65	вступают в совершенно	1	1
66	то что в	1	1
67	но он не	1	1
68	отношение к времени	3	1
69	в романе в	1	1
70	мы наблюдаем и	1	1
71	все эти образы	1	1
72	как можно больше	1	1
73	в xviii веке	9	1
74	для борьбы с	1	1
75	во франции и	1	1
76	мира во всех	1	1
77	уже говорили о	1	1
78	как и в	1	1
79	еды и пьянства	1	1
80	для него существует	1	1
81	брата жана и	1	1
82	таким образом и	1	1
83	с одной стороны	3	1
84	в значительной мере	1	1
85	жана и панурга	1	1
86	так и на	2	1
87	образов и мотивов	1	1
88	по сравнению с	2	1
89	гаргантюа и пантагрюэль	1	1
90	рабле вовсе не	1	1
91	одну из этих	1	1
92	фабльо и шванках	1	1
93	прежде всего необходимо	1	1
94	до некоторой степени	1	1
95	др все эти	1	1
96	книги так как	1	1
97	еды питья испражнений	1	1
98	для него самого	1	1
99	приведем несколько примеров	1	1
100	широко и глубоко	1	1
101	все более и	1	1
102	в связи со	1	1
103	рабле и наконец	1	1
104	несколько упрощенно можно	1	1
105	него существует только	1	1
106	с другой стороны	3	1
107	он утрачивает свою	1	1
108	не может быть	4	1
109	обжорство и пьянство	1	1
110	именно в том	1	1
111	еще вернемся к	1	1
112	но в то	3	1
113	еды питья и	1	1
114	во всех своих	1	1
115	еда и питье	1	1
116	и в бытовой	1	1
117	эпизод пребывания эпистемона	1	1
118	то есть в	1	1
119	смех не только	2	1
120	в эпоху просвещения	1	1
121	в тех же	1	1
122	в них и	1	1
123	о том что	3	1
124	только во время	1	1
125	более и более	1	1
126	выходит за пределы	1	1
127	но все же	2	1
128	и по другим	1	1
129	же в них	1	1
130	можно сказать что	2	1
131	но в отношении	1	1
132	также и в	1	1
133	существенную роль в	1	1
134	это как бы	1	1
135	вовсе не является	1	1
136	в себе в	1	1
137	но самая эта	1	1
138	высокой оценке рабле	1	1
139	как мы видели	2	1
140	только с помощью	1	1
