N	2gram	Voloshinov_1	Dialekti
1	не есть	2	47
2	и не	4	30
3	может быть	17	20
4	не только	7	19
5	и в	16	19
6	а не	1	16
7	что она	1	14
8	то что	3	14
9	в том	3	14
10	так как	4	14
11	и даже	4	14
12	как бы	5	14
13	вовсе не	1	13
14	то же	2	12
15	точки зрения	8	12
16	но и	4	12
17	и все	4	12
18	и как	3	10
19	что это	2	10
20	в нем	4	10
21	ни в	5	10
22	как и	2	10
23	том что	3	10
24	сказать что	7	10
25	так и	4	10
26	по крайней	3	9
27	никогда не	2	9
28	времени и	1	9
29	крайней мере	3	9
30	же и	1	9
31	не может	8	9
32	мы уже	2	8
33	в этом	9	8
34	в своей	2	8
35	с точки	6	8
36	она не	1	8
37	прежде всего	9	8
38	и то	1	7
39	и к	6	7
40	как это	3	7
41	и притом	3	7
42	в душе	2	7
43	совершенно не	8	7
44	но это	2	7
45	что в	3	7
46	я не	1	6
47	но не	1	6
48	что они	1	6
49	отнюдь не	4	6
50	тогда когда	1	6
51	и вообще	2	6
52	и та	1	6
53	что он	2	6
54	конечно не	6	6
55	что не	2	6
56	и может	4	6
57	есть и	2	6
58	жизни и	3	6
59	и потому	3	5
60	и это	6	5
61	говорить о	2	5
62	есть ли	1	5
63	иной раз	1	5
64	и его	8	5
65	и с	8	5
66	в виду	1	5
67	сознания и	2	5
68	о том	2	5
69	и что	1	5
70	можно сказать	4	5
71	но как	2	5
72	что и	2	5
73	тела и	1	5
74	с другой	1	5
75	и пр	12	5
76	в одно	2	5
77	по своему	2	5
78	в смысле	1	5
79	как раз	1	5
80	только что	1	5
81	в самом	2	5
82	только в	4	5
83	и есть	3	4
84	еще не	5	4
85	самом деле	6	4
86	за пределы	2	4
87	все же	1	4
88	только то	2	4
89	та же	1	4
90	как он	1	4
91	при этом	6	4
92	он не	2	4
93	и вот	3	4
94	и по	2	4
95	таким образом	9	4
96	одна и	1	4
97	а потом	1	4
98	в одном	3	4
99	все это	4	4
100	с ним	2	4
101	не нуждается	2	4
102	связи с	1	4
103	в каком	2	4
104	не могут	2	4
105	что оно	2	4
106	той или	1	4
107	без всякого	1	4
108	в другом	1	4
109	к нему	1	4
110	и только	9	4
111	уже в	1	4
112	от того	1	4
113	нельзя сказать	1	4
114	в связи	1	4
115	могут быть	3	4
116	том смысле	1	4
117	хотя бы	4	4
118	а в	3	4
119	же как	2	3
120	это и	1	3
121	как мы	4	3
122	что если	1	3
123	вопрос о	1	3
124	что иное	1	3
125	оно есть	1	3
126	иное как	1	3
127	в чем	5	3
128	в этой	4	3
129	с этим	2	3
130	от этого	1	3
131	есть та	1	3
132	в глубину	2	3
133	и почти	1	3
134	его в	4	3
135	это было	1	3
136	и мы	2	3
137	было бы	2	3
138	уже знаем	1	3
139	в один	4	3
140	мы имеем	1	3
141	между собою	2	3
142	форма и	1	3
143	в этих	3	3
144	что такое	5	3
145	вещей и	1	3
146	можно ли	1	3
147	не менее	2	3
148	ничего не	1	3
149	в разных	1	3
150	должны быть	1	3
151	это только	1	3
152	уже не	1	3
153	как они	1	3
154	нуждается в	5	3
155	все время	1	3
156	может иметь	2	3
157	даны в	1	3
158	же мы	1	3
159	с нею	2	3
160	у меня	1	3
161	ведь это	1	3
162	и их	4	3
163	сейчас же	1	3
164	в данном	1	3
165	только как	3	3
