N	3gram	Potebnia_M_1	Istorich
1	и т д	4	22
2	не может быть	9	7
3	тем не менее	6	6
4	более или менее	1	5
5	с другой стороны	5	5
6	до сих пор	1	5
7	мы увидим что	3	5
8	с одной стороны	3	4
9	на то что	1	4
10	в том что	13	4
11	дело в том	2	3
12	по отношению к	13	3
13	точно так же	1	3
14	в то время	1	3
15	в связи с	1	3
16	о том что	1	3
17	но все же	1	3
18	можно было бы	1	3
19	может быть назван	1	2
20	выше мы видели	1	2
21	мере того как	3	2
22	по мере того	3	2
23	что мы имеем	1	2
24	бы то ни	2	2
25	но и в	4	2
26	то что в	1	2
27	на этот вопрос	2	2
28	а не на	1	2
29	так же как	1	2
30	если бы мы	1	2
31	таким образом мы	1	2
32	то ни было	1	2
33	мы видели что	1	2
34	мы не можем	1	2
35	само по себе	4	2
36	с самого начала	3	2
37	вопрос о том	1	2
38	для нас не	1	2
39	общие для всех	1	1
40	мы будем иметь	1	1
41	его может быть	1	1
42	так например если	1	1
43	не зависит от	1	1
44	это было бы	1	1
45	не говоря уже	1	1
46	это будет видно	1	1
47	подобно тому как	3	1
48	но и по	1	1
49	в этом смысле	4	1
50	так что в	2	1
51	во многих случаях	1	1
52	одной стороны и	1	1
53	только тогда когда	4	1
54	так как оно	1	1
55	и в какой	1	1
56	будет видно из	1	1
57	это приводит к	1	1
58	в жизни народа	1	1
59	он вытекает из	1	1
60	сами по себе	1	1
61	друг на друга	1	1
62	сказать что и	1	1
63	а так как	3	1
64	только то что	1	1
65	и т п	2	1
66	только тем что	1	1
67	в противном случае	3	1
68	она может быть	1	1
69	говоря уже о	1	1
70	может быть только	1	1
71	может быть понят	1	1
72	еще не есть	1	1
73	и зависит от	2	1
74	уже о том	1	1
75	во всяком отдельном	1	1
76	бы так же	1	1
77	не только в	3	1
78	а есть только	1	1
79	в том как	3	1
80	это не так	1	1
81	не только для	2	1
82	не в том	4	1
83	там где нет	1	1
84	заключить что в	1	1
85	вне его но	1	1
86	не могут быть	2	1
87	есть только в	1	1
88	со стороны его	1	1
89	явления подлежащие ее	1	1
90	быть не может	2	1
91	может быть названо	3	1
92	вслед за тем	1	1
93	но так как	1	1
94	т д то	1	1
95	по себе не	1	1
96	это потому что	1	1
97	должно бы быть	2	1
98	таким образом в	1	1
99	в первом случае	1	1
100	исследовать не только	1	1
101	в одном из	1	1
102	но и для	2	1
103	как одно из	1	1
104	что иное как	2	1
105	не более как	3	1
106	смысле этого слова	1	1
107	если бы не	2	1
108	после того как	1	1
109	к тому что	2	1
110	а во-вторых и	1	1
111	не что иное	2	1
112	легко может быть	1	1
113	и в этом	6	1
114	для того чтобы	2	1
115	по его мнению	4	1
116	что во всех	1	1
117	что и в	3	1
118	по себе а	1	1
119	но тем не	3	1
120	в этом отношении	1	1
