N	2gram	Propp_Isto_3	Psycholo
1	то что	7	37
2	и в	22	30
3	в том	9	27
4	что в	15	24
5	и что	2	23
6	потому что	3	23
7	том что	8	21
8	таким образом	10	20
9	все время	2	20
10	как бы	1	19
11	на то	1	17
12	что он	9	17
13	не только	14	16
14	в этом	17	14
15	так же	3	13
16	с одной	2	12
17	одной стороны	2	12
18	вместе с	9	12
19	может быть	11	11
20	если бы	6	11
21	что мы	1	11
22	как на	1	11
23	о том	3	10
24	и то	2	9
25	никогда не	3	9
26	так как	7	9
27	с другой	7	9
28	для этого	1	9
29	не может	4	9
30	сказать что	3	9
31	мы увидим	3	9
32	самом деле	1	8
33	мы имеем	19	8
34	что это	1	8
35	при этом	2	8
36	заключается в	1	8
37	с тем	2	8
38	не в	4	8
39	к тому	3	8
40	и это	2	8
41	того что	5	8
42	мы видим	8	8
43	а не	6	8
44	могут быть	5	8
45	и т	16	7
46	то же	6	7
47	но не	7	7
48	все же	5	7
49	и как	3	7
50	в нем	9	7
51	точки зрения	2	7
52	по себе	1	7
53	совершенно ясно	1	7
54	мы можем	6	7
55	героя и	1	7
56	как это	4	7
57	мы уже	6	6
58	в своем	2	6
59	что она	5	6
60	на этом	4	6
61	ясно что	1	6
62	как и	3	6
63	никак не	1	6
64	и его	4	6
65	как будто	2	6
66	или в	11	6
67	и здесь	7	6
68	и тем	1	6
69	уже в	1	6
70	тем что	4	6
71	но и	12	6
72	и не	12	6
73	и для	2	6
74	совершенно не	2	6
75	жизни и	2	6
76	и есть	2	5
77	еще не	10	5
78	по этому	1	5
79	ответ на	1	5
80	что они	8	5
81	в целом	3	5
82	в этой	5	5
83	было бы	3	5
84	сих пор	5	5
85	только не	2	5
86	как мы	8	5
87	но в	10	5
88	один из	5	5
89	дело с	2	5
90	только в	4	5
91	именно на	1	5
92	до сих	5	5
93	и потому	2	5
94	указывает что	1	5
95	другой стороны	7	5
96	исходит из	1	4
97	как только	2	4
98	то это	2	4
99	в ней	2	4
100	как говорит	1	4
101	стороны и	3	4
102	и к	3	4
103	есть не	1	4
104	в них	6	4
105	в своей	1	4
106	не могли	1	4
107	казалось бы	1	4
108	как она	1	4
109	у нас	4	4
