N	2gram	Voloshinov_1	PoTuStor
1	может быть	13	17
2	и в	38	16
3	и пр	4	12
4	в этом	10	9
5	и проч	1	9
6	таким образом	7	9
7	мы можем	7	9
8	прежде всего	21	9
9	и с	5	8
10	точки зрения	10	8
11	и его	7	8
12	не может	12	8
13	совершенно не	3	8
14	с его	7	7
15	не только	27	7
16	сказать что	3	7
17	я и	2	6
18	самом деле	4	6
19	конечно не	3	6
20	при этом	9	6
21	с точки	5	6
22	и это	7	6
23	для него	3	6
24	и к	4	6
25	еще не	3	5
26	в чем	1	5
27	отношение к	2	5
28	все эти	2	5
29	что такое	4	5
30	ни в	1	5
31	нуждается в	2	5
32	в него	1	5
33	как бы	28	5
34	на самом	3	4
35	и на	6	4
36	отнюдь не	10	4
37	и наконец	5	4
38	но в	5	4
39	в этой	6	4
40	в нем	4	4
41	его в	4	4
42	художественного творчества	5	4
43	мысли и	1	4
44	все это	4	4
45	самого начала	4	4
46	как мы	9	4
47	с самого	4	4
48	так и	6	4
49	но мы	2	4
50	можно сказать	4	4
51	в его	6	4
52	с ними	1	4
53	только в	6	4
54	для всех	2	4
55	и их	5	4
56	так как	7	4
57	и даже	3	4
58	но и	13	4
59	и не	14	4
60	и все	4	4
61	хотя бы	18	4
62	все что	1	4
63	если б	4	3
64	отношения к	3	3
65	во всех	6	3
66	в общем	1	3
67	и есть	1	3
68	и как	9	3
69	и художественного	1	3
70	с их	1	3
71	на две	1	3
72	и теперь	1	3
73	и вот	3	3
74	их в	3	3
75	на этом	1	3
76	с сознанием	1	3
77	том что	3	3
78	сих пор	2	3
79	в одном	3	3
80	по крайней	1	3
81	в основе	2	3
82	до сих	1	3
83	две группы	1	3
84	и оно	1	3
85	те же	4	3
86	мира и	1	3
87	по сравнению	1	3
88	в конечном	1	3
89	с другими	2	3
90	крайней мере	1	3
91	в том	2	3
92	в большинстве	1	3
93	только на	3	3
94	большинстве случаев	1	3
95	даже не	1	3
96	в области	5	3
97	но оно	1	3
98	вместе с	5	3
99	и потому	2	3
100	как это	5	3
101	сравнению с	1	3
102	в основном	1	3
103	ступенях развития	1	3
104	что в	1	3
105	в этих	2	3
106	а в	5	3
107	то что	8	3
108	между ними	3	3
109	только как	1	3
110	жизни и	3	3
111	же как	1	2
112	доступ в	1	2
113	в самом	4	2
114	и этот	1	2
115	мы уже	10	2
116	мы не	9	2
117	и о	1	2
118	говорить о	1	2
119	того же	1	2
120	между собой	2	2
121	из этих	1	2
122	но как	2	2
123	конечном счете	1	2
124	нет и	3	2
125	за пределы	1	2
126	с этим	2	2
127	желаний и	1	2
128	что это	4	2
129	сознания при	1	2
130	но ведь	6	2
131	вообще не	1	2
132	он не	2	2
133	нашего времени	1	2
134	то же	14	2
135	по своему	3	2
136	связанные с	2	2
137	связанных с	3	2
138	исторического и	1	2
139	на протяжении	1	2
140	было бы	7	2
141	в жизни	2	2
142	как и	10	2
143	это нечто	1	2
144	на первый	1	2
145	в своей	2	2
146	войти в	2	2
147	и вся	1	2
148	этих трех	1	2
149	не менее	1	2
150	никогда не	7	2
151	на два	1	2
152	и лишь	1	2
153	всей жизни	1	2
154	здесь же	1	2
155	так называемый	1	2
156	в каком	2	2
157	все то	2	2
158	не могут	1	2
159	что оно	3	2
160	т.е в	1	2
161	не будет	3	2
162	как не	2	2
163	только то	1	2
164	как с	2	2
