N	2gram	Voloshinov_1	Literetu
1	а не	6	20
2	и в	38	19
3	может быть	13	17
4	то же	14	12
5	и не	14	11
6	как и	10	10
7	в том	2	10
8	и т.п	21	10
9	но и	13	10
10	в этом	10	9
11	в то	9	9
12	в мире	2	9
13	же время	7	9
14	не может	12	9
15	не только	27	8
16	и даже	3	8
17	с другой	1	8
18	слова и	5	7
19	том что	3	7
20	так и	6	7
21	и т.д	21	7
22	то что	8	7
23	и на	6	6
24	в себе	9	6
25	при этом	9	6
26	однако в	2	6
27	не менее	1	6
28	себя в	4	6
29	я не	1	5
30	столь же	1	5
31	но не	2	5
32	конечном счете	1	5
33	он не	2	5
34	одна из	1	5
35	в конечном	1	5
36	в качестве	4	5
37	для всех	2	5
38	у нас	4	5
39	то есть	4	5
40	того что	4	5
41	вместе с	5	5
42	я и	2	4
43	мы не	9	4
44	того же	1	4
45	хх веке	1	4
46	так что	1	4
47	отнюдь не	10	4
48	человека в	2	4
49	для него	3	4
50	точки зрения	10	4
51	в поэме	1	4
52	не в	6	4
53	в русской	1	4
54	в области	5	4
55	ли не	2	4
56	в ней	8	4
57	еще в	1	4
58	в его	6	4
59	один из	4	4
60	каждый из	2	4
61	тем что	2	4
62	в хх	1	4
63	прежде всего	21	4
64	в частности	3	4
65	другой стороны	1	4
66	жизни и	3	4
67	что в	1	4
68	одним из	1	3
69	и то	3	3
70	тем же	3	3
71	в сущности	1	3
72	и он	2	3
73	во всех	6	3
74	как к	1	3
75	в этой	6	3
76	наш взгляд	1	3
77	в нем	4	3
78	на наш	2	3
79	всех своих	4	3
80	перестает быть	1	3
81	в их	1	3
82	с точки	5	3
83	тем самым	7	3
84	никогда не	7	3
85	ничего не	8	3
86	х годов	1	3
87	и его	7	3
88	художественное высказывание	1	3
89	в себя	1	3
90	всей своей	1	3
91	не с	3	3
92	и с	5	3
93	быть может	3	3
94	в другом	1	3
95	класс и	1	3
96	а в	5	3
97	так как	7	3
98	себе и	2	3
99	этом отношении	2	3
100	со стороны	1	3
101	в разговоре	2	3
102	но это	2	3
103	в начале	3	3
104	и для	3	3
105	на свою	1	3
106	и как	9	3
107	что он	2	3
108	же как	1	2
109	и до	1	2
110	той же	5	2
111	это прежде	1	2
112	что нам	1	2
113	на себя	1	2
114	жизни как	1	2
115	в каждой	1	2
116	слово не	4	2
117	к своему	4	2
118	но как	2	2
119	если в	1	2
120	очевидно что	2	2
121	в истории	1	2
122	в художественном	1	2
123	все же	7	2
124	как уже	2	2
125	и наконец	5	2
126	и к	4	2
127	но в	5	2
128	в противоположность	1	2
129	то в	1	2
130	со своей	1	2
131	в целом	4	2
132	представляет собой	2	2
133	в нашем	5	2
134	как он	1	2
135	о которой	1	2
136	и сам	2	2
137	на этом	1	2
138	одно и	4	2
139	а затем	1	2
140	при которой	1	2
141	в жизни	2	2
142	но уже	1	2
143	нет в	1	2
144	все равно	1	2
145	с этой	1	2
146	с тем	8	2
147	как бы	28	2
148	художественного творчества	5	2
149	и без	4	2
150	не к	3	2
151	мысли и	1	2
152	что я	1	2
153	свое существование	1	2
154	что было	3	2
155	тем не	1	2
156	по крайней	1	2
157	на два	1	2
158	в основе	2	2
159	перед ним	3	2
160	даже и	2	2
161	все еще	1	2
162	для того	9	2
163	в виду	3	2
164	говоря уже	1	2
165	в ее	3	2
166	это как	1	2
167	еще не	3	2
168	для этого	1	2
169	о том	4	2
170	и что	1	2
171	общественного сознания	2	2
172	для нас	3	2
173	путь к	1	2
174	русской литературе	1	2
175	крайней мере	1	2
176	не надо	1	2
177	в него	1	2
178	было бы	7	2
179	могло бы	1	2
180	и одновременно	1	2
181	тот же	2	2
182	одной из	2	2
183	в какой	2	2
184	друг друга	2	2
185	потому что	5	2
186	уже не	4	2
187	уже в	5	2
188	свидетельствует о	1	2
189	речь в	1	2
190	из них	3	2
191	был бы	1	2
192	не так	3	2
193	в одном	3	2
194	в конце	6	2
195	что и	3	2
196	вовсе не	2	2
197	граница между	1	2
198	у него	1	2
199	как раз	1	2
200	ведь мы	1	2
201	не было	2	2
202	как это	5	2
203	из которых	3	2
204	тому как	1	2
