N	3gram	Bakhtin_Fr_5	Analitik
1	о том что	1	6
2	в том что	6	6
3	в данном случае	2	5
4	по отношению к	1	4
5	к тому же	2	4
6	в этом отношении	5	3
7	в самом начале	1	3
8	той или иной	1	3
9	тем не менее	1	3
10	как и в	1	3
11	с точки зрения	2	2
12	в то же	9	2
13	можно было бы	2	2
14	то есть в	2	2
15	в значительной степени	1	2
16	в отличие от	2	2
17	то же время	9	2
18	и в самом	1	2
19	в конечном счете	1	2
20	что иное как	1	1
21	ни о чем	1	1
22	можно сказать что	2	1
23	и в эпизоде	4	1
24	те же самые	1	1
25	как раз и	1	1
26	и во всех	3	1
27	как это ни	1	1
28	между тем как	1	1
29	во всех этих	1	1
30	его как бы	2	1
31	и даже в	1	1
32	одной из своих	1	1
33	в полной мере	1	1
34	до известной степени	4	1
35	его в себя	1	1
36	в эту минуту	1	1
37	в свою очередь	1	1
38	в связи с	5	1
39	внешней и внутренней	1	1
40	есть не что	1	1
41	не может быть	2	1
42	хотя он и	1	1
43	так же точно	1	1
44	а не его	1	1
45	не что иное	1	1
46	в самом деле	1	1
47	но и не	1	1
48	следует говорить в	1	1
49	но на фоне	1	1
50	друг с другом	2	1
51	он не только	2	1
52	же точно и	1	1
53	возвращает нас к	1	1
54	то же самое	2	1
55	налагает на него	1	1
56	не только для	2	1
