N	2gram	Losev_Prob_4	Literetu
1	и не	28	22
2	и в	20	16
3	при этом	6	15
4	в этом	9	14
5	не только	24	14
6	но и	14	14
7	в том	20	12
8	может быть	9	12
9	а не	7	12
10	то что	15	12
11	в частности	2	11
12	не в	13	10
13	такого рода	7	10
14	то же	7	9
15	так и	10	9
16	в то	4	9
17	того что	1	9
18	в этой	4	8
19	в жизни	3	8
20	том что	12	8
21	не может	5	8
22	как бы	4	8
23	в своей	4	7
24	тем самым	4	7
25	только в	23	7
26	себя в	2	7
27	точки зрения	14	7
28	еще не	7	6
29	с его	2	6
30	в себе	12	6
31	в другом	3	6
32	в стихотворении	2	6
33	о том	5	6
34	и его	10	6
35	в его	3	6
36	с другой	7	6
37	к тому	3	6
38	в году	1	5
39	как в	5	5
40	в целом	1	5
41	тому же	2	5
42	то есть	27	5
43	это не	7	5
44	как и	6	5
45	в основе	1	5
46	в ее	5	5
47	что он	8	5
48	в качестве	10	5
49	именно в	7	5
50	а именно	2	5
51	вместе с	5	5
52	а в	4	5
53	с жизнью	1	4
54	перед лицом	1	4
55	одним из	1	4
56	но не	5	4
57	хотя и	5	4
58	и если	5	4
59	должно быть	1	4
60	однако в	2	4
61	даже в	1	4
62	не говоря	3	4
63	никогда не	1	4
64	говоря уже	2	4
65	данном случае	5	4
66	а также	6	4
67	с одной	1	4
68	в начале	3	4
69	из них	3	4
70	в одном	4	4
71	как будто	11	4
72	до конца	1	4
73	одной стороны	1	4
74	в данном	6	4
75	и для	4	4
76	жизни в	2	4
77	самом деле	3	3
78	для которого	1	3
79	едва ли	10	3
80	с ее	2	3
81	но уже	1	3
82	отнюдь не	10	3
83	однако не	4	3
84	и как	3	3
85	и наконец	4	3
86	и к	3	3
87	но в	8	3
88	то в	2	3
89	бы и	3	3
90	на его	2	3
91	первых десятилетий	1	3
92	и тем	7	3
93	с точки	11	3
94	на свою	1	3
95	только для	3	3
96	по своей	1	3
97	потому что	15	3
98	в области	3	3
99	уже о	1	3
100	для его	2	3
101	не случайно	1	3
102	искусства и	1	3
103	прежде всего	11	3
104	все время	2	3
105	ни к	2	3
106	совершенно не	3	3
107	уже не	5	3
108	в единстве	1	3
109	в самом	2	3
110	о чем	1	3
111	как это	3	3
112	в третьем	1	3
113	в романе	1	3
114	жизни и	5	3
115	как на	1	3
116	том числе	1	3
117	художественного произведения	1	2
118	того же	2	2
119	как мы	3	2
120	вопрос о	1	2
121	не сомневается	1	2
122	так чтобы	2	2
123	не вполне	2	2
124	на себя	1	2
125	мы и	1	2
126	то это	3	2
127	всю ночь	1	2
128	и на	3	2
129	песни и	1	2
130	время в	1	2
131	бы то	1	2
132	во всех	4	2
133	сказать и	1	2
134	легко может	1	2
135	за их	1	2
136	отношение к	1	2
137	оказывается не	1	2
138	стороны и	2	2
139	все же	2	2
140	когда он	1	2
141	могли бы	1	2
142	как таковое	1	2
143	в противоположность	1	2
144	не знает	1	2
145	он в	1	2
146	им в	1	2
147	на то	1	2
148	в случае	1	2
149	все они	3	2
150	в нем	5	2
151	не как	1	2
152	и вот	1	2
153	том чтобы	2	2
154	человека в	3	2
155	то ни	1	2
156	в совершенно	2	2
157	и с	7	2
158	его в	2	2
159	действительности в	1	2
160	было бы	14	2
161	и даже	9	2
162	здесь это	1	2
163	той или	14	2
164	далеко не	2	2
165	не всегда	1	2
166	он и	1	2
167	несмотря на	4	2
168	и тогда	2	2
169	и при	1	2
170	и ее	4	2
171	вплоть до	3	2
172	ни было	2	2
173	в конце	2	2
174	по себе	11	2
175	не менее	10	2
176	в принципе	1	2
177	для меня	1	2
178	как о	3	2
179	от жизни	1	2
180	того чтобы	2	2
181	жизни не	1	2
182	как раз	4	2
183	другой стороны	6	2
184	искусства всегда	1	2
185	у нас	14	2
186	же самое	6	2
187	числе и	1	2
188	удивительно что	1	2
189	этот путь	2	2
190	для себя	2	2
191	и сам	1	2
192	здесь как	4	2
193	мира и	1	2
194	если бы	8	2
195	одного из	1	2
196	можно сказать	5	2
197	что и	3	2
198	и только	4	2
199	что ему	1	2
200	и об	1	2
201	сомневается в	1	2
202	здесь не	7	2
203	с ними	2	2
204	собой но	1	2
205	со всеми	2	2
206	связи с	3	2
207	за ним	2	2
208	ни с	4	2
209	для него	3	2
210	тем что	3	2
211	и вместе	1	2
212	для того	3	2
213	это будет	2	2
214	или иной	13	2
215	что не	4	2
216	в живом	1	2
217	с ней	2	2
218	если не	3	2
219	третьем лице	2	2
220	так же	5	2
221	и потому	7	2
222	какого бы	1	2
223	xix века	2	2
224	в самый	1	2
225	к жизни	1	2
226	с этой	1	2
227	художественное произведение	1	2
228	за его	1	2
229	сознания и	3	2
230	что в	3	2
231	в каждой	3	2
232	внимание на	1	2
233	со второй	1	2
234	же в	4	2
235	в свою	1	2
236	жизни а	1	2
237	еще и	3	2
238	в своих	1	2
239	и наиболее	1	1
240	как известно	1	1
241	была бы	2	1
242	и т	4	1
243	и хотя	1	1
244	и то	2	1
245	на самом	5	1
246	исходя из	1	1
247	это и	4	1
248	и есть	4	1
249	не признает	1	1
250	его же	1	1
251	по преимуществу	2	1
252	и до	1	1
253	обойтись без	2	1
254	который в	1	1
255	смотреть на	2	1
256	и подобные	1	1
257	от художественного	1	1
258	собой как	1	1
259	по площади	1	1
260	и совсем	1	1
261	говорить о	2	1
262	что иное	2	1
263	к стене	1	1
264	этот как	1	1
265	самое можно	2	1
266	и он	2	1
267	его основная	1	1
268	в ней	7	1
269	начало и	1	1
270	он был	3	1
271	иное как	2	1
272	в чем	2	1
273	тем как	1	1
274	о смерти	1	1
275	художественному образу	1	1
276	может как	1	1
277	если в	1	1
278	человеческих отношений	4	1
279	не просто	16	1
280	нет и	2	1
281	значение имеет	1	1
282	за пределы	2	1
283	именно миф	1	1
284	сама по	2	1
285	в истории	3	1
286	первый взгляд	1	1
287	независимо от	3	1
288	поскольку они	3	1
289	с этим	4	1
290	в художественном	4	1
291	в своем	3	1
292	перед нами	13	1
293	это тоже	1	1
294	более или	2	1
295	в этот	1	1
296	мышления однако	1	1
297	или иную	1	1
298	за собой	2	1
299	себе как	1	1
300	с места	1	1
301	жизни так	1	1
302	в нашем	12	1
303	бы не	1	1
304	т п	1	1
305	ни одна	2	1
306	что к	2	1
307	уже в	4	1
308	как он	1	1
309	и неровный	1	1
310	будто на	1	1
311	что эти	1	1
312	вообще не	3	1
313	больше всего	1	1
