N	2gram	Losev_Vlad_1	slovoVRo
1	и в	31	39
2	может быть	6	37
3	и т	2	35
4	и его	7	33
5	то есть	3	26
6	не только	24	24
7	и не	17	22
8	но и	19	21
9	не может	6	20
10	в нем	4	19
11	до конца	1	17
12	в этом	14	16
13	все это	5	16
14	так и	6	15
15	а не	1	14
16	человек и	1	14
17	как в	3	13
18	во всех	1	12
19	в истории	4	11
20	вовсе не	5	10
21	к своему	3	9
22	и с	14	9
23	не в	5	9
24	языков и	1	9
25	со своим	5	9
26	таким образом	3	8
27	себя в	4	8
28	прежде всего	1	8
29	точки зрения	2	8
30	еще не	2	7
31	с его	11	7
32	при этом	2	7
33	в этих	1	7
34	для него	7	7
35	с ним	5	7
36	никогда не	9	7
37	как мы	9	7
38	в его	12	7
39	и даже	15	7
40	и потому	6	7
41	но не	3	6
42	в своем	4	6
43	все же	3	6
44	и к	6	6
45	но в	12	6
46	все эти	3	6
47	так сказать	1	6
48	в них	2	6
49	как и	4	6
50	она не	1	6
51	в значительной	1	6
52	жизни и	5	6
53	в быту	1	5
54	и слова	1	5
55	человека в	1	5
56	это не	1	5
57	том что	14	5
58	не могут	1	5
59	но все	1	5
60	с другой	3	5
61	один из	4	5
62	в том	11	5
63	с ними	2	5
64	с одной	1	5
65	конечно не	2	5
66	уже не	3	5
67	одной стороны	1	5
68	остается в	1	5
69	и для	2	5
70	только в	9	5
71	для нас	4	5
72	от него	2	5
73	и все	4	5
74	отношения к	1	4
75	и на	3	4
76	по отношению	1	4
77	отношение к	3	4
78	то же	6	4
79	слова не	1	4
80	с другими	1	4
81	на почве	1	4
82	ни в	2	4
83	в отношении	3	4
84	не менее	2	4
85	в то	8	4
86	одна из	1	4
87	или прямо	1	4
88	же время	4	4
89	или как	1	4
90	во всем	4	4
91	здесь не	3	4
92	дело с	1	4
93	для всех	1	4
94	и других	2	4
95	так как	8	4
96	даже и	9	4
97	себя и	1	4
98	с помощью	1	4
99	и мир	1	4
100	в основном	1	4
101	как предмет	1	4
102	а в	9	4
103	отношении к	1	4
104	слова с	1	4
105	в таком	1	4
106	ту же	1	3
107	как это	7	3
108	той же	2	3
109	в чем	2	3
110	слова на	1	3
111	и как	4	3
112	не приходится	1	3
113	человеке и	1	3
114	на этом	2	3
115	не с	1	3
116	лишь в	2	3
117	не столько	2	3
118	нем в	1	3
119	его от	1	3
120	связи с	1	3
121	этом отношении	1	3
122	в ней	1	3
123	глубоко и	2	3
124	а также	5	3
125	к нему	4	3
126	что и	5	3
127	у него	15	3
128	в особенности	4	3
129	в свою	1	3
130	как к	2	3
131	и от	5	3
132	но это	3	3
133	и часто	1	3
134	что в	14	3
135	хотя бы	2	3
136	сказать что	7	3
137	одновременно и	1	3
138	во всяком	2	3
139	можно говорить	1	2
140	одним из	2	2
141	также и	10	2
142	это и	2	2
143	ведь и	1	2
144	в германии	1	2
145	мы уже	7	2
146	мы не	1	2
147	но она	3	2
148	с ее	1	2
149	на них	1	2
150	не был	5	2
151	но как	5	2
152	менее всего	1	2
153	и речи	3	2
154	за пределы	3	2
155	кроме того	7	2
156	хотя и	4	2
157	как уже	1	2
158	более или	3	2
159	время это	1	2
160	в нашем	4	2
161	в себе	4	2
162	роль в	1	2
163	как он	4	2
164	на его	3	2
165	т д	2	2
166	он не	10	2
167	в виде	3	2
168	и более	1	2
169	из него	1	2
170	факт что	1	2
171	в свой	2	2
172	формах в	1	2
173	далеко не	1	2
174	чем в	1	2
175	быть также	2	2
176	или менее	3	2
