N	3gram	Voloshinov_2	Tvorches
1	в то же	8	13
2	то же время	8	12
3	в том что	6	6
4	о том что	3	5
5	в конечном счете	1	4
6	но в то	5	4
7	дело в том	1	3
8	в соответствии с	1	3
9	с самого начала	5	3
10	на самом деле	4	2
11	по крайней мере	2	2
12	не только в	1	2
13	можно сказать что	1	2
14	в русской литературе	1	2
15	тем не менее	1	2
16	и добро и	1	1
17	и в свою	1	1
18	что иное как	1	1
19	в основе всех	1	1
20	прежде всего на	1	1
21	и того же	4	1
22	чуть ли не	1	1
23	мы никогда не	2	1
24	не сами по	1	1
25	и правильное понимание	1	1
26	не столько выражение	1	1
27	то же самое	5	1
28	нам кажется что	1	1
29	в отрыве от	1	1
30	мы знаем из	1	1
31	по отношению к	8	1
32	о котором говорил	1	1
33	до сих пор	3	1
34	и в других	1	1
35	сами по себе	1	1
36	в отличие от	3	1
37	далеко не так	1	1
38	в первую очередь	1	1
39	а может быть	1	1
40	на самом же	3	1
41	не могут быть	1	1
42	и xix век	1	1
43	бы то ни	4	1
44	же время они	1	1
45	все более и	2	1
46	уже говорили что	1	1
47	по мере приближения	1	1
48	на этой почве	5	1
49	то ни было	4	1
50	с одной стороны	3	1
51	а как бы	1	1
52	каких бы то	1	1
53	понимая под ним	1	1
54	в связи с	7	1
55	что он как	1	1
56	мы уже говорили	1	1
57	самом же деле	3	1
58	так и от	2	1
59	по себе а	1	1
60	лежащая в основе	3	1
61	в свою очередь	5	1
62	их место в	1	1
63	оно могло бы	1	1
64	более и более	2	1
65	он не может	1	1
66	то что его	1	1
67	с другой стороны	1	1
68	мере приближения к	1	1
69	одного и того	4	1
70	не что иное	1	1
71	к тому что	3	1
72	в отношении к	4	1
73	к вопросу о	1	1
74	добро и зло	1	1
75	как и в	1	1
76	к тому же	2	1
77	является как бы	1	1
