N	3gram	Bakhtin_Fr_7	Hudozhes
1	по отношению к	2	10
2	то же время	9	6
3	в то же	9	6
4	более или менее	2	5
5	в том что	3	5
6	с точки зрения	3	3
7	в этом смысле	1	3
8	в этом мире	1	2
9	в том и	1	2
10	но он не	1	2
11	в значительной степени	2	2
12	в свою очередь	3	2
13	том числе и	2	2
14	в том числе	4	2
15	в силу своей	1	2
16	и прежде всего	1	2
17	и в сущности	1	1
18	по своей природе	1	1
19	не в состоянии	1	1
20	что иное как	1	1
21	на котором он	1	1
22	прежде всего в	4	1
23	имеем в виду	2	1
24	с ним как	1	1
25	ведь это не	1	1
26	том или ином	1	1
27	тогда как в	1	1
28	содержит в себе	1	1
29	таким образом и	2	1
30	и многих других	1	1
31	же время они	1	1
32	и по отношению	1	1
33	и в этой	2	1
34	это своего рода	1	1
35	в том или	1	1
36	в связи с	1	1
37	по содержанию своему	1	1
38	и в том	1	1
39	все то что	3	1
40	в свое время	2	1
41	по ту сторону	1	1
42	есть не что	1	1
43	внешних и внутренних	1	1
44	не говорит что	1	1
45	это и есть	1	1
46	о том что	1	1
47	то есть в	4	1
48	и тем самым	1	1
49	и в самом	1	1
50	именно потому что	1	1
51	мы имеем в	2	1
52	друг от друга	1	1
53	хотя и это	1	1
54	не что иное	1	1
55	в себе в	1	1
56	в его лице	1	1
57	как и в	2	1
58	к тому же	1	1
59	в более или	2	1
