N	2gram	Bakhtin_Pr_1	Myshleni
1	в этом	22	29
2	точки зрения	19	28
3	и в	29	26
4	для себя	2	24
5	не только	15	24
6	то что	15	24
7	таким образом	12	23
8	с точки	13	21
9	того чтобы	1	19
10	для того	1	18
11	в том	8	18
12	и не	31	18
13	том что	7	17
14	потому что	8	16
15	для других	2	15
16	как и	12	15
17	к слову	1	14
18	как мы	4	14
19	того что	1	14
20	так как	6	14
21	так же	6	14
22	этом случае	1	14
23	с помощью	1	13
24	и его	14	12
25	что в	8	12
26	мысли и	5	11
27	в которой	2	11
28	только не	1	11
29	но и	14	11
30	не может	12	11
31	словом и	1	10
32	что они	1	10
33	слова и	1	10
34	в сущности	5	9
35	в самом	10	9
36	в себе	7	9
37	тому что	3	9
38	мысли в	2	9
39	слово и	1	9
40	по сравнению	1	9
41	тем что	4	9
42	что мы	1	9
43	же как	1	8
44	то же	14	8
45	той же	5	8
46	что она	6	8
47	что он	8	8
48	только в	10	8
49	сравнению с	1	8
50	мы пытались	1	8
51	ее в	1	8
52	сказать что	3	8
53	мы не	1	7
54	и к	2	7
55	с самого	1	7
56	самого начала	2	7
57	к тому	1	7
58	может быть	24	7
59	прежде всего	7	7
60	самом деле	6	6
61	вопрос о	2	6
62	во всех	1	6
63	по отношению	8	6
64	все же	9	6
65	что это	1	6
66	все эти	9	6
67	выражение в	6	6
68	было бы	5	6
69	в ее	1	6
70	структурные особенности	1	6
71	в сознании	2	6
72	от внешней	1	6
73	мыслью и	1	6
74	и что	2	6
75	заключается в	1	6
76	в какой	1	6
77	иначе как	1	6
78	именно в	5	6
79	а не	22	6
80	как бы	19	6
81	в смысле	2	6
82	мы должны	3	6
83	речи как	1	6
84	как на	3	6
85	все что	3	6
86	тем же	1	5
87	из всех	1	5
88	оно есть	1	5
89	в целом	6	5
90	могли бы	2	5
91	с внешней	1	5
92	и с	4	5
93	она не	7	5
94	в процессе	4	5
95	же самое	1	5
96	данном случае	2	5
97	никак не	2	5
98	во второй	1	5
99	является в	1	5
100	если бы	9	5
101	в виду	1	5
102	на вопрос	2	5
103	можно сказать	1	5
104	и следовательно	4	5
105	в качестве	1	5
106	если мы	1	5
107	в начале	1	5
108	одно из	2	5
109	себе в	1	5
110	и их	1	5
111	до конца	8	5
112	в данном	2	5
113	отношению к	8	5
114	с этой	2	5
115	и для	4	5
116	бы в	3	5
117	только что	1	5
118	переходит к	2	4
119	отношения между	1	4
120	едва ли	1	4
121	еще не	5	4
122	с другой	3	4
123	в нашем	1	4
124	это и	5	4
125	как в	6	4
126	стороны и	1	4
127	но в	7	4
128	нами в	2	4
129	и во	2	4
130	чем в	2	4
131	в котором	2	4
132	не в	7	4
133	в той	2	4
134	никогда не	3	4
135	связи с	2	4
136	в области	1	4
137	в момент	1	4
138	не могут	6	4
139	что оно	2	4
140	не есть	2	4
141	перейти к	1	4
142	приводит к	3	4
143	что у	1	4
144	о том	1	4
145	мысль не	3	4
