N	2gram	Ircho_Kome_1	Tragedij
1	и в	22	18
2	в году	3	9
3	в этом	3	9
4	не только	10	8
5	и с	3	7
6	и на	3	7
7	может быть	9	7
8	как бы	1	7
9	и не	8	7
10	но в	4	6
11	и его	8	6
12	в образе	3	6
13	же время	4	6
14	что он	6	6
15	у него	3	6
16	то же	6	5
17	все же	3	5
18	что это	1	5
19	как и	9	5
20	несмотря на	4	5
21	в то	10	5
22	в дальнейшем	1	5
23	так и	5	5
24	не может	2	5
25	к жизни	1	5
26	еще не	2	4
27	в себе	2	4
28	в целом	3	4
29	в этой	7	4
30	в нем	4	4
31	об этом	1	4
32	том что	12	4
33	и что	1	4
34	но и	11	4
35	и даже	5	4
36	прежде всего	5	4
37	так же	3	4
38	но это	2	4
39	все это	5	4
40	что в	6	4
41	и все	3	4
42	то что	2	4
43	к людям	2	3
44	в мире	1	3
45	и он	1	3
46	отнюдь не	1	3
47	как в	5	3
48	в своем	1	3
49	и как	3	3
50	при этом	5	3
51	то есть	1	3
52	о чем	1	3
53	в поле	1	3
54	с ее	2	3
55	и сам	3	3
56	iii в	1	3
57	мог бы	2	3
58	жизнь и	1	3
59	с ним	1	3
60	к нему	2	3
61	в его	5	3
62	один из	5	3
63	уже в	5	3
64	никто не	1	3
65	в конце	6	3
66	как будто	2	3
67	как это	3	3
68	в основном	1	3
69	из самых	1	2
70	что эти	1	2
71	и за	1	2
72	а как	1	2
73	из своих	1	2
74	по замыслу	1	2
75	он был	2	2
76	столь же	2	2
77	отношение к	3	2
78	отличие от	2	2
79	так что	1	2
80	перед нами	1	2
81	говорит что	1	2
82	в самом	2	2
83	то и	2	2
84	он не	3	2
85	что же?	1	2
86	что она	1	2
87	но все	1	2
88	что все	1	2
89	его в	3	2
90	дома и	1	2
91	в это	1	2
92	ни в	6	2
93	нет в	1	2
94	с тем	1	2
95	не мог	3	2
96	в ходе	1	2
97	в отличие	1	2
98	вопрос о	3	2
99	одном из	4	2
100	не в	6	2
101	но они	1	2
102	одна из	2	2
103	ведь еще	1	2
104	не могут	1	2
105	к тому	6	2
106	и это	1	2
107	но при	1	2
108	данном случае	1	2
109	еще в	5	2
110	как у	1	2
111	ничего не	3	2
112	и здесь	2	2
113	о том	8	2
114	в глаза	1	2
115	что и	4	2
116	бросается в	1	2
117	в том	11	2
118	даже если	2	2
119	который в	2	2
120	по мнению	1	2
121	и ее	3	2
122	человеческой личности	1	2
123	в виде	3	2
124	в душе	1	2
125	не так	1	2
126	в одном	8	2
127	друг друга	1	2
128	не случайно	1	2
129	тем что	4	2
130	в самую	1	2
131	до конца	2	2
132	в данном	1	2
133	ненависть к	1	2
134	о его	1	2
135	это уже	1	2
136	потому что	5	2
137	в частности	3	2
138	этим объясняется	1	2
139	по поводу	4	2
140	в таком	1	2
141	а между	1	1
142	ту же	2	1
143	также что	1	1
144	и т	9	1
145	одним из	1	1
146	сам по	1	1
147	против нее	1	1
148	и др	1	1
149	или своей	1	1
150	за все	1	1
151	поэтому он	1	1
152	на две	2	1
153	сам автор	2	1
154	исходит из	1	1
155	в какой-то	1	1
156	высшей степени	1	1
157	объясняется и	1	1
158	той же	1	1
159	не исключено	1	1
160	что уже	1	1
161	на себя	2	1
162	ему в	1	1
163	в разговоре	1	1
164	средство для	1	1
165	как свой	1	1
166	в ней	1	1
167	представляет собой	1	1
168	быть в	1	1
169	или от	1	1
170	в чем	3	1
171	во всех	1	1
172	но не	2	1
173	отказ от	1	1
174	за пределы	2	1
175	в настоящем	2	1
176	к сожалению	2	1
177	чем же	2	1
178	в истории	5	1
179	материалом для	1	1
180	сперва он	1	1
181	что именно	1	1
182	власть и	1	1
183	них он	1	1
184	для ее	2	1
185	и хотя	2	1
186	то в	1	1
187	со своей	2	1
188	в которой	6	1
189	он в	1	1
190	бы не	1	1
191	все по	1	1
192	право на	2	1
193	только один	2	1
194	как он	1	1
195	в братьях	1	1
196	не могла	1	1
197	идей и	1	1
198	одному из	2	1
199	и еще	3	1
200	к одному	1	1
201	не к	2	1
202	способен на	1	1
203	и по	6	1
204	на этом	2	1
205	таким образом	8	1
206	последнее слово	1	1
207	но без	1	1
208	здесь мы	3	1
209	же не	1	1
210	для характеристики	2	1
211	им как	1	1
212	в другом	4	1
213	конечно в	1	1
214	единственное что	1	1
215	в финале	2	1
216	был первым	1	1
217	на все	2	1
218	это было	1	1
219	обоих случаях	1	1
220	известно что	4	1
221	который сам	1	1
222	в них	3	1
223	в высшей	1	1
224	всю жизнь	1	1
225	которой он	1	1
226	с такой	1	1
227	года и	1	1
228	перед собой	1	1
229	но если	1	1
230	наших дней	1	1
231	почти не	2	1
232	во времена	1	1
233	в котором	4	1
234	представление о	1	1
235	миф о	1	1
236	должны были	8	1
237	стало быть	1	1
238	и вот	4	1
239	но он	2	1
240	и один	1	1
241	тем не	2	1
242	не могли	1	1
243	с такими	1	1
244	на всю	3	1
245	iii и	1	1
246	по себе	1	1
247	тому что	1	1
248	не менее	3	1
249	вплоть до	1	1
250	не раз	2	1
251	в обоих	1	1
252	самого начала	1	1
253	того как	3	1
254	моральное право	1	1
255	он еще	1	1
256	не вызывает	1	1
257	он с	1	1
258	судя по	2	1
259	до самой	1	1
260	свою первую	1	1
261	предстает перед	1	1
262	его перед	1	1
263	для постановки	1	1
264	и притом	2	1
265	к ней	2	1
266	по своей	2	1
267	и теперь	2	1
268	что на	1	1
269	в области	2	1
270	ли это	2	1
271	мы встречаем	5	1
272	в трагедии	2	1
273	один раз	1	1
274	к себе	1	1
275	мы узнаем	1	1
276	могут быть	3	1
277	его с	1	1
278	указывает на	2	1
279	быть отнесены	1	1
280	в пьесе	1	1
281	где он	2	1
282	в применении	1	1
283	женщины на	1	1
284	как мы	4	1
285	и о	3	1
286	того чтобы	1	1
287	однако ни	1	1
288	всего этого	2	1
289	с самого	1	1
290	говорили что	1	1
291	роль в	1	1
292	ли есть	1	1
293	социального типа	1	1
294	с собой	1	1
295	можно было	1	1
296	в борьбе	1	1
297	отождествляется с	1	1
298	начала и	1	1
299	случае что	1	1
300	когда в	1	1
301	в последней	1	1
302	на вопрос	1	1
303	сравнивает его	1	1
304	после того	3	1
305	а также	4	1
306	чтобы не	1	1
307	внешней формы	1	1
