N	3gram	Losev_Prob_2	formyVre
1	в связи с	5	7
2	для того чтобы	2	7
3	не только в	2	5
4	в пространстве и	1	4
5	в то же	4	4
6	как мы уже	1	4
7	имеем в виду	2	3
8	в том числе	2	3
9	о том как	1	3
10	и в то	1	3
11	но и в	3	3
12	и в этом	3	3
13	и прежде всего	2	3
14	в том что	4	3
15	и т д	6	3
16	пространстве и времени	2	2
17	что в этом	1	2
18	то же самое	5	2
19	в этом случае	7	2
20	на первый план	3	2
21	до сих пор	4	2
22	он не был	1	2
23	сами по себе	2	2
24	том числе и	2	2
25	может быть и	2	2
26	потому что они	1	2
27	очень важный момент	1	2
28	в этом отношении	1	2
29	связи с этим	2	2
30	это значит что	3	2
31	мы имеем в	1	2
32	друг от друга	2	2
33	можно сказать вовсе	1	1
34	каждая из этих	1	1
35	это же самое	1	1
36	xix и xx	1	1
37	не может не	1	1
38	в той или	1	1
39	то есть не	3	1
40	а вовсе не	1	1
41	на самом деле	2	1
42	есть прежде всего	4	1
43	так что в	2	1
44	все больше и	1	1
45	и не только	1	1
46	только в том	4	1
47	тот или иной	4	1
48	в конце концов	7	1
49	по своему содержанию	1	1
50	между тем как	1	1
51	а так как	1	1
52	точном смысле слова	2	1
53	то что в	1	1
54	же самое время	4	1
55	с самим собою	1	1
56	это вовсе не	1	1
57	своему содержанию и	1	1
58	по самому своему	2	1
59	вместе с тем	1	1
60	то время как	1	1
61	только в этом	1	1
62	но мы можем	1	1
63	в данном случае	5	1
64	в основе этих	1	1
65	с одной стороны	5	1
66	мы здесь не	1	1
67	на первый взгляд	1	1
68	в значительной мере	3	1
69	можно говорить о	2	1
70	и то же	1	1
71	не могут не	1	1
72	обстоит дело с	1	1
73	этих вещей и	1	1
74	во всех отношениях	1	1
75	при этом необходимо	1	1
76	все более и	1	1
77	то что на	1	1
78	с другой стороны	5	1
79	и самый язык	1	1
80	не может быть	3	1
81	бы не было	3	1
82	что до сих	1	1
83	свое место в	1	1
84	в частности в	2	1
85	человека никогда не	1	1
86	то есть в	2	1
87	не был бы	4	1
88	такие слова как	1	1
89	и xx веков	1	1
90	в то время	1	1
91	о том что	14	1
92	с самого начала	2	1
93	ни с чем	1	1
94	более и более	1	1
95	определенного смысла и	1	1
96	в этих условиях	1	1
97	но все же	1	1
98	сам а не	1	1
99	можно сказать что	3	1
100	также и в	1	1
101	в другом случае	1	1
102	больше и больше	1	1
103	тем более не	2	1
104	иной раз и	1	1
105	или вовсе не	1	1
106	вовсе не является	3	1
107	в себе в	2	1
108	то и дело	1	1
109	одна из самых	1	1
110	той или иной	1	1
111	в точном смысле	1	1
