N	3gram	Propp_Isto_4	Mirosoze
1	не может быть	4	8
2	что и в	1	4
3	что иное как	3	3
4	же как и	4	3
5	до сих пор	5	3
6	к тому что	1	3
7	так же как	12	3
8	это и есть	1	3
9	есть не что	1	3
10	не что иное	3	3
11	подобно тому как	1	2
12	потому что он	1	2
13	может быть и	1	2
14	так как он	2	2
15	т е в	3	2
16	о том что	2	2
17	в этом он	1	2
18	как и в	1	2
19	и те же	1	2
20	после того как	2	2
21	она не имеет	1	2
22	мы увидим что	2	2
23	не мог бы	1	1
24	мы видим в	1	1
25	отец и мать	1	1
26	и не случайно	1	1
27	в нем самом	1	1
28	было бы назвать	1	1
29	только тогда когда	1	1
30	как и все	1	1
31	у него есть	1	1
32	но он же	1	1
33	что он не	1	1
34	друг на друга	1	1
35	но и в	1	1
36	тому как в	1	1
37	все те же	1	1
38	на то что	3	1
39	а не только	1	1
40	не потому что	1	1
41	но и это	1	1
42	делает то же	1	1
43	смысле этого слова	2	1
44	по сравнению с	3	1
45	одни и те	1	1
46	он уже не	1	1
47	и во всем	1	1
48	что у него	1	1
49	но так как	1	1
50	хотя и в	1	1
51	процесс может быть	1	1
52	но сам он	1	1
53	но он не	1	1
54	и не хотел	1	1
55	это приводит нас	3	1
56	по своей основной	1	1
57	мы видим уже	1	1
58	как отец и	1	1
59	берет на себя	1	1
60	приводит нас к	4	1
61	в центре внимания	1	1
62	у него было	1	1
