N	3gram	Trubetskoy_1	Literetu
1	то же время	10	9
2	в то же	10	9
3	не может быть	4	7
4	в том что	7	5
5	состоит в том	1	4
6	с точки зрения	9	3
7	в этом отношении	1	3
8	в данном случае	3	3
9	в том чтобы	1	3
10	по отношению к	1	3
11	речь идет о	1	3
12	о том что	2	2
13	в этом случае	3	2
14	за то что	1	2
15	по крайней мере	1	2
16	в том числе	1	2
17	тем не менее	1	2
18	но даже и	1	1
19	то же самое	1	1
20	в зависимость от	2	1
21	он не может	1	1
22	и не может	3	1
23	на себя как	2	1
24	вместе с тем	3	1
25	что он не	2	1
26	по отношению ко	1	1
27	бы то ни	4	1
28	только то что	1	1
29	в себе и	2	1
30	же время она	1	1
31	том числе и	1	1
32	можно было бы	3	1
33	таком взгляде на	1	1
34	и то что	3	1
35	жизни и в	1	1
36	при таком взгляде	1	1
37	в конце концов	3	1
38	во всех этих	1	1
39	внутренней и внешней	1	1
40	здесь дело сводится	1	1
41	прежде всего в	1	1
42	с тем чтобы	3	1
43	а в том	1	1
44	когда речь идет	1	1
45	в свою очередь	1	1
46	на самом деле	6	1
47	речь шла о	1	1
48	как и следовало	1	1
49	и прежде всего	1	1
50	той или иной	3	1
51	дело сводится к	1	1
52	то ни было	1	1
53	к тому что	2	1
54	тех или иных	1	1
55	быть не может	1	1
56	для того чтобы	6	1
57	не может для	1	1
58	том что только	1	1
