N	2gram	Tiupa_Anal_2	Dialekti
1	не есть	2	47
2	и не	12	30
3	т е	2	30
4	может быть	6	20
5	не только	16	19
6	и в	16	19
7	по себе	2	18
8	и т	1	17
9	а не	10	16
10	в себе	7	15
11	что она	2	14
12	потому что	1	14
13	то что	7	14
14	в том	12	14
15	так как	1	14
16	и даже	9	14
17	как бы	10	14
18	вовсе не	2	13
19	то же	4	12
20	точки зрения	4	12
21	но и	12	12
22	и все	3	12
23	и как	1	10
24	в нем	1	10
25	ни в	1	10
26	как и	14	10
27	том что	12	10
28	стало быть	2	10
29	сказать что	2	10
30	так и	15	10
31	это не	1	10
32	по крайней	3	9
33	никогда не	3	9
34	времени и	1	9
35	крайней мере	3	9
36	же и	1	9
37	не может	4	9
38	мы уже	1	8
39	в этом	18	8
40	в своей	2	8
41	с точки	2	8
42	не в	4	8
43	личности в	1	8
44	она не	2	8
45	прежде всего	3	8
46	и то	3	7
47	есть не	1	7
48	сама по	1	7
49	так что	3	7
50	и к	5	7
51	как это	6	7
52	в поэзии	2	7
53	как будто	3	7
54	совершенно не	1	7
55	но это	1	7
56	что в	2	7
57	я не	1	6
58	но не	4	6
59	отнюдь не	8	6
60	тогда когда	1	6
61	в то	2	6
62	того что	2	6
63	да и	1	6
64	личности и	2	6
65	и потому	1	5
66	говорить о	6	5
67	в силу	1	5
68	в одну	2	5
69	все равно	1	5
70	жизнь и	1	5
71	же время	2	5
72	и его	4	5
73	в виду	1	5
74	о том	7	5
75	и что	1	5
76	можно сказать	4	5
77	не мешает	1	5
78	что и	3	5
79	с другой	6	5
80	как раз	4	5
81	только что	1	5
82	в самом	6	5
83	только в	4	5
84	еще не	2	4
85	быть в	1	4
86	самом деле	1	4
87	тут же	1	4
88	за пределы	4	4
89	независимо от	1	4
90	в своем	4	4
91	только то	1	4
92	как он	1	4
93	и если	3	4
94	при этом	10	4
95	он не	2	4
96	содержит в	3	4
97	и по	1	4
98	одно и	1	4
99	таким образом	2	4
100	заключается в	1	4
101	нисколько не	1	4
102	в одном	2	4
103	все это	4	4
104	с ним	2	4
105	по своей	1	4
106	связи с	1	4
107	в таком	2	4
108	той или	3	4
109	в ее	1	4
110	есть миф	1	4
111	в другом	1	4
112	может не	1	4
113	к нему	1	4
114	субъекта и	1	4
115	во времени	2	4
116	уже в	1	4
117	ни с	2	4
118	одно из	2	4
119	нельзя сказать	1	4
120	в связи	1	4
121	могут быть	10	4
122	том смысле	1	4
123	хотя бы	1	4
124	а в	3	4
125	другой стороны	2	4
126	по одному	1	4
127	искусство и	1	3
128	таком случае	2	3
129	как миф	1	3
130	как мы	3	3
131	что иное	1	3
132	этот голос	1	3
133	иное как	1	3
134	в чем	1	3
135	себе и	1	3
136	в этой	9	3
137	себе как	1	3
138	но без	1	3
139	всех этих	1	3
140	же не	2	3
141	об этом	1	3
142	его в	2	3
143	это было	2	3
144	было бы	3	3
145	в один	4	3
146	мифа но	1	3
147	мы имеем	3	3
148	и тогда	1	3
149	но я	1	3
150	в этих	2	3
151	или точнее	2	3
152	от поэтического	1	3
153	сами по	1	3
154	и более	1	3
155	что этот	1	3
156	даже в	2	3
157	не менее	4	3
158	ничего не	9	3
159	в разных	1	3
160	должны быть	1	3
161	тут не	1	3
162	но только	1	3
163	это только	2	3
164	все его	1	3
165	уже не	4	3
166	грань между	2	3
167	нуждается в	1	3
168	сразу же	1	3
169	будто бы	1	3
170	у меня	1	3
171	из них	3	3
172	ведь это	2	3
173	бы это	1	3
174	и из	1	3
175	и их	2	3
176	себе не	2	3
177	о чем	2	3
178	в данном	8	3
179	или нет	1	3
180	понимать как	1	3
181	была бы	2	3
182	не что	1	3
183	смысле что	1	3
184	я и	3	2
185	как известно	1	2
186	также и	1	2
187	тем же	1	2
188	его не	1	2
189	во всех	4	2
190	что я	1	2
191	в общем	2	2
192	очевидно что	1	2
193	и я	2	2
194	мере в	1	2
195	в акте	1	2
196	как в	4	2
197	перед нами	1	2
198	более или	1	2
199	но в	6	2
200	в противоположность	2	2
201	в которой	1	2
202	бы и	1	2
203	не даны	1	2
204	так или	1	2
205	все эти	1	2
206	раз в	1	2
207	сливаются в	1	2
208	но ведь	1	2
209	на его	3	2
210	время и	1	2
211	не как	1	2
212	силу своей	1	2
213	на этом	4	2
214	в каждом	1	2
215	в мире	6	2
216	в жизни	1	2
217	только одно	1	2
218	несмотря на	3	2
219	или менее	1	2
