N	4gram	Vygotskiy__2	Psycholo
1	то же самое что	2	2
2	заключается в том что	4	2
3	и в самом деле	1	2
4	дело в том что	1	1
5	в том что он	1	1
6	что она не может	1	1
7	и с точки зрения	1	1
8	а с другой стороны	1	1
9	и к тому чтобы	1	1
10	указывают на то что	1	1
11	в том что эта	1	1
12	если мы обратимся к	1	1
13	что в сущности говоря	1	1
14	вместе с ним и	1	1
15	в самом деле если	1	1
16	или во всяком случае	2	1
17	во всяком случае то	1	1
18	бы то ни было	1	1
19	когда он утверждает что	1	1
20	только для того чтобы	1	1
21	ответить на этот вопрос	1	1
22	том что он не	1	1
23	и целый ряд других	1	1
24	заключается в том чтобы	3	1
25	на самом деле не	1	1
26	как мы уже говорили	3	1
