N	2gram	Bakhtin_Fr_6	Hudozhes
1	том что	7	16
2	и в	41	14
3	так и	5	13
4	не только	10	12
5	при этом	3	12
6	о том	9	12
7	в том	2	12
8	а не	2	12
9	в себе	5	11
10	в этом	12	11
11	прежде всего	10	11
12	в своей	2	10
13	для него	1	10
14	то же	5	9
15	как и	7	9
16	что он	6	9
17	у него	7	9
18	по отношению	1	8
19	в этой	8	8
20	как в	4	8
21	то что	10	8
22	же время	5	8
23	ничего не	1	8
24	в его	7	8
25	между тем	2	8
26	отношению к	1	8
27	в то	6	8
28	еще не	1	7
29	это не	1	7
30	своего рода	1	7
31	не в	4	7
32	казалось бы	1	7
33	уже не	1	7
34	именно в	4	7
35	не может	4	7
36	как бы	7	7
37	а в	4	7
38	в первой	3	6
39	человека в	1	6
40	в глазах	1	6
41	было бы	3	6
42	никогда не	8	6
43	что в	7	6
44	самом деле	4	5
45	с его	5	5
46	перед нами	3	5
47	но в	8	5
48	об этом	1	5
49	ни в	1	5
50	точки зрения	2	5
51	не менее	1	5
52	и его	13	5
53	потому что	3	5
54	к себе	2	5
55	и он	5	5
56	можно было	1	5
57	во второй	1	5
58	только в	3	5
59	может быть	2	5
60	но и	13	5
61	в частности	2	5
62	в этих	2	5
63	жизни и	3	5
64	мы уже	18	4
65	он уже	1	4
66	и о	1	4
67	в ней	4	4
68	в центре	2	4
69	в своем	5	4
70	и к	1	4
71	в действительности	1	4
72	то в	1	4
73	в самом	10	4
74	та же	4	4
75	он не	2	4
76	и с	16	4
77	несмотря на	1	4
78	первой главы	1	4
79	с ним	4	4
80	связи с	2	4
81	как будто	1	4
82	в духе	3	4
83	и это	1	4
84	можно сказать	1	4
85	того что	3	4
86	один из	6	4
87	себя в	2	4
88	из них	5	4
89	в конце	2	4
90	как раз	2	4
91	не было	1	4
92	и все	9	4
93	мы узнаем	2	4
94	и от	4	4
95	с точки	2	3
96	видит в	1	3
97	говорить о	2	3
98	и на	9	3
99	в ее	5	3
100	все же	4	3
101	следующей главе	6	3
102	но он	5	3
103	в нем	16	3
104	и по	1	3
105	на этом	2	3
106	лишь в	2	3
107	его в	1	3
108	первой главе	1	3
109	в предыдущей	2	3
110	с этим	3	3
111	даже в	4	3
112	и смерти	3	3
113	ничем не	1	3
114	и море	1	3
115	все эти	11	3
116	та или	1	3
117	или иная	1	3
118	тем что	5	3
119	этом отношении	3	3
120	предыдущей главе	2	3
121	как мы	12	3
122	того чтобы	4	3
123	в пределах	1	3
124	и когда	2	3
125	еще в	5	3
126	том как	1	3
127	о нем	1	3
128	а также	5	3
129	это в	1	3
130	романа в	3	3
131	в лице	1	3
132	в литературе	5	3
133	но не	2	3
134	как его	2	3
135	и даже	4	3
136	превращается в	2	3
137	картину мира	1	3
138	в связи	1	3
139	заключительной главе	1	3
140	своего времени	2	3
141	в следующей	6	3
142	и для	3	3
143	от него	2	3
144	в таком	1	3
145	к этой	1	3
146	например в	6	2
147	по адресу	1	2
148	отметим что	1	2
149	на самом	1	2
150	что когда	1	2
151	оно было	1	2
152	в их	1	2
153	той же	5	2
154	для своего	1	2
155	мы не	2	2
156	вместо того	3	2
157	жизни как	1	2
158	к своему	1	2
159	себе и	1	2
160	в одной	3	2
161	хотя и	2	2
162	в литературном	1	2
163	в целом	1	2
164	раз в	2	2
165	второй главе	1	2
166	как он	2	2
167	так сказать	2	2
168	жизнью и	1	2
169	на его	2	2
170	они в	1	2
171	характер в	3	2
172	с такими	1	2
173	значительной степени	1	2
174	же касается	1	2
175	в другом	4	2
176	ясно что	1	2
177	особенно в	1	2
178	по себе	1	2
179	одной из	3	2
180	индивидуальной жизни	1	2
181	в следующем	1	2
182	не столько	1	2
183	сих пор	3	2
184	все это	11	2
185	как от	1	2
186	для нее	1	2
187	они не	3	2
188	не раз	1	2
189	не имеет	1	2
190	одна из	1	2
191	для всего	2	2
192	тех кто	1	2
193	на него	1	2
194	представляется нам	1	2
195	этой книги	2	2
196	здесь не	1	2
197	в землю	1	2
198	характер и	2	2
199	в себя	1	2
200	и каждый	1	2
201	остановимся на	1	2
202	и поэтому	1	2
203	внимание на	2	2
204	никак не	3	2
205	и что	5	2
206	до сих	3	2
207	там же	1	2
208	в значительной	2	2
209	третьей главе	1	2
210	говорить об	1	2
211	в форме	2	2
212	деле в	1	2
213	и об	1	2
214	как она	2	2
215	в него	3	2
216	но с	2	2
217	с ними	1	2
218	от лица	1	2
219	и потому	2	2
220	и так	1	2
221	поэтому и	3	2
222	так что	2	2
223	в начале	3	2
224	а то	1	2
225	у нее	1	2
226	влияние на	1	2
227	это прежде	2	2
228	ему не	1	2
229	действующих лиц	1	2
230	а с	1	2
231	себя и	1	2
232	что не	3	2
233	до конца	2	2
234	в третьей	3	2
235	или с	2	2
236	на фоне	1	2
237	в изображении	1	2
238	этих словах	1	2
239	что же	1	2
240	матери и	1	2
241	да и	1	2
242	думать о	1	2
243	и не	3	2
244	с этой	3	2
245	только для	1	2
246	литературе в	1	2
247	xviii в	1	2
248	в результате	4	2
249	о котором	4	2
250	художественного восприятия	1	2
251	в системе	1	2
252	не знает	1	2
253	этот момент	1	2
254	героя в	1	2
255	картина жизни	1	2
256	это так	1	2
257	говорили о	3	1
258	как известно	2	1
259	занимает место	1	1
260	в сфере	1	1
261	человека и	2	1
262	достаточно вспомнить	1	1
263	связана с	2	1
264	и то	2	1
265	смеха и	1	1
266	и др	10	1
267	тех же	2	1
268	это и	2	1
269	в первом	3	1
270	было более	1	1
271	и до	7	1
272	из его	1	1
273	ведь и	2	1
274	также и	6	1
275	его не	1	1
276	году была	1	1
277	звучит и	1	1
278	и рождает	1	1
279	общества и	1	1
280	не во	1	1
281	что уже	1	1
282	из области	2	1
283	не слишком	1	1
284	перед людьми	1	1
285	есть нечто	2	1
286	в сущности	8	1
287	принадлежит к	1	1
288	как во	3	1
289	этом так	1	1
290	ему в	1	1
291	начало и	2	1
292	а другие	1	1
293	литературы и	2	1
294	образом благодаря	1	1
295	на них	1	1
296	в широком	1	1
297	время в	1	1
298	что его	1	1
299	в чем	3	1
300	различия между	1	1
301	мы еще	2	1
302	бы в	2	1
303	в четвертой	1	1
304	его сознания	1	1
305	к слову	1	1
