N	3gram	Tiupa_Narr_1	Analitik
1	в том что	5	7
2	в повестях белкина	1	7
3	по отношению к	3	7
4	так и не	2	5
5	с другой стороны	1	5
6	о том что	2	5
7	мы имеем дело	2	4
8	по крайней мере	1	4
9	в свою очередь	2	4
10	как и в	1	4
11	и того же	1	3
12	до известной степени	1	3
13	в русской литературе	1	3
14	в данном случае	8	3
15	то же время	4	3
16	той или иной	4	3
17	в то же	4	3
18	одного и того	1	3
19	к тому же	5	3
20	в этом отношении	3	3
21	дело в том	2	2
22	подобно тому как	3	2
23	в ответ на	1	2
24	так и его	1	2
25	с точки зрения	1	2
26	в отличие от	2	2
27	в соответствии со	1	2
28	в значительной степени	1	2
29	едва ли не	1	2
30	с одной стороны	1	2
31	тем не менее	3	2
32	тем или иным	2	2
33	во всяком случае	2	2
34	я в мире	1	2
35	в конечном счете	1	2
36	можно сказать что	2	2
37	строго отграниченная система	1	1
38	это уже не	1	1
39	раз в том	1	1
40	что иное как	1	1
41	между рассказчиком и	1	1
42	присутствия в мире	2	1
43	вести речь о	1	1
44	в той или	1	1
45	в ходе которого	1	1
46	стремится к однозначности	1	1
47	в полном его	1	1
48	и строго отграниченная	1	1
49	в рамках одного	1	1
50	как говорилось выше	1	1
51	готовом стабильно дифференцированном	1	1
52	по этой причине	1	1
53	неизбежно принадлежит к	1	1
54	ощущаться завершенная и	1	1
55	на самом деле	1	1
56	в самом деле	2	1
57	по тем или	1	1
58	бахтин может ощущаться	1	1
59	обратим внимание на	1	1
60	в маркированном положении	2	1
61	как если бы	2	1
62	до сих пор	2	1
63	в зависимости от	2	1
64	принимает на себя	1	1
65	завершенная и строго	1	1
66	при этом что	1	1
67	в сущности говоря	1	1
68	перед нами не	2	1
69	дифференцированном и оцененном	1	1
70	есть на самом	1	1
71	в готовом стабильно	1	1
72	при всей своей	1	1
73	по себе а	1	1
74	именно в этом	1	1
75	же время они	1	1
76	случае мы имеем	1	1
77	полном его составе	1	1
78	персонажей при этом	1	1
79	лишь в одном	1	1
80	они могут быть	1	1
81	в финальной фразе	1	1
82	как раз в	2	1
83	сам по себе	1	1
84	в самом начале	1	1
85	оказывается всего лишь	1	1
86	дело не с	1	1
87	живет в готовом	1	1
88	по сути своей	1	1
89	не только в	6	1
90	рода но и	1	1
91	ключевая роль принадлежит	1	1
92	может ощущаться завершенная	1	1
93	входит в состав	1	1
94	и является в	1	1
95	в равной степени	2	1
96	стабильно дифференцированном и	1	1
97	в известном смысле	2	1
98	в результате чего	1	1
99	во втором случае	1	1
100	а с другой	1	1
101	оно живет в	1	1
102	и как бы	1	1
103	имеем дело с	2	1
104	не говорит и	1	1
105	бахтин говорил о	1	1
106	в связи с	2	1
107	нем звучит один	1	1
108	лишь в том	1	1
109	то есть от	1	1
110	для того чтобы	3	1
111	лишь в самом	1	1
112	один и тот	1	1
113	и все же	2	1
114	не может быть	4	1
115	состоит как раз	1	1
116	например так и	1	1
117	в ударном положении	1	1
118	в первом случае	3	1
119	само по себе	1	1
120	встречается в качестве	1	1
121	и т.п в	1	1
122	свое отражение в	1	1
123	то что не	1	1
124	отграниченная система смыслов	1	1
125	между тем это	1	1
126	речь идет о	3	1
127	по сути дела	1	1
128	ничего не говорит	1	1
129	рассказа представляет собой	1	1
130	с этого момента	1	1
131	друг от друга	1	1
132	в нем звучит	1	1
133	с тем кто	1	1
134	не сводится к	2	1
135	и оцененном мире	1	1
136	звучит один голос	1	1
137	а в тех	1	1
138	свидетельствует не только	1	1
139	здесь не только	1	1
140	и тот же	1	1
