N	2gram	Trubetskoy_1	Problema
1	то есть	1	46
2	в его	4	43
3	и не	19	42
4	и в	14	38
5	и проч	1	28
6	не может	22	27
7	может быть	9	26
8	как бы	4	22
9	по отношению	2	21
10	отнюдь не	7	19
11	отношению к	1	19
12	и с	7	17
13	в этом	17	15
14	в нем	5	15
15	и т	3	14
16	только в	5	13
17	прежде всего	8	13
18	но не	4	12
19	во всех	5	11
20	в области	2	11
21	ни в	2	11
22	и для	6	11
23	таким образом	11	10
24	в их	4	10
25	к нему	2	10
26	не только	9	9
27	его в	4	9
28	но и	10	9
29	и как	3	8
30	входит в	1	8
31	было бы	5	8
32	точки зрения	11	8
33	место в	2	8
34	для нее	2	8
35	в том	17	8
36	то что	13	8
37	еще не	3	7
38	в самом	3	7
39	вообще не	1	7
40	как и	4	7
41	не в	4	7
42	как мы	1	7
43	с другой	1	7
44	между тем	5	7
45	отметить что	2	7
46	совершенно не	2	7
47	в своей	5	7
48	что в	4	7
49	отношения к	2	6
50	самом деле	7	6
51	и наконец	2	6
52	не к	2	6
53	не всегда	1	6
54	с точки	9	6
55	в психике	1	6
56	не есть	3	6
57	мы можем	2	6
58	все же	4	6
59	а в	5	6
60	себя как	2	5
61	в своем	6	5
62	все эти	2	5
63	при этом	5	5
64	то же	11	5
65	это не	1	5
66	так и	1	5
67	его целом	1	5
68	в основе	1	5
69	и о	2	5
70	никогда не	5	5
71	с ним	2	5
72	может иметь	1	5
73	и прежде	1	5
74	конечно не	5	5
75	большинстве случаев	2	5
76	в большинстве	3	5
77	не на	1	5
78	а не	2	5
79	могут быть	1	5
80	должно быть	3	5
81	все они	3	5
82	на самом	6	4
83	должна быть	2	4
84	в ней	2	4
85	но в	2	4
86	в себе	9	4
87	в данном	7	4
88	не менее	1	4
89	тем самым	2	4
90	в то	10	4
91	чтобы стать	1	4
92	известной степени	1	4
93	должны быть	1	4
94	в ее	1	4
95	данном случае	3	4
96	можно было	4	4
97	о том	7	4
98	которых мы	1	4
99	с ними	1	4
100	принципиально не	1	4
101	в других	2	4
102	и только	5	4
103	самого познания	1	4
104	к которому	1	4
105	что не	1	4
106	и потому	3	4
107	хотя бы	5	4
108	может и	1	4
109	также и	1	3
110	культурного творчества	1	3
111	противном случае	1	3
112	особенно часто	1	3
113	in adjecto	1	3
114	говорить о	3	3
115	на них	1	3
116	бы то	4	3
117	точка зрения	1	3
118	нет и	1	3
119	помнить что	2	3
120	и к	6	3
121	вследствие этого	1	3
122	он не	5	3
123	творца и	1	3
124	то ни	4	3
125	в мире	4	3
126	с другими	1	3
127	и тем	2	3
128	несмотря на	3	3
129	том что	9	3
130	тем не	1	3
131	на него	1	3
132	в противном	1	3
133	же время	10	3
134	как только	1	3
135	слова но	1	3
136	в применении	1	3
137	и это	1	3
138	и от	2	3
139	приводит к	4	3
140	ясно что	2	3
141	мы в	1	3
142	если бы	6	3
143	и должно	2	3
144	на ее	1	3
145	природы и	1	3
146	на почве	2	3
147	одной из	3	3
148	вопроса о	1	3
149	в известной	1	3
150	и даже	2	3
151	себя и	5	3
152	связь с	1	3
153	в область	1	3
154	применении к	1	3
155	и на	5	3
156	да и	3	3
157	но это	2	3
158	все это	6	3
159	не является	1	3
160	культуры и	2	3
161	она может	3	3
162	от него	2	3
163	и все	1	3
164	ни было	1	3
165	в таком	2	3
166	все что	4	3
167	они не	1	3
168	он может	1	2
169	и есть	2	2
170	в котором	2	2
171	их и	1	2
172	есть не	1	2
173	не во	1	2
174	но она	2	2
175	это отношение	1	2
176	оно может	1	2
177	столь же	1	2
178	но как	1	2
179	а только	1	2
180	в истории	1	2
181	показать что	1	2
182	к чему	2	2
183	и у	1	2
184	что это	3	2
185	бы не	1	2
186	ни одна	3	2
187	и те	2	2
188	на то	5	2
189	не следует	1	2
190	не новая	1	2
191	он должен	5	2
192	в корне	4	2
193	человека в	1	2
194	здесь мы	1	2
195	момент и	1	2
196	лишь в	3	2
197	и других	1	2
198	о которых	3	2
199	на первый	1	2
200	и при	6	2
201	это творение	1	2
202	и более	2	2
203	войти в	1	2
204	том же	2	2
205	и вся	1	2
206	задачи и	1	2
207	от чисто	1	2
208	в таких	2	2
209	что эта	1	2
210	она не	2	2
211	дело в	1	2
212	одна из	3	2
213	того чтобы	8	2
214	в самой	1	2
215	и весь	1	2
216	связь и	1	2
217	во всем	4	2
218	а лишь	4	2
219	связи с	3	2
220	здесь же	1	2
221	этом отношении	1	2
222	к себе	2	2
223	не могут	4	2
224	есть только	1	2
225	отличается от	2	2
226	же самое	1	2
227	что оно	3	2
228	а ее	1	2
229	для того	6	2
230	должен быть	1	2
231	что все	3	2
232	только при	1	2
233	в себя	1	2
234	степени и	1	2
235	с самим	2	2
236	ибо только	1	2
237	движения и	1	2
238	в другом	3	2
239	и что	2	2
240	делает возможным	1	2
241	в значительной	3	2
242	от них	1	2
243	и во	3	2
244	в лучшем	3	2
245	того что	3	2
246	что он	6	2
247	себя в	4	2
248	не можем	2	2
249	в виде	3	2
250	в начале	2	2
251	об отдельных	1	2
252	но совершенно	2	2
253	центр тяжести	2	2
254	что и	3	2
255	вовсе не	1	2
256	в некоторых	2	2
257	случае не	1	2
258	чисто технической	1	2
259	тем что	3	2
260	или иной	5	2
261	связаны с	1	2
262	души и	1	2
263	не было	3	2
264	в россии	6	2
265	но можно	1	2
266	в связи	1	2
267	в частности	2	2
268	как это	1	2
269	из которых	5	2
270	по существу	5	2
271	можно сказать	1	2
272	лучшем случае	3	2
273	того или	2	2
274	об отдельном	1	2
275	до степени	1	2
276	или в	3	2
277	о котором	3	2
278	той или	3	2
279	мы должны	7	2
280	ибо в	3	2
281	ни к	7	2
282	в этих	2	2
283	от ее	1	2
284	говорить и	1	2
285	в свою	1	2
286	о сущности	1	2
287	была бы	1	2
288	к его	1	2
289	или иного	2	2
290	в своих	6	2
291	к этому	1	2
292	только она	1	2
293	бы все	1	1
294	а между	5	1
295	политическом и	1	1
296	в мировоззрении	2	1
297	в сфере	1	1
298	и всякому	1	1
299	зависимость от	2	1
300	тех же	1	1
301	это и	1	1
302	к данному	2	1
303	от своей	2	1
304	но главное	1	1
305	исходит из	1	1
306	от которых	1	1
307	к созданию	1	1
308	то самое	1	1
309	и за	1	1
310	этом направлении	2	1
311	из всех	2	1
312	невозможна при	1	1
313	и ничего	1	1
314	связан с	1	1
315	вопрос о	5	1
316	так чтобы	3	1
317	на себя	2	1
318	с ее	1	1
319	и суть	1	1
320	бы ни	2	1
321	основании что	1	1
322	которое в	1	1
323	которую можно	1	1
324	это направление	1	1
325	иное как	1	1
