N	3gram	Bakhtin_Fr_5	Dialekti
1	с точки зрения	2	8
2	в том что	6	6
3	потому что она	2	5
4	и та же	1	4
5	в связи с	5	4
6	одна и та	1	4
7	то же время	9	4
8	о том что	1	4
9	только тогда когда	1	4
10	что иное как	1	3
11	в самом деле	1	3
12	в то же	9	3
13	может быть и	1	3
14	не что иное	1	3
15	не может быть	2	3
16	в то время	2	3
17	можно сказать что	2	3
18	не нуждается в	2	3
19	потому что он	3	2
20	в той или	1	2
21	до сих пор	3	2
22	это вовсе не	1	2
23	как и все	1	2
24	и даже в	1	2
25	и в частности	1	2
26	в данном случае	2	2
27	тем не менее	1	2
28	есть не что	1	2
29	от того что	1	2
30	но это не	1	2
31	и прежде всего	3	2
32	то же самое	2	2
33	но уже и	1	1
34	том что в	1	1
35	несколько слов об	1	1
36	на этом моменте	1	1
37	сосредоточиться на этом	1	1
38	и это нисколько	1	1
39	и не нуждаются	1	1
40	не только о	1	1
41	мы уже сказали	1	1
42	на самом деле	4	1
43	это нисколько не	1	1
44	о том как	2	1
45	же как и	2	1
46	мы находим в	2	1
47	они вовсе не	2	1
48	и в то	1	1
49	на еду на	1	1
50	сказать несколько слов	1	1
51	они вообще не	1	1
52	на самом же	1	1
53	в этом отношении	5	1
54	в частности к	1	1
55	также что в	1	1
56	и нигде не	1	1
57	но то как	1	1
58	вместе с тем	1	1
59	в это время	1	1
60	со всеми его	2	1
61	это не просто	1	1
62	так же как	4	1
63	и с точки	2	1
64	если она и	1	1
65	так как они	2	1
66	том как он	1	1
67	по своему существу	1	1
68	и в этой	1	1
69	в поэзии и	1	1
70	что это было	1	1
71	в нем не	3	1
72	мы уже говорили	2	1
73	о чем мы	1	1
74	друг с другом	2	1
75	не имеет значения	1	1
76	на этом основании	1	1
77	связи с этим	3	1
78	об этом мы	1	1
79	уже более не	1	1
80	и потому она	1	1
81	что и в	1	1
82	мы еще будем	1	1
83	той или иной	1	1
84	в обычной жизни	1	1
85	в другом случае	1	1
86	в своей жизни	1	1
87	как мы уже	1	1
88	самом же деле	1	1
89	к тому же	2	1
90	времена и сроки	1	1
91	независимо от того	1	1
92	во все стороны	1	1
