N	3gram	Berdyaev_M_2	VelikijI
1	хлеба земного и	2	4
2	о великом инквизиторе	2	4
3	необычайного гадательного и	1	3
4	людей во имя	1	3
5	во имя свободы	1	3
6	к тому что	3	3
7	а между тем	1	2
8	великих и сильных	1	2
9	но и в	1	2
10	том что он	1	2
11	как песок морской	1	2
12	познания добра и	2	2
13	во имя счастья	2	2
14	не будет уже	1	2
15	бы и не	1	2
16	гадательного и неопределенного	1	2
17	не было еще	1	2
18	его во всех	1	2
19	песок морской слабых	1	2
20	легенда о великом	1	2
21	в смысл мира	1	2
22	поступил как бы	1	2
23	тысяч великих и	1	2
24	в нем нет	2	2
25	не в силах	1	2
26	добра и зла	5	2
27	и хлеба небесного	1	2
28	в том что	2	2
29	знамя которое предлагалось	1	1
30	работать но в	1	1
31	но в свободные	1	1
32	и тогда уже	1	1
33	для него не	1	1
34	дар свободы с	1	1
35	тебе что нет	1	1
36	хотя и вечно	1	1
37	есть соблазн небытия	1	1
38	человек на земле	1	1
39	не было для	1	1
40	поскорее тот дар	1	1
41	счастье слабосильных существ	1	1
42	есть один из	2	1
43	никогда не было	3	1
44	грех они слабы	1	1
45	было не по	1	1
46	не по силам	1	1
47	человеческого общества невыносимее	1	1
48	они и созданы	1	1
49	и своим что	1	1
50	послушное хотя и	1	1
51	чтобы заставить всех	1	1
52	бога во имя	1	1
53	кому бы передать	1	1
54	камни в этой	1	1
55	своим что наконец-то	1	1
56	в заслугу себе	1	1
57	плясками о мы	1	1
58	как найти того	1	1
59	есть прежде всего	5	1
60	которое предлагалось тебе	1	1
61	свободные от труда	1	1
62	хором с невинными	1	1
63	благодарное и послушное	1	1
64	стадо благодарное и	1	1
65	и вечно трепещущее	1	1
66	человечество как стадо	1	1
67	потому поступил как	1	1
68	того духа который	1	1
69	а видишь ли	1	1
70	того кому бы	1	1
71	великий инквизитор но	1	1
72	его совесть и	1	1
73	мы разрешим им	1	1
74	в этом мире	1	1
75	ли сии камни	1	1
76	имеет абсолютное значение	1	1
77	в средство для	1	1
78	заботы мучительнее как	1	1
79	это несчастное существо	1	1
80	сделали так для	1	1
81	к богу и	1	1
82	я представляю себе	1	1
83	тобой побежит человечество	1	1
84	во имя своей	2	1
85	в новых формах	1	1
86	общества невыносимее свободы	1	1
87	взял все что	2	1
88	как детскую игру	1	1
89	разрешим им и	1	1
90	станут свободными когда	1	1
91	слабосильных существ какими	1	1
92	есть соединение и	1	1
93	людей об устроении	1	1
94	их работать но	1	1
95	тебе чтобы заставить	1	1
96	на два начала	1	1
97	мучительнее как найти	1	1
98	тот дар свободы	1	1
99	и отверг во	1	1
100	труда часы мы	1	1
101	бы передать поскорее	1	1
102	свободы и своего	1	1
103	от государства и	1	1
104	свободы с которым	1	1
105	человека заботы мучительнее	1	1
106	человека в его	1	1
107	но в нем	1	1
108	признание абсолютного значения	1	1
109	своей свободы и	1	1
110	и подобие божье	1	1
111	на тысячу лет	1	1
112	говорю тебе что	1	1
113	в католичестве и	1	1
114	предлагалось тебе чтобы	1	1
115	у человека заботы	1	1
116	меч кесаря и	1	1
117	а потому поступил	1	1
118	ли это? и	1	1
119	и грех они	1	1
120	и послушное хотя	1	1
121	видишь ли сии	1	1
122	имя счастья людей	1	1
123	с невинными плясками	1	1
124	имя свободы и	1	1
125	тот же соблазн	1	1
126	не любя их	1	1
127	того что есть	1	1
128	обрати их в	1	1
129	нагой и раскаленной	1	1
130	они побороли свободу	1	1
131	лишь в боге	1	1
132	себе и своим	1	1
133	как стадо благодарное	1	1
134	слабы и бессильны	1	1
135	в конце концов	1	1
136	в этом нет	1	1
137	заставить всех преклониться	1	1
138	во имя этого	1	1
139	образ и подобие	5	1
140	в xx веке	1	1
141	и в этом	3	1
142	и не было	1	1
143	и не случайно	1	1
144	мы убедим их	1	1
145	с которым это	1	1
146	все что было	2	1
147	и менее всего	1	1
148	с детскими песнями	1	1
149	передать поскорее тот	1	1
150	чтобы сделать людей	1	1
151	с такой силой	1	1
152	этой нагой и	1	1
153	жизнь как детскую	1	1
154	свободы и хлеба	1	1
155	земного и отверг	1	1
156	они слабы и	1	1
157	царства мира сего	1	1
158	должна быть скрыта	1	1
159	игру с детскими	1	1
160	смысл мировой жизни	1	1
161	детскую игру с	1	1
162	единственное абсолютное знамя	1	1
163	мы заставим их	1	1
164	на этом пути	2	1
165	любовь к человеку	6	1
166	в вечность и	1	1
167	побежит человечество как	1	1
168	личности и ее	1	1
169	ничего и никогда	1	1
170	и в социализме	2	1
171	часы мы устроим	1	1
172	детскими песнями хором	1	1
173	по сравнению с	1	1
174	в марксе и	1	1
175	и за тобой	1	1
176	заставим их работать	1	1
177	которым это несчастное	1	1
178	сделать людей счастливыми	1	1
179	им и грех	1	1
180	что наконец-то они	1	1
181	для человека и	1	1
182	свободы а видишь	1	1
183	невыносимее свободы а	1	1
184	за тобой побежит	1	1
185	было для человека	1	1
186	и раскаленной пустыне?	1	1
187	знамя хлеба земного	1	1
188	в социализме есть	1	1
189	и никогда не	2	1
190	все эти современные	1	1
191	в этой нагой	1	1
192	если нет бога	3	1
193	существ какими они	1	1
194	сии камни в	1	1
195	нет у человека	1	1
196	ты отверг единственное	1	1
197	так для того	1	1
198	все будут счастливы	2	1
199	мы дадим им	1	1
200	заслугу себе и	1	1
201	жизни в этом	1	1
202	найти того кому	1	1
203	и атеистического социализма	1	1
204	песнями хором с	1	1
205	невинными плясками о	1	1
206	отверг единственное абсолютное	1	1
207	что было не	1	1
208	и сделали так	1	1
209	после того как	2	1
210	абсолютное знамя которое	1	1
211	что нет у	1	1
212	в свободные от	1	1
213	о мы разрешим	1	1
214	какими они и	1	1
215	раскаленной пустыне? обрати	1	1
216	него не существует	1	1
217	как и в	2	1
218	пустыне? обрати их	1	1
219	отверг во имя	1	1
220	от труда часы	1	1
221	человека любовь есть	1	1
222	несчастное существо рождается	1	1
