N	3gram	Propp_Isto_1	StatiiOP
1	в том что	4	16
2	о том что	3	11
3	в этом отношении	1	9
4	и т д	22	6
5	до сих пор	5	5
6	вместе с тем	2	5
7	для того чтобы	1	5
8	к тому что	1	5
9	дело в том	3	4
10	после того как	1	4
11	в одном из	1	3
12	иметь в виду	1	3
13	и т п	1	3
14	так же как	2	3
15	с другой стороны	5	3
16	с самого начала	2	3
17	вопрос о том	2	3
18	в другом месте	1	2
19	не только по	1	2
20	но все это	1	2
21	сами по себе	1	2
22	в отличие от	2	2
23	не только с	1	2
24	бы то ни	2	2
25	то что в	2	2
26	но и здесь	1	2
27	в это время	1	2
28	в значительной степени	1	2
29	то ни было	2	2
30	и в этом	1	2
31	не в том	1	2
32	более или менее	5	2
33	но и с	1	2
34	но все же	3	2
35	на то что	4	2
36	за то что	1	2
37	по этому поводу	2	2
38	тем не менее	6	2
39	к тому же	1	2
40	том что она	1	1
41	но кроме того	1	1
42	только по внешним	1	1
43	что в этом	1	1
44	в прямом смысле	1	1
45	формам но и	1	1
46	там где нет	1	1
47	в полном одиночестве	1	1
48	но уже без	1	1
49	не говоря уже	1	1
50	в исторической действительности	6	1
51	но и по	1	1
52	в этом смысле	1	1
53	кажется что в	1	1
54	так что в	1	1
55	внимание на то	1	1
56	в эту сторону	1	1
57	но столь же	1	1
58	он не должен	1	1
59	ответить на вопрос	1	1
60	говоря уже о	1	1
61	точно так же	3	1
62	на этот вопрос	2	1
63	и в области	1	1
64	в зависимости от	2	1
65	даже в качестве	1	1
66	уже о том	1	1
67	он приступает к	1	1
68	xix века это	1	1
69	одним из таких	1	1
70	в связи с	3	1
71	т д на	1	1
72	в сторону от	1	1
73	в ту же	1	1
74	было бы думать	1	1
75	об этом можно	1	1
76	по отношению к	3	1
77	а не самим	1	1
78	в то время	3	1
79	в том чтобы	1	1
80	в этом случае	1	1
81	но он не	1	1
82	что у меня	1	1
83	как его понимал	1	1
84	с того что	3	1
85	начала xix века	1	1
86	по его мнению	1	1
87	и в особенности	1	1
88	есть еще одно	1	1
89	тесно связан с	1	1
90	зависимости от степени	1	1
91	и что он	1	1
92	таким образом в	1	1
93	дело не в	1	1
94	очень велика в	1	1
95	при помощи которого	1	1
