N	3gram	Bakhtin_Fr_3	Istorich
1	с другой стороны	1	8
2	в этом случае	1	6
3	в том что	1	5
4	до сих пор	4	4
5	о том что	2	4
6	мы имеем в	1	4
7	о том как	1	3
8	в данном случае	2	3
9	мы видели что	1	3
10	не может быть	2	3
11	том что в	1	2
12	на первый план	1	2
13	но и в	2	2
14	только то что	1	2
15	что в нем	1	2
16	таким образом и	1	2
17	во всяком случае	1	2
18	по отношению к	2	2
19	но все же	1	2
20	можно было бы	2	2
21	как и в	2	2
22	что и в	1	2
23	как мы видели	2	2
24	в другом месте	1	1
25	на том что	1	1
26	что иное как	1	1
27	при встрече с	1	1
28	так как в	1	1
29	и в особенности	1	1
30	в том числе	3	1
31	сих пор не	1	1
32	и не может	1	1
33	также и с	1	1
34	для этой цели	1	1
35	том числе и	2	1
36	кроме того что	1	1
37	и др в	1	1
38	приведем еще несколько	1	1
39	вместе с ними	1	1
40	это может быть	1	1
41	его связь с	3	1
42	в книге о	1	1
43	между ними нельзя	1	1
44	как он говорит	1	1
45	а также и	3	1
46	мире как о	1	1
47	мы уже говорили	3	1
48	в других местах	3	1
49	в связи со	1	1
50	между этими двумя	1	1
51	в свое время	1	1
52	и др с	1	1
53	по ту сторону	1	1
54	есть не что	1	1
55	так например в	1	1
56	данном случае у	1	1
57	и вместе с	1	1
58	жизнью и смертью	3	1
59	что в ней	1	1
60	после чего он	1	1
61	подобно тому как	1	1
62	можно сказать что	2	1
63	не было ни	3	1
64	как мы видим	1	1
65	с полным правом	1	1
66	не что иное	1	1
67	играют большую роль	1	1
68	для того чтобы	3	1
69	в них не	1	1
70	что между ними	1	1
71	смысле этого слова	1	1
72	и с другой	1	1
