N	3gram	Bakhtin_Fr_6	Mirosoze
1	не может быть	1	17
2	вместе с тем	1	5
3	но и в	2	4
4	и в этой	1	4
5	и потому не	1	3
6	по отношению к	1	2
7	до сих пор	3	2
8	и кровь от	1	2
9	от плоти и	1	2
10	никогда не был	1	2
11	к нему все	1	2
12	в центре его	1	2
13	не только в	1	2
14	плоть от плоти	1	2
15	в конце концов	1	2
16	в нем не	1	2
17	плоти и кровь	1	2
18	в то время	1	2
19	кровь от крови	1	2
20	в самом центре	1	2
21	для того чтобы	1	2
22	остается до конца	1	1
23	ничего не остается	1	1
24	никогда не было	1	1
25	но если он	1	1
26	в которых он	1	1
27	в себе самом	1	1
28	в самом деле	4	1
29	мир в котором	1	1
30	как и все	1	1
31	было для него	1	1
32	в зависимости от	1	1
33	человеческая природа в	1	1
34	связывает его с	1	1
35	в одном отношении	1	1
36	он должен быть	1	1
37	то есть во	1	1
38	еще в одном	1	1
39	но и самый	1	1
40	было сказано но	1	1
41	это прежде всего	2	1
42	что в сложном	1	1
43	в значительной степени	1	1
44	так как они	1	1
45	и по отношению	1	1
46	и связанной с	1	1
47	во всех этих	2	1
48	но в нем	1	1
49	и непонятный для	1	1
50	друг к другу	1	1
51	он был также	1	1
52	одним из самых	2	1
53	дело доходит до	2	1
54	как бы в	1	1
55	между тем как	1	1
56	в себе и	1	1
57	и все основные	1	1
58	всего того что	1	1
59	что и в	1	1
60	нужно сказать что	2	1
61	в самом человеке	1	1
62	о том что	5	1
63	и во всем	1	1
64	в нем есть	1	1
65	в том что	2	1
66	в его время	1	1
67	но и с	2	1
