N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	22
2	мы имеем	6	19
3	в этом	14	17
4	и т	33	16
5	т е	38	16
6	т д	14	15
7	что в	17	15
8	не только	10	14
9	мы видели	1	13
10	но и	6	12
11	и не	12	12
12	в этих	4	11
13	может быть	13	11
14	и пр	15	11
15	или в	2	11
16	но в	2	10
17	после чего	2	10
18	таким образом	12	10
19	еще не	5	10
20	в нем	4	9
21	и говорит	2	9
22	что и	4	9
23	в том	30	9
24	что он	6	9
25	вместе с	7	9
26	как мы	1	8
27	что они	4	8
28	не знаю	2	8
29	с этим	4	8
30	том что	21	8
31	но не	5	7
32	то что	9	7
33	и здесь	3	7
34	уже не	8	7
35	из них	4	7
36	так как	9	7
37	с другой	7	7
38	другой стороны	6	7
39	там где	4	7
40	этих случаях	2	7
41	предположить что	1	7
42	к этому	1	7
43	то же	8	6
44	не все	2	6
45	это не	7	6
46	здесь можно	1	6
47	ничего не	2	6
48	связи с	7	6
49	если бы	9	6
50	в них	7	6
51	что здесь	1	6
52	то и	2	6
53	мы можем	1	6
54	а не	8	6
55	а в	5	6
56	с большим	3	5
57	все же	12	5
58	он не	2	5
59	что она	3	5
60	в этой	3	5
61	тем не	4	5
62	не менее	7	5
63	могут быть	1	5
64	того что	9	5
65	один из	4	5
66	так что	4	5
67	можно установить	1	5
68	до сих	4	5
69	показывает что	1	5
70	в некоторых	1	5
71	в частности	4	5
72	есть и	1	5
73	этом случае	2	5
74	сих пор	4	5
75	одним из	2	4
76	и на	4	4
77	все эти	6	4
78	отношение к	1	4
79	не в	11	4
80	имеем в	1	4
81	на этом	1	4
82	в большой	1	4
83	и с	5	4
84	лет в	1	4
85	не всегда	2	4
86	у нас	10	4
87	как это	3	4
88	но он	1	4
89	и его	5	4
90	тем что	8	4
91	что на	1	4
92	в пределах	4	4
93	в дальнейшем	1	4
94	находится в	1	4
95	только в	11	4
96	случаи когда	1	4
97	его и	1	4
98	в других	1	4
99	а именно	2	4
100	связано с	3	4
101	они не	3	4
102	в данном	4	4
103	и там	1	4
104	для нас	2	4
105	в свою	3	4
106	не может	7	4
107	связана с	1	3
108	увидим ниже	1	3
109	эти случаи	2	3
110	что иное	1	3
111	я не	2	3
112	представление о	3	3
113	иное как	2	3
114	в чем	1	3
115	со стороны	4	3
116	в одной	1	3
117	целый ряд	5	3
118	и как	2	3
119	следующим образом	1	3
120	в целом	4	3
121	из этих	4	3
122	на его	3	3
123	его в	1	3
124	было бы	15	3
125	для них	2	3
126	все равно	2	3
127	далеко не	1	3
128	как и	2	3
129	состоит в	3	3
130	должны были	1	3
131	и эти	3	3
132	можно ли	2	3
133	никогда не	2	3
134	потому что	23	3
135	однако это	1	3
136	к тому	5	3
137	что некоторые	1	3
138	они и	1	3
139	о том	9	3
140	здесь не	3	3
141	на том	3	3
142	что у	1	3
143	можно только	1	3
144	в его	12	3
145	с ними	4	3
146	и у	1	3
147	стоит на	1	3
148	прежде всего	9	3
149	а через	1	3
150	однако что	1	3
151	превращается в	2	3
152	в связи	3	3
153	если это	1	3
154	так же	4	3
155	мы увидим	3	3
156	а если	3	3
157	но это	1	3
158	между прочим	2	3
159	и от	1	3
160	его не	1	3
161	и все	2	3
162	сказать что	1	3
163	не что	1	3
164	ее в	2	3
165	все что	1	3
166	ту же	1	2
167	например в	5	2
168	и то	3	2
169	к нашей	1	2
170	на самом	2	2
171	но тем	1	2
172	и есть	2	2
173	в котором	3	2
174	не имеют	3	2
175	от которых	1	2
176	той же	3	2
177	часто бывает	1	2
178	же как	1	2
179	вопрос о	2	2
180	на себя	3	2
181	из того	1	2
182	то это	3	2
183	частный случай	1	2
184	и он	3	2
185	в ней	6	2
186	то мы	3	2
187	как правило	1	2
188	к жизни	2	2
189	в сторону	2	2
190	по отношению	8	2
191	в качестве	7	2
192	себе и	2	2
193	как в	4	2
194	в своем	3	2
195	хотя и	3	2
196	ни один	1	2
197	во многих	2	2
198	тому же	1	2
199	в наших	1	2
200	при этом	6	2
201	видно что	2	2
202	из этой	1	2
203	всех этих	1	2
204	что еще	1	2
205	и вот	1	2
206	так часто	1	2
207	так и	7	2
208	но все	2	2
209	или чтобы	2	2
210	же не	1	2
211	на все	1	2
212	большинстве случаев	1	2
213	ни в	2	2
214	вовсе не	10	2
215	с тем	5	2
216	и уже	1	2
217	и для	2	2
218	и было	2	2
219	как таковой	2	2
220	не мог	2	2
221	точки зрения	14	2
222	на месте	2	2
223	в которых	6	2
224	стоит в	4	2
225	друг другу	1	2
226	что было	2	2
227	но они	1	2
228	и более	2	2
229	даже в	3	2
230	не раз	2	2
231	в то	2	2
232	не имеет	2	2
233	который был	1	2
234	одна из	1	2
235	как следует	1	2
236	это еще	1	2
237	это делается	1	2
238	с одним	1	2
239	в русском	4	2
240	относится к	2	2
241	за время	1	2
242	как будто	1	2
243	ли это	2	2
244	во все	2	2
245	как только	1	2
246	в самых	1	2
247	говорит и	1	2
248	есть случаи	1	2
249	роль в	4	2
250	не с	3	2
251	связан с	1	2
252	одного из	1	2
253	связанных с	1	2
254	после того	1	2
255	образом в	1	2
256	и что	5	2
257	в силу	10	2
258	а также	1	2
259	должно было	1	2
260	между тем	5	2
261	все время	1	2
262	в него	1	2
263	же в	4	2
264	этот вопрос	1	2
265	дело с	1	2
266	очень много	2	2
267	и так	1	2
268	с одной	1	2
269	в жизни	1	2
270	что не	5	2
271	еще одну	1	2
272	а то	2	2
273	себе в	3	2
274	всяком случае	5	2
275	в одном	3	2
276	и один	1	2
277	только на	1	2
278	в особенности	3	2
279	и даже	3	2
280	даже не	1	2
281	сюда же	1	2
282	после смерти	1	2
283	есть только	1	2
284	к более	1	2
285	что им	1	2
286	не было	3	2
287	одной стороны	1	2
288	здесь дело	1	2
289	именно так	2	2
290	и потому	4	2
291	в тех	4	2
292	матери и	1	2
293	да и	1	2
294	действительно как	1	2
295	можно сказать	3	2
296	указать на	4	2
297	если не	3	2
298	еще более	1	2
299	за него	1	2
300	не дает	1	2
301	нет ничего	1	2
302	совершенно не	1	2
303	отношению к	9	2
304	жизни и	1	2
305	точно так	1	2
306	только не	1	2
307	во всяком	5	2
308	она была	1	1
309	также что	1	1
310	также и	2	1
311	никогда нельзя	1	1
312	а из	1	1
313	самом деле	9	1
314	по моему	1	1
315	отношений в	1	1
316	ясно что	3	1
317	не хочет	1	1
318	смысл этого	1	1
319	почти всегда	1	1
320	действительности и	1	1
321	со своей	1	1
322	и этот	1	1
323	есть не	1	1
324	и иной	1	1
325	бы что	1	1
326	на место	1	1
327	приводят к	1	1
328	это всегда	1	1
329	вход и	1	1
330	то она	1	1
331	и другая	1	1
332	к началу	1	1
333	нет ли	1	1
334	в некотором	1	1
335	один пример	2	1
336	начало и	1	1
337	быть в	2	1
338	столь же	1	1
339	что его	2	1
340	в различных	1	1
341	остановиться подробнее	1	1
342	но как	1	1
343	не то	1	1
344	в быту	1	1
345	действия и	2	1
346	сказки и	1	1
347	к ним	1	1
348	в новом	1	1
349	не просто	5	1
350	и стоит	1	1
351	то обстоятельство	8	1
352	к сожалению	1	1
353	отнюдь не	1	1
354	как говорит	1	1
355	общего с	1	1
356	что ее	1	1
357	перед нами	1	1
358	кроме того	1	1
359	быть известным	1	1
360	его к	3	1
361	говорят о	1	1
362	что это	5	1
363	эти поиски	1	1
364	все так	1	1
365	бы не	1	1
366	что так	3	1
367	е с	1	1
368	друг от	1	1
369	и те	1	1
370	на то	4	1
371	но прежде	1	1
372	вообще не	1	1
373	исходит из	1	1
374	не следует	1	1
375	больше всего	2	1
376	главным образом	1	1
377	чтобы установить	1	1
378	известных случаях	1	1
379	должна быть	3	1
380	дух если	1	1
381	в первую	4	1
382	возвращение к	1	1
383	том чтобы	8	1
384	из него	1	1
385	и по	1	1
386	так например	2	1
387	всего то	1	1
388	от нее	1	1
389	по своему	1	1
390	как они	2	1
391	в состоянии	2	1
392	об этом	1	1
393	может возникнуть	1	1
394	то нам	2	1
395	на ту	1	1
396	на этой	1	1
397	заключается в	2	1
398	который уже	1	1
399	такой вопрос	1	1
400	делается в	1	1
401	и тем	2	1
402	не соответствует	1	1
403	сторону дела	1	1
404	но уже	5	1
405	она и	1	1
406	случае мы	1	1
407	может даже	1	1
408	соответствии с	3	1
409	берет на	1	1
410	для чего	1	1
411	убедиться что	2	1
412	и становится	2	1
413	но если	2	1
414	к тем	1	1
415	в своей	2	1
416	что такое	6	1
417	в следующем	1	1
418	в такой	1	1
419	с точки	9	1
420	вот он	1	1
421	видел и	1	1
422	по три	1	1
423	что вся	1	1
424	своего рода	1	1
425	не самый	1	1
426	с историческим	1	1
427	которые в	1	1
428	русской сказки	1	1
429	каждое из	1	1
430	исследовать происхождение	1	1
431	что этот	1	1
432	по себе	2	1
433	сам он	1	1
434	в таких	4	1
435	и учит	1	1
436	из нас	1	1
437	можно понимать	1	1
438	например не	2	1
439	того как	4	1
440	и остается	1	1
441	например что	1	1
442	этого одного	1	1
443	совершенно правильно	1	1
444	при том	2	1
445	казалось бы	3	1
446	правда в	1	1
447	в разных	2	1
448	из четырех	1	1
449	находятся в	1	1
450	она уже	1	1
451	как она	1	1
452	на себе	6	1
453	меня и	3	1
454	как я	2	1
455	е не	2	1
456	до того	2	1
457	тогда в	1	1
458	приближения его	1	1
459	мы и	1	1
460	в каком	2	1
461	в известных	3	1
462	перед ним	1	1
463	обстоятельство что	8	1
464	если его	2	1
465	иногда даже	1	1
466	с полной	1	1
467	указывает на	1	1
468	не есть	4	1
469	где он	1	1
470	ничего общего	1	1
471	вы не	1	1
472	всегда или	1	1
473	от друга	1	1
474	как не	1	1
475	свою очередь	3	1
476	жизнью в	1	1
477	на нем	1	1
478	их значение	1	1
479	в ее	1	1
480	к нам	1	1
481	совершенно ясно	1	1
482	вместе со	2	1
483	только то	1	1
484	в себя	1	1
485	на той	1	1
486	и сам	1	1
487	оно также	1	1
488	только через	1	1
489	чтобы дать	2	1
490	можно было	6	1
491	это можно	1	1
492	столько же	1	1
493	чтобы быть	2	1
494	во второй	1	1
495	имеется в	1	1
496	силу того	2	1
497	для этого	3	1
498	чем здесь	1	1
499	по мере	3	1
500	с ним	5	1
501	как выражение	1	1
502	все те	2	1
503	смысле и	2	1
504	и должно	2	1
505	за пределами	1	1
506	никак не	2	1
507	не внешнюю	1	1
508	необходимо указать	1	1
509	времени в	1	1
510	тем как	1	1
511	из своего	1	1
512	и только	1	1
513	соединении с	1	1
514	кто в	1	1
515	здесь в	1	1
516	также в	1	1
517	из моментов	1	1
518	народов и	1	1
519	члены этого	1	1
520	предполагать что	1	1
521	но тут	1	1
522	наконец и	1	1
523	указывает что	1	1
524	всегда в	1	1
525	которой и	1	1
526	следует ли	1	1
527	не хотят	1	1
528	и дело	1	1
529	тот же	2	1
530	известных условиях	1	1
531	хотя бы	10	1
532	в третью	1	1
533	который в	1	1
534	см наконец	1	1
535	находят себе	1	1
536	конечно не	2	1
537	и немецкой	1	1
538	уже в	3	1
539	такие явления	1	1
540	в большинстве	2	1
541	и необходима	1	1
542	же из	2	1
543	тем чтобы	1	1
544	в нашей	1	1
545	в начале	1	1
546	ее из	1	1
547	е собственно	1	1
548	или даже	1	1
549	одно из	2	1
550	и их	1	1
551	могло бы	1	1
552	мы находим	1	1
553	сами по	1	1
554	пример уже	1	1
555	уже и	3	1
556	тогда как	2	1
557	явно не	1	1
558	от того	1	1
559	это по	2	1
560	и вместе	1	1
561	и слышать	1	1
562	в особую	1	1
563	что представление	1	1
564	были бы	2	1
565	это или	1	1
566	живой и	1	1
567	это лишь	1	1
568	или иначе	2	1
569	нас в	1	1
570	и тех	1	1
571	в каких	1	1
572	здесь это	1	1
573	в соединении	1	1
574	случаев в	1	1
575	которые ему	1	1
576	себя и	1	1
577	только к	2	1
578	большую роль	1	1
579	говорит о	1	1
580	обратить внимание	2	1
581	здесь действительно	1	1
582	однако в	1	1
583	в соответствии	3	1
584	а на	2	1
585	которые не	1	1
586	на этот	2	1
587	ничем не	1	1
588	языка не	3	1
589	жизнь в	1	1
590	самый факт	1	1
591	долгое время	1	1
592	о чем	2	1
593	на эту	2	1
594	о голове	2	1
595	что мы	1	1
596	под влиянием	3	1
597	до посвящения	1	1
598	спросим себя	1	1
599	к себе	4	1
600	многих случаях	1	1
601	же два	1	1
602	к своему	2	1
603	в область	1	1
604	что за	1	1
605	так или	2	1
606	некоторую сумму	1	1
607	на тот	1	1
608	смысле этого	3	1
609	можно обнаружить	1	1
610	эта шляпа	1	1
611	как бы	7	1
612	образом на	1	1
613	не заметил	1	1
614	этим мы	1	1
615	это значит	1	1
616	том смысле	1	1
617	слово со	1	1
618	что же	6	1
619	этого слова	3	1
620	с этой	2	1
621	с особым	1	1
622	в основном	1	1
623	своей жизни	1	1
624	только для	1	1
625	о его	1	1
626	все это	6	1
627	но для	1	1
628	к вопросу	1	1
629	это уже	1	1
630	тех случаях	2	1
631	он видел	1	1
632	случаях когда	2	1
633	уже на	2	1
634	которое и	1	1
635	которая в	1	1
636	пр это	1	1
637	вступила в	1	1
638	или нет	1	1
639	разве только	1	1
640	на более	2	1
641	обстоит дело	1	1
642	не знает	1	1
643	при себе	1	1
644	была бы	3	1
645	для каждой	1	1
646	речи и	5	1
647	их с	1	1
648	типов и	1	1
649	это и	4	1
650	перед нею	1	1
651	на своем	1	1
652	основываясь на	1	1
653	но эти	1	1
654	но еще	3	1
655	только одна	1	1
656	спросить себя	1	1
657	я могу	1	1
658	как на	3	1
659	в таком	3	1
660	этой точки	2	1
