N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	45
2	и не	14	15
3	в этом	10	14
4	но в	3	14
5	не только	7	14
6	во всех	3	13
7	и его	12	13
8	в его	4	13
9	как бы	2	12
10	во время	6	12
11	что в	9	12
12	то же	3	11
13	в своем	6	11
14	в то	6	11
15	в нем	6	10
16	и с	5	10
17	как и	4	10
18	в том	11	10
19	но и	10	10
20	прежде всего	4	10
21	еды и	1	9
22	же время	3	9
23	в ней	3	8
24	таким образом	6	8
25	в самой	3	8
26	как мы	4	8
27	жизни и	3	8
28	вовсе не	2	8
29	так же	1	8
30	он был	2	7
31	с его	5	7
32	образы в	1	7
33	мы видели	1	7
34	том что	9	7
35	не в	2	7
36	потому что	6	7
37	в эпоху	1	7
38	что и	7	7
39	в конце	2	7
40	и все	2	7
41	все это	3	7
42	в этой	3	6
43	он не	2	6
44	в них	4	6
45	того чтобы	6	6
46	связи с	3	6
47	так и	12	6
48	что он	5	6
49	так как	4	6
50	для того	5	6
51	одним из	2	5
52	например в	3	5
53	самом деле	1	5
54	и на	7	5
55	хотя и	4	5
56	и как	1	5
57	и к	2	5
58	в себя	1	5
59	и у	2	5
60	все эти	1	5
61	на этом	2	5
62	его в	4	5
63	с ним	1	5
64	мы видим	1	5
65	одной из	4	5
66	человека с	1	5
67	и их	3	5
68	как раз	1	5
69	и образов	1	5
70	в связи	3	5
71	не может	3	5
72	от всех	2	5
73	в доме	6	4
74	той же	3	4
75	его не	1	4
76	мы не	2	4
77	в сущности	1	4
78	но не	3	4
79	в общем	1	4
80	в самом	4	4
81	тому же	11	4
82	по своему	2	4
83	об этом	2	4
84	зрения на	1	4
85	это было	4	4
86	не мог	1	4
87	точки зрения	4	4
88	в их	3	4
89	в основе	1	4
90	у него	4	4
91	и это	2	4
92	убеждение в	1	4
93	можно было	4	4
94	ничего не	1	4
95	и здесь	6	4
96	о том	6	4
97	и во	2	4
98	образов и	1	4
99	только в	4	4
100	с этим	5	4
101	мы находим	2	4
102	и даже	1	4
103	здесь в	3	4
104	сказать что	1	4
105	а не	1	4
106	чем же	1	4
107	как это	4	4
108	и от	4	4
109	бы в	2	4
110	а также	1	4
111	а в	3	4
112	как на	1	4
113	по поводу	3	4
114	том числе	3	4
115	того же	3	3
116	из этих	4	3
117	как в	3	3
118	в одной	2	3
119	роль играет	1	3
120	как он	3	3
121	что она	2	3
122	на свободу	1	3
123	связанных с	2	3
124	этой традиции	1	3
125	на пиру	1	3
126	здесь нет	1	3
127	системе образов	1	3
128	ни в	5	3
129	он и	1	3
130	до сих	2	3
131	в своей	3	3
132	этой связи	1	3
133	от его	1	3
134	не менее	4	3
135	но они	1	3
136	не имеет	3	3
137	здесь же	1	3
138	что на	3	3
139	от того	2	3
140	своего отца	2	3
141	всего этого	1	3
142	то время	3	3
143	в другом	1	3
144	нем не	2	3
145	нуждается в	1	3
146	это не	2	3
147	именно в	1	3
148	до нас	4	3
149	для всех	3	3
150	для него	1	3
151	в одном	2	3
152	не было	3	3
153	о чем	3	3
154	там где	1	3
155	связь с	1	3
156	вместе с	9	3
157	в течение	2	3
158	по существу	1	3
159	сих пор	2	3
160	и для	4	3
161	с помощью	1	3
162	и ни	1	3
163	находим в	1	3
164	на этот	4	3
165	и другие	2	3
166	и есть	2	2
167	с точки	1	2
168	из его	2	2
169	самому существу	1	2
170	и за	2	2
