N	3gram	Tiupa_Narr_1	DiskursI
1	в том что	5	13
2	по отношению к	3	9
3	с одной стороны	1	9
4	о том что	2	5
5	в отличие от	2	4
6	то же время	4	4
7	к тому же	5	4
8	но при этом	1	3
9	а с другой	1	3
10	той или иной	4	3
11	не может быть	4	3
12	и как бы	1	3
13	в свою очередь	2	3
14	с другой стороны	1	3
15	существенную роль в	1	3
16	в то же	4	3
17	в строгом значении	1	2
18	в е годы	1	2
19	в ходе которого	1	2
20	мы имеем дело	2	2
21	и того же	1	2
22	а не в	1	2
23	по этой причине	1	2
24	подобно тому как	3	2
25	действующее лицо события	2	2
26	в том числе	1	2
27	в соответствии с	4	2
28	то же самое	2	2
29	в речевой практике	1	2
30	и не только	1	2
31	сами по себе	2	2
32	значении этого термина	1	2
33	в самом общем	1	2
34	том числе и	1	2
35	свидетель и судия	3	2
36	событий процессов состояний	1	2
37	при всей его	1	2
38	по крайней мере	1	2
39	главное действующее лицо	2	2
40	в значительной степени	1	2
41	события свидетель и	2	2
42	первого и второго	1	2
43	говорящего и слушающих	1	2
44	большей или меньшей	1	2
45	в данном случае	8	2
46	лицо события свидетель	2	2
47	по сути своей	1	2
48	не только в	6	2
49	не сводится к	2	2
50	состоит в том	2	2
51	едва ли не	1	2
52	событие самого рассказывания	2	2
53	в частности в	1	2
54	более или менее	1	2
55	сказать и о	1	2
56	по сути дела	1	2
57	можно сказать что	2	2
58	одного и того	1	2
59	самого рассказывания в	1	2
60	до сего времени	1	2
61	высказываний пиететное цитирование	1	1
62	понять со стороны	1	1
63	его событийной полноте	1	1
64	строго отграниченная система	1	1
65	и требующий ответного	1	1
66	действие или положение	1	1
67	адресатом как иерархические	1	1
68	красоте и т.п	1	1
69	повторяющееся действие или	1	1
70	дама с собачкой	1	1
71	е годы к	1	1
72	этом последнем мы	1	1
73	''картина'' не может	1	1
74	ни о чем	1	1
75	мы можем обозначить	1	1
76	слушатели-читатели события эти	1	1
77	коммуникативную ситуацию какой	1	1
78	никогда не было	1	1
79	нами два события	1	1
80	т.п и требующий	1	1
81	нам только в	1	1
82	наррация давно функционировала	1	1
83	в рассказе о	2	1
84	о ней мифов-нарраций	1	1
85	роли первого и	1	1
86	стремится к однозначности	1	1
87	упраздняет коммуникативные роли	1	1
88	''для того чтобы''	1	1
89	строгом значении этого	1	1
90	способности человеческой речи	1	1
91	в хх веке	1	1
92	общения доступна нам	1	1
93	дело в том	2	1
94	со стороны самое	1	1
95	событийной стороны бытия	1	1
96	и главное действующее	1	1
97	в [...] смысл	1	1
98	готовом стабильно дифференцированном	1	1
99	голос [...] оно	1	1
100	всех видов не	1	1
101	обозначить как произведение	1	1
102	передать оборотов ''если''	1	1
103	ощущаться завершенная и	1	1
104	рассказывания в этом	1	1
105	последнем мы и	1	1
106	как слушатели-читатели события	1	1
107	на самом деле	1	1
108	в этом последнем	1	1
109	ней мифов-нарраций никогда	1	1
110	на разных местах	1	1
111	цитирование стенографическая передача	1	1
112	освоение человеческим сознанием	1	1
113	и даже не	1	1
114	происходят в разные	1	1
115	установка [...] наблюдателя	1	1
116	слове писал бахтин	1	1
117	человеческим сознанием событийной	1	1
118	внимание на то	2	1
119	же их связная	1	1
120	в начальной фразе	1	1
121	будучи непосредственной формой	1	1
122	истине красоте и	1	1
123	же самое следует	1	1
124	располагается между двумя	1	1
125	самое следует сказать	1	1
126	он не может	1	1
127	''если'' ''когда'' ''для	1	1
128	один голос [...]	1	1
129	человеческой речи формировать	1	1
130	с точки зрения	1	1
131	как диалогический момент	1	1
132	воспроизведение чужих высказываний	1	1
133	не было и	2	1
134	по бахтину нельзя	1	1
135	коммуникативные роли первого	1	1
136	произведение в его	1	1
137	концепции нарративности как	1	1
138	до сих пор	2	1
139	в разные времена	1	1
140	событие о котором	1	1
141	и не может	1	1
142	как и все	1	1
143	из наиболее авторитетных	1	1
144	момент в [...]	1	1
145	мифы-рассказы имеются только	1	1
146	и событие самого	1	1
147	том случае если	1	1
148	в едином но	1	1
149	и в то	1	1
150	но сложном событии	1	1
151	сам по себе	1	1
152	оборотов ''если'' ''когда''	1	1
153	мы и сами	1	1
154	наблюдателя упраздняет коммуникативные	1	1
155	завершенная и строго	1	1
156	древними писателями [...]	1	1
157	отношения с адресатом	1	1
158	выходит новое и	1	1
159	и на разных	1	1
160	имеются только в	1	1
161	события эти происходят	1	1
162	только то что	1	1
163	фрейденберг и создает	1	1
164	в слове писал	1	1
165	из того что	1	1
166	события тогда как	1	1
167	бытия нуждалась в	1	1
168	в перформативной установке	1	1
169	и по длительности	1	1
170	нарративность в качестве	1	1
171	в качестве культурного	1	1
172	однозначности [...] в	1	1
173	что каждый из	1	1
174	перед нами не	2	1
175	которое по фрейденберг	1	1
