N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	38	31
2	не только	9	24
3	а к	2	22
4	но и	9	19
5	то что	8	18
6	и не	42	17
7	и даже	3	15
8	в этом	15	14
9	том что	3	14
10	и с	17	14
11	что в	7	14
12	но в	4	12
13	в его	43	12
14	что он	2	12
15	по поводу	2	12
16	с его	2	11
17	о том	4	11
18	в том	8	11
19	также и	3	10
20	он не	3	10
21	как мы	7	9
22	никогда не	5	9
23	только в	13	9
24	даже и	1	9
25	а в	6	9
26	в то	4	8
27	в дальнейшем	3	8
28	кроме того	3	7
29	мы уже	1	7
30	как это	2	7
31	и его	16	7
32	для него	1	7
33	сказать что	4	7
34	то же	5	6
35	то он	1	6
36	и к	3	6
37	свое время	1	6
38	это было	1	6
39	в котором	2	6
40	иной раз	1	6
41	у нас	2	6
42	так и	5	6
43	и что	2	6
44	можно сказать	2	6
45	может быть	26	6
46	на этот	1	6
47	и потому	4	6
48	не может	27	6
49	к этому	2	6
50	но как	2	5
51	на то	2	5
52	и если	1	5
53	не в	7	5
54	со своим	1	5
55	истории философии	1	5
56	что и	2	5
57	вовсе не	2	5
58	но он	1	5
59	не было	2	5
60	все это	3	5
61	и от	3	5
62	а также	1	5
63	с ним	5	5
64	в свое	1	5
65	жизни и	1	5
66	в своих	2	5
67	из его	1	4
68	я не	2	4
69	в этой	1	4
70	в истории	2	4
71	в своем	5	4
72	хотя и	3	4
73	и как	8	4
74	в которой	1	4
75	в нашем	4	4
76	в себе	4	4
77	как он	1	4
78	в нем	15	4
79	в россии	2	4
80	что у	1	4
81	этом смысле	3	4
82	как и	7	4
83	несмотря на	3	4
84	ни с	2	4
85	в своей	7	4
86	мысли и	1	4
87	и вообще	2	4
88	не раз	1	4
89	дело в	2	4
90	же время	3	4
91	во всем	2	4
92	да и	3	4
93	к нему	10	4
94	себя в	2	4
95	и теперь	1	4
96	и у	2	4
97	в особенности	2	4
98	и все	3	4
99	и особенно	1	4
100	для нас	1	4
101	но она	2	3
102	на себя	1	3
103	и он	2	3
104	и на	3	3
105	но не	12	3
106	в в	1	3
107	в общем	1	3
108	отношение к	10	3
109	за пределы	12	3
110	отнюдь не	19	3
111	как в	4	3
112	все же	6	3
113	первого же	1	3
114	в целом	3	3
115	все эти	5	3
116	едва ли	3	3
117	и вот	1	3
118	здесь мы	2	3
119	то есть	46	3
120	философии в	1	3
121	но это	3	3
122	раз и	2	3
123	на него	3	3
124	и всегда	1	3
125	ничего не	6	3
126	таким образом	10	3
127	к тому	1	3
128	здесь не	4	3
129	к его	2	3
130	и здесь	2	3
131	вся эта	1	3
132	человека как	2	3
133	мы увидим	3	3
134	и действительно	1	3
135	уже не	1	3
136	только на	1	3
137	в виде	2	3
138	с этими	1	3
139	но что	1	3
140	с другой	7	3
141	в связи	2	3
142	вместе с	1	3
143	к своему	2	3
144	по своему	1	3
145	в начале	2	3
146	это можно	1	3
147	но я	1	3
148	другой стороны	4	3
149	но этот	1	3
150	и т	14	2
151	тех же	1	2
152	это и	1	2
153	и за	1	2
154	который был	1	2
155	хотя бы	4	2
156	еще не	7	2
157	первый план	2	2
158	в чем	2	2
159	мы будем	3	2
160	нет и	3	2
161	в свои	1	2
162	и я	1	2
163	как к	2	2
164	конечно не	5	2
165	при этом	5	2
166	в тот	1	2
167	т д	1	2
168	на этом	2	2
169	так например	1	2
170	от нее	1	2
171	что все	2	2
172	лишь в	2	2
173	было бы	8	2
174	в свой	1	2
175	ни в	11	2
176	в них	5	2
177	с тем	1	2
178	на первый	2	2
179	точки зрения	8	2
180	место в	8	2
181	значение для	3	2
182	не будем	3	2
183	в философии	1	2
184	тем не	3	2
185	для нее	8	2
186	этой области	2	2
187	не менее	4	2
188	тем самым	4	2
189	что с	1	2
190	того чтобы	2	2
191	того и	1	2
192	не имели	1	2
193	именно с	1	2
194	он оказался	1	2
195	и весь	2	2
196	очень мало	1	2
197	к концу	1	2
198	уже и	1	2
199	в момент	1	2
200	для его	1	2
201	для того	2	2
202	и о	5	2
203	то время	1	2
204	связи со	1	2
205	однако эта	1	2
206	ясно что	3	2
207	глубоко и	1	2
208	что дело	1	2
209	о котором	2	2
210	образом в	1	2
211	часто и	1	2
212	на что	1	2
213	в которую	1	2
214	этот момент	2	2
215	того в	1	2
216	и мы	1	2
217	того что	2	2
218	с ними	4	2
219	одной из	3	2
220	и других	2	2
221	из них	1	2
222	прибавить что	1	2
223	тем что	2	2
224	не были	1	2
225	или о	1	2
226	т и	1	2
227	только что	1	2
228	с которым	1	2
229	что мы	1	2
230	чем не	2	2
231	с первого	1	2
232	к положительной	1	2
233	к себе	2	2
234	в тех	3	2
235	по существу	2	2
236	впрочем не	1	2
237	нисколько не	1	2
238	и для	11	2
239	в результате	1	2
240	от него	3	2
241	которую он	1	2
242	мы должны	2	2
243	но зато	2	2
244	отношением к	1	2
245	совершенно не	7	2
246	из этого	1	2
247	в самом	7	2
248	к этой	1	2
249	и это	3	2
250	в частности	2	2
251	все что	3	2
252	в мировоззрении	1	1
253	трудов по	1	1
254	находить в	1	1
255	отношении к	1	1
256	а из	1	1
257	факт и	1	1
258	на самом	4	1
259	своей основной	1	1
260	некоторой степени	1	1
261	и есть	2	1
262	то в	1	1
263	чего не	1	1
264	можно говорить	2	1
265	не имеют	2	1
266	отношения к	6	1
267	в их	10	1
268	есть не	2	1
269	не во	2	1
270	что уже	1	1
271	в основных	1	1
272	почти все	1	1
273	время как	1	1
274	не вполне	2	1
275	что можно	1	1
276	поэзия и	1	1
277	мы здесь	4	1
278	в ней	4	1
279	и самого	1	1
280	не нужно	5	1
281	на них	3	1
282	ней как	1	1
283	иное как	1	1
284	столь же	2	1
285	бы то	3	1
286	на своих	1	1
287	во всех	11	1
288	природы и	3	1
289	а следовательно	1	1
290	и всего	1	1
291	что никаких	1	1
