N	2gram	Vygotskiy__1	Freidism
1	таким образом	20	24
2	и не	16	23
3	не может	17	20
4	точки зрения	15	19
5	прежде всего	4	18
6	в этом	12	15
7	в его	6	15
8	и пр	1	15
9	мы можем	4	13
10	может быть	22	13
11	и его	7	12
12	как и	16	11
13	с точки	2	11
14	как бы	5	11
15	то что	32	11
16	самом деле	9	10
17	но в	3	10
18	его в	2	10
19	с ним	2	10
20	как мы	2	10
21	так и	3	10
22	и потому	2	10
23	с его	1	9
24	во всех	1	9
25	фрейд и	1	9
26	и в	31	9
27	то же	5	8
28	не только	13	8
29	он не	3	8
30	в своей	3	8
31	еще не	1	8
32	что он	7	8
33	только в	14	8
34	так как	18	8
35	все это	8	8
36	и все	5	8
37	все что	3	8
38	в самом	11	7
39	отношение к	2	7
40	и наконец	1	7
41	ни в	9	7
42	мы видели	2	7
43	те же	4	7
44	к нему	2	7
45	один из	4	7
46	тот же	2	7
47	мы знаем	3	7
48	всяком случае	6	7
49	что же	2	7
50	сказать что	7	7
51	во всяком	8	7
52	в ней	1	6
53	за пределы	1	6
54	все те	1	6
55	и с	2	6
56	и ее	1	6
57	точку зрения	3	6
58	того что	10	6
59	для него	1	6
60	вовсе не	6	6
61	никогда не	8	6
62	хотя бы	1	6
63	совершенно не	5	6
64	на самом	2	5
65	и на	1	5
66	в чем	2	5
67	и к	3	5
68	в этой	3	5
69	что такое	2	5
70	знаем что	1	5
71	не в	11	5
72	мы должны	1	5
73	в то	5	5
74	в каком	2	5
75	могут быть	11	5
76	в себя	2	5
77	его ученики	1	5
78	но мы	3	5
79	можно сказать	1	5
80	для того	6	5
81	по мнению	2	5
82	а в	6	5
83	но и	2	5
84	с этим	3	5
85	его жизни	1	5
86	в свою	1	5
87	что в	23	5
88	смысле слова	3	4
89	в зависимости	5	4
90	той же	3	4
91	связанных с	1	4
92	мы не	12	4
93	в которой	4	4
94	я не	1	4
95	зависимости от	6	4
96	совсем не	3	4
97	но не	3	4
98	человеческой психики	1	4
99	в собственном	3	4
100	все же	5	4
101	не было	3	4
102	из этих	6	4
103	в пределах	1	4
104	с их	1	4
105	в нем	2	4
106	при этом	19	4
107	об этом	1	4
108	в жизни	2	4
109	на основании	7	4
110	нигде не	2	4
111	не менее	2	4
112	в основе	2	4
113	таким путем	2	4
114	потому что	10	4
115	и для	5	4
116	к тому	4	4
117	если мы	12	4
118	того чтобы	7	4
119	сводится к	1	4
120	характер и	1	4
121	с самого	1	4
122	это только	2	4
123	которой мы	1	4
124	с ними	1	4
125	конечно не	1	4
126	уже не	2	4
127	не дает	2	4
128	в котором	4	4
129	мы находим	1	4
130	как раз	2	4
131	от того	3	4
132	и др	1	4
133	себя и	2	4
134	и о	4	4
135	в более	1	4
136	в этих	4	4
137	между ними	1	4
138	в таком	3	4
139	таком случае	2	3
140	человека и	2	3
141	он хотел	1	3
142	и есть	5	3
143	собственном смысле	3	3
144	при анализе	1	3
145	на место	2	3
146	не найдем	1	3
147	а только	2	3
148	конечном счете	3	3
149	один и	1	3
150	как в	9	3
151	и той	3	3
152	и как	2	3
153	этой теории	6	3
154	учение о	1	3
155	и тот	2	3
156	в себе	4	3
157	и те	1	3
158	главным образом	2	3
159	и вот	3	3
160	одной и	4	3
161	и по	3	3
162	что все	3	3
163	и может	2	3
164	конечно в	1	3
165	зрения на	2	3
166	может стать	3	3
167	было бы	6	3
168	мы имеем	4	3
169	такой же	2	3
170	именно и	2	3
171	он дает	1	3
172	мысли и	2	3
173	тому чтобы	3	3
174	случае не	2	3
175	тому что	4	3
176	этой области	2	3
177	самого начала	1	3
178	одна из	4	3
179	мыслей и	2	3
180	в сознании	2	3
181	не могут	3	3
182	она не	5	3
183	свою очередь	1	3
184	только то	2	3
185	приводит к	2	3
186	что может	1	3
187	если бы	6	3
188	и что	8	3
189	бы то	1	3
190	и содержание	1	3
191	которого оно	1	3
192	в конечном	3	3
193	во втором	1	3
194	со всеми	4	3
195	из которого	2	3
196	у него	4	3
197	в них	2	3
198	со стороны	4	3
199	на этот	1	3
200	о себе	1	3
201	вместе с	8	3
202	по своему	1	3
203	слова и	1	3
204	и от	2	3
205	но это	3	3
206	не является	5	3
207	когда он	2	3
208	психики и	1	3
209	от всех	3	3
210	жизни и	3	3
211	в искусстве	4	3
212	по поводу	2	3
213	и выражение	1	2
214	в такой	2	2
215	и то	2	2
216	тех же	2	2
217	это и	3	2
218	тем же	3	2
219	в первом	1	2
220	когда человек	1	2
221	в первый	1	2
222	становится совершенно	1	2
223	благодаря тому	2	2
224	по учению	1	2
225	как не	1	2
226	того же	2	2
227	между собой	1	2
228	не без	1	2
