N	2gram	Trubetskoy_1	formyVre
1	и в	14	50
2	то есть	1	33
3	в этом	17	25
4	в нем	5	24
5	человека в	1	17
6	прежде всего	8	15
7	как мы	1	14
8	и не	19	14
9	в его	4	13
10	вовсе не	1	13
11	по существу	5	12
12	так и	1	12
13	то же	11	11
14	мы уже	2	11
15	таким образом	11	11
16	может быть	9	11
17	и как	3	10
18	но в	2	10
19	все эти	2	9
20	роль в	1	9
21	не только	9	9
22	в то	10	9
23	же время	10	9
24	в том	17	9
25	в конце	3	9
26	в других	2	9
27	и т	3	8
28	того же	1	8
29	и на	5	8
30	в самом	3	8
31	ни в	2	8
32	жизни в	5	8
33	его жизни	1	8
34	но и	10	8
35	и их	1	8
36	как и	4	8
37	жизни и	4	8
38	для себя	2	7
39	и во	3	7
40	не было	3	7
41	время в	2	6
42	во всех	5	6
43	с этим	2	6
44	все же	4	6
45	лишь в	3	6
46	это не	1	6
47	и того	1	6
48	в их	4	6
49	так как	4	6
50	с ее	1	6
51	в ее	1	6
52	связи с	3	6
53	в жизни	1	6
54	у него	2	6
55	то что	13	6
56	человеческой жизни	1	6
57	в частности	2	6
58	не может	22	6
59	так же	2	6
60	в результате	2	6
61	и все	1	6
62	отношению к	1	5
63	еще не	3	5
64	но не	4	5
65	отнюдь не	7	5
66	и у	1	5
67	не в	4	5
68	он не	5	5
69	всех этих	3	5
70	с самим	2	5
71	жизни но	1	5
72	одного и	1	5
73	в основе	1	5
74	того чтобы	8	5
75	точки зрения	11	5
76	не могло	1	5
77	в разных	1	5
78	могут быть	1	5
79	но все	1	5
80	если бы	6	5
81	для того	6	5
82	в связи	1	5
83	что в	4	5
84	и то	4	4
85	и это	1	4
86	в ней	2	4
87	в своем	6	4
88	конечно не	5	4
89	но на	1	4
90	время и	1	4
91	чтобы они	1	4
92	и с	7	4
93	том что	9	4
94	в котором	2	4
95	потому что	5	4
96	к себе	2	4
97	только в	5	4
98	и проч	1	4
99	влияние на	1	4
100	до конца	1	4
101	на этой	2	4
102	своей жизни	1	4
103	все это	6	4
104	между собой	5	4
105	и для	6	4
106	том числе	1	4
107	отношения к	2	3
108	не меняется	1	3
109	есть не	1	3
110	мы не	1	3
111	в сущности	1	3
112	событий и	1	3
113	всем этим	2	3
114	значение и	1	3
115	по отношению	2	3
116	себе и	4	3
117	со своей	1	3
118	всего необходимо	1	3
119	в себе	9	3
120	и те	2	3
121	вследствие этого	1	3
122	при этом	5	3
123	вообще не	1	3
124	его в	4	3
125	входит в	1	3
126	и других	1	3
127	с другими	1	3
128	для них	3	3
129	в этих	2	3
130	мы говорили	3	3
131	их в	2	3
132	друг друга	3	3
133	этом отношении	1	3
134	не могут	4	3
135	к тому	7	3
136	в порядке	2	3
137	и внутреннее	1	3
138	что и	3	3
139	один из	1	3
140	одной из	3	3
141	в качестве	3	3
142	только на	2	3
143	в начале	2	3
144	до сих	5	3
145	связаны с	1	3
146	именно в	3	3
147	себя и	5	3
148	что не	1	3
149	только к	3	3
150	с тем	6	3
151	а не	2	3
152	в одно	1	3
153	вместе с	4	3
154	и потому	3	3
155	да и	3	3
156	сих пор	5	3
157	или в	3	3
158	своей собственной	1	3
159	оказались бы	1	3
160	ни к	7	3
161	а в	5	3
162	они не	1	3
163	к этому	1	3
164	в таком	2	3
165	во всяком	9	3
166	также и	1	2
167	же как	1	2
168	тех же	1	2
169	к своей	1	2
170	данной стране	1	2
171	их и	1	2
172	вопрос о	5	2
173	но она	2	2
174	на себя	2	2
175	они были	1	2
176	сплошь и	1	2
177	на них	1	2
178	в различных	1	2
179	природы и	1	2
180	друг к	1	2
181	а только	1	2
182	происходит в	1	2
183	нет и	1	2
184	в истории	1	2
185	же и	1	2
186	для всех	6	2
187	стороны и	1	2
188	не являются	1	2
189	и к	6	2
190	имеет в	1	2
191	от этого	1	2
192	тому же	1	2
193	выражение в	1	2
194	как бы	4	2
195	как оно	1	2
196	по самому	2	2
197	уже не	2	2
198	и по	3	2
199	но дело	1	2
200	что все	3	2
201	об этом	1	2
202	к другу	1	2
203	самим собой	12	2
204	ясно что	2	2
205	было бы	5	2
206	на почве	2	2
207	из нее	1	2
208	весьма часто	2	2
209	для него	6	2
210	в своей	5	2
211	он должен	5	2
212	с точки	9	2
213	место в	2	2
214	не к	2	2
215	оказывается что	1	2
216	в которых	1	2
217	точку зрения	4	2
218	друг другу	2	2
219	том же	2	2
220	необходимо чтобы	1	2
221	по себе	2	2
222	его целом	1	2
223	самого начала	1	2
224	тогда когда	4	2
225	дело в	1	2
226	этот тип	1	2
227	никогда не	5	2
228	того и	1	2
229	это то	1	2
230	в самой	1	2
231	с большой	1	2
232	к ней	1	2
233	и является	2	2
234	во всем	4	2
235	выход из	1	2
236	есть только	1	2
237	числе и	1	2
238	той или	3	2
239	но по	1	2
240	всего этого	1	2
241	подходе к	1	2
242	нем все	1	2
243	с самого	1	2
244	если они	2	2
245	те же	1	2
246	ту же	1	2
247	по сравнению	1	2
248	разумеется что	2	2
249	с ним	2	2
250	или иной	5	2
251	в значительной	3	2
252	борьбе с	3	2
253	того что	3	2
254	быть и	2	2
255	собой разумеется	1	2
256	если мы	1	2
257	в данной	1	2
258	его и	2	2
259	он весь	1	2
260	не для	1	2
261	к ним	1	2
262	не о	2	2
263	тем что	3	2
264	само собой	1	2
265	и даже	2	2
266	даже не	2	2
267	о своей	1	2
268	с другой	1	2
269	и прежде	1	2
270	еще и	1	2
271	в некоторых	2	2
272	и стал	1	2
273	и культур	1	2
274	их к	2	2
275	в данном	7	2
276	в течение	2	2
277	наконец и	1	2
278	характера в	1	2
279	но для	2	2
280	не является	1	2
281	одна из	3	2
282	человек и	1	2
283	для нас	2	2
284	мы должны	7	2
285	хотя бы	5	2
286	ее в	2	2
287	или не	1	2
288	личности и	1	2
289	была бы	1	2
290	совершенно не	2	2
291	в свою	1	2
292	в которой	1	2
293	можно назвать	1	2
294	других стран	1	1
295	с исторической	1	1
296	играют в	1	1
297	он может	1	1
