N	2gram	Medvedev_V_1	Istorich
1	и в	2	28
2	то же	1	12
3	только в	1	11
4	в том	2	9
5	и не	1	9
6	в этом	1	8
7	том что	2	7
8	так как	1	6
9	по существу	1	5
10	не будем	1	5
11	так в	1	4
12	потому что	1	4
13	все это	1	4
14	хотя бы	1	4
15	но это	1	4
16	я не	1	3
17	к чему	1	3
18	в другом	1	3
19	в их	1	3
20	дело в	1	3
21	и его	1	3
22	именно в	1	3
23	в книге	3	3
24	столь же	1	2
25	а только	1	2
26	стоит на	1	2
27	ясно что	1	2
28	и только	1	2
29	даже не	1	2
30	ни к	1	2
31	в частности	1	2
32	к этому	1	2
33	и то	1	1
34	время в	1	1
35	совершенно ясно	1	1
36	значительной степени	1	1
37	главным образом	1	1
38	в которых	1	1
39	а отсюда	1	1
40	охотой и	1	1
41	то чего	1	1
42	других и	1	1
43	имеется в	1	1
44	связаны и	1	1
45	все дело	1	1
46	сводится к	1	1
47	другом месте	1	1
48	в значительной	1	1
49	от других	1	1
50	в конце	2	1
51	да и	1	1
52	находится под	1	1
53	степени уже	1	1
54	с большой	1	1
55	не играет	1	1
56	гораздо более	1	1
