N	3gram	Bakhtin_fo_2	FransuaR
1	в романе рабле	5	14
2	то же время	4	10
3	в то же	4	10
4	до сих пор	2	8
5	мы уже говорили	3	7
6	в большинстве случаев	3	6
7	в том что	3	6
8	и в то	3	5
9	уже говорили что	1	5
10	сих пор еще	1	4
11	как и в	1	4
12	в другом месте	2	3
13	в том числе	3	3
14	между вещами и	3	3
15	вещами и явлениями	1	3
16	в четвертой книге	1	3
17	таким образом и	1	3
18	в связи с	7	3
19	такой же характер	1	3
20	жана и панурга	1	2
21	в эпоху возрождения	3	2
22	и в особенности	3	2
23	в средние века	3	2
24	с точки зрения	8	2
25	кн ii гл	12	2
26	в основе их	1	2
27	том числе и	2	2
28	в этом процессе	1	2
29	как мы видели	1	2
30	в данном случае	1	2
31	и в них	1	2
32	но в то	1	2
33	брата жана и	1	2
34	с одной стороны	1	2
35	кн iii гл	4	2
36	здесь как бы	1	2
37	в то время	1	2
38	все эти образы	1	2
39	о том что	1	2
40	в особенности на	1	2
41	в этих условиях	1	2
42	можно сказать что	1	2
43	с другой стороны	1	2
44	существенную роль в	1	2
45	как мы уже	4	2
46	для того чтобы	7	2
47	не может быть	1	2
48	рабле но и	1	2
49	по всему роману	1	2
50	при взгляде на	1	2
51	в эпизоде с	3	2
52	в киеве дядька	1	1
53	а следовательно и	2	1
54	этих образов в	1	1
55	подразумевая глотку по	1	1
56	и телесной жизни	1	1
57	же у тебя	1	1
58	сказал грангузье подразумевая	1	1
59	прежде всего в	2	1
60	а также и	1	1
61	мы уже сказали	3	1
62	на самом деле	1	1
63	первому слову сказанному	1	1
64	не похож на	2	1
65	в монастырском винограднике	1	1
66	вещи и явления	1	1
67	и целый ряд	1	1
68	бесконечно далеки от	1	1
69	но и другие	1	1
70	здесь мы встречаем	1	1
71	слову сказанному отцом	1	1
72	тела и телесной	1	1
73	вместе с тем	1	1
74	форм и образов	1	1
75	в отличие от	1	1
76	grand tu as	1	1
77	жизни и смерти	1	1
78	в главах о	1	1
79	этого эпизода мы	1	1
80	имена главных героев	1	1
81	но и в	3	1
82	и др и	1	1
83	в этом отношении	2	1
84	встречаем ту же	1	1
85	но он не	1	1
86	он не был	2	1
87	в мире рабле	2	1
88	картины мира и	1	1
89	мы наблюдаем и	1	1
90	сказанному отцом ребенка	1	1
91	они разъединены и	1	1
92	в той или	1	1
93	может быть и	2	1
94	в значительной мере	1	1
95	мы еще вернемся	3	1
96	и во всем	1	1
97	о том как	3	1
98	века и в	1	1
99	с такою же	1	1
100	огороде бузина а	1	1
101	as сказал грангузье	1	1
102	здоровая que grand	1	1
103	какая же у	1	1
104	слов вещей и	1	1
105	у рабле мы	1	1
106	вещей и явлений	6	1
107	но при этом	1	1
108	быть и речи	1	1
109	они вовсе не	1	1
110	обстоит дело с	1	1
111	и в этом	3	1
112	по сравнению с	1	1
113	и вместе с	1	1
114	о смерти героев	1	1
115	у тебя здоровая	1	1
116	людей и вещей	2	1
117	этому первому слову	1	1
118	он широко пользуется	1	1
119	вернемся к вопросу	2	1
120	иная чем в	1	1
121	а в киеве	1	1
122	по этому первому	1	1
123	и наконец в	1	1
124	как бы в	1	1
125	tu as сказал	1	1
126	вместо того чтобы	1	1
127	потому что они	2	1
128	тебя здоровая que	1	1
129	в огороде бузина	1	1
130	приближают его к	1	1
131	во всех этих	3	1
132	ii гл xiv	1	1
133	в частности в	1	1
134	у него и	1	1
135	мы встречаем ту	1	1
136	то есть с	1	1
137	ребенка и назвали	1	1
138	и как бы	1	1
139	не был бы	1	1
140	и в пространстве	1	1
141	смысле но и	1	1
142	глотку по этому	1	1
143	в этом ряду	2	1
144	на протяжении всего	2	1
145	грангузье подразумевая глотку	1	1
146	но одновременно он	1	1
147	с самого начала	1	1
148	и так сказать	1	1
149	и прежде всего	3	1
150	выходит за пределы	1	1
151	que grand tu	1	1
152	отцом ребенка и	1	1
153	смерти героев и	2	1
154	как бы ни	1	1
155	более глубокий и	1	1
156	это как бы	1	1
157	к третьей книге	1	1
158	со страшным криком	1	1
159	конечно не в	1	1
160	вступают в совершенно	1	1
161	бузина а в	1	1
162	друг с другом	4	1
163	и в нем	1	1
164	и все они	1	1
165	четвертой книги рабле	1	1
166	могла быть только	1	1
167	человеческого тела и	3	1
168	то же самое	2	1
169	той или иной	1	1
