N	2gram	Losev_Prob_2	Otkroven
1	о человеке	1	29
2	и в	35	19
3	но и	16	13
4	и не	37	13
5	в этом	17	12
6	не в	2	11
7	не только	24	11
8	может быть	18	11
9	а не	10	11
10	вопрос о	3	10
11	в нем	1	10
12	и все	5	10
13	прежде всего	11	9
14	не было	3	9
15	никогда не	1	9
16	потому что	13	9
17	он был	1	8
18	в его	7	7
19	человек не	2	7
20	он не	2	7
21	в глубине	1	7
22	лишь в	3	7
23	до конца	1	7
24	ни с	2	7
25	нет ничего	2	7
26	как и	5	6
27	все это	4	6
28	до самого	1	5
29	отношение к	1	5
30	в том	12	5
31	в самом	5	5
32	в этой	9	5
33	о его	1	5
34	а в	4	5
35	то что	38	5
36	он сам	3	4
37	с его	1	4
38	все эти	7	4
39	дважды два	1	4
40	на земле	1	4
41	что не	5	4
42	не может	13	4
43	т е	1	4
44	того чтобы	2	4
45	и его	1	4
46	всегда есть	1	4
47	что в	11	4
48	только и	3	4
49	и есть	4	3
50	о том	18	3
51	еще не	10	3
52	к нему	2	3
53	было бы	8	3
54	того что	12	3
55	что он	4	3
56	и ее	2	3
57	это за	2	3
58	в себе	5	3
59	о природе	1	3
60	не могут	4	3
61	для того	3	3
62	это было	2	3
63	это не	1	3
64	никто не	3	3
65	мысли и	2	3
66	как бы	4	3
67	с ним	1	3
68	и от	3	3
69	в этих	4	3
70	хотя бы	12	3
71	в своих	3	3
72	все что	3	3
73	и с	10	2
74	и то	10	2
75	мысль о	2	2
76	от самого	2	2
77	что у	1	2
78	так и	7	2
79	для человеческого	1	2
80	и о	4	2
81	по себе	8	2
82	с разных	1	2
83	и на	5	2
84	совсем не	7	2
85	и все-таки	3	2
86	не все	4	2
87	что и	2	2
88	что они	3	2
89	в истории	3	2
90	же можно	1	2
91	в своем	4	2
92	и нет	1	2
93	все же	8	2
94	и к	3	2
95	не очень	2	2
96	и потому	1	2
97	должен был	1	2
98	учение о	2	2
99	так что	11	2
100	ничего и	1	2
101	уже в	3	2
102	с чем	1	2
103	о которой	1	2
104	его бесконечной	1	2
105	что для	3	2
106	же это	5	2
107	ведь это	2	2
108	много раз	1	2
109	так как	7	2
110	тем что	4	2
111	даже и	18	2
112	в другом	1	2
113	что ведь	1	2
114	его в	3	2
115	сказать что	24	2
116	с тем	3	2
117	и очень	1	2
118	чем в	1	2
119	для человека	1	2
120	должно быть	2	2
121	том что	19	2
122	что есть	1	2
123	от человека	1	2
124	для всякого	2	2
125	к этому	1	2
126	что же	9	2
127	не могли	1	2
128	в человеческом	1	2
129	можно ли	6	2
130	с которой	3	2
131	не имеет	7	2
132	и для	6	2
133	самое главное	1	2
134	ничего не	10	2
135	и ни	3	2
136	разных сторон	2	2
137	ли сказать	2	2
138	не есть	33	2
139	что все	6	2
140	отношений это	2	2
141	к этой	1	2
142	хотя и	3	2
143	ее в	1	2
144	все еще	4	2
145	но в	6	2
146	всегда в	1	1
147	смысле слова	7	1
148	и это	5	1
149	и самое	1	1
150	отношения к	1	1
151	в обычном	1	1
152	также и	12	1
153	чтобы не	2	1
154	и действительно	2	1
155	в виду	8	1
156	сам по	1	1
157	на нем	2	1
158	на самом	4	1
159	науки о	1	1
160	но тем	1	1
161	характер и	1	1
162	тем же	1	1
163	чего не	1	1
164	нет никакой	2	1
165	уже с	2	1
166	из самых	2	1
167	к другому	1	1
168	говорится что	1	1
169	и до	1	1
170	не имеют	1	1
171	должна быть	1	1
172	и больше	1	1
173	и когда	1	1
174	можно было	5	1
175	есть не	6	1
176	из которой	1	1
177	и каждый	1	1
178	мы не	7	1
179	том как	1	1
180	ту же	1	1
181	если бы	4	1
182	все и	1	1
183	находится в	1	1
184	не вполне	4	1
185	бы даже	1	1
186	о нем	2	1
187	себе что	2	1
188	и был	1	1
189	в ней	2	1
190	нем все	1	1
191	и что	13	1
192	это должно	1	1
193	и нигде	1	1
194	не приходит	1	1
195	каждом из	1	1
196	самом деле	4	1
197	но не	4	1
198	то он	1	1
199	и всякий	3	1
200	себе и	2	1
201	чем и	1	1
202	есть просто	2	1
203	и можно	3	1
204	и чем	1	1
205	идет у	1	1
206	вообще и	2	1
207	же вопрос	1	1
208	все время	1	1
209	что во	1	1
210	как в	1	1
211	друг к	2	1
212	по содержанию	2	1
213	в частности	5	1
214	что нет	1	1
215	один из	3	1
216	еще больше	1	1
217	и как	4	1
218	речь о	1	1
219	ли он	3	1
220	от этого	1	1
221	чего же	2	1
222	то в	1	1
223	и раньше	1	1
224	бы и	7	1
225	что это	1	1
226	между этими	2	1
227	представляет собой	2	1
228	к которой	1	1
229	одно время	1	1
230	бы самый	2	1
231	человека с	1	1
232	думать что	1	1
233	и недостаточно	1	1
234	же и	2	1
235	с их	1	1
236	только один	3	1
237	уже не	8	1
238	на то	6	1
239	а вовсе	1	1
240	что она	4	1
241	да и	10	1
242	речи и	1	1
243	но от	1	1
244	раз навсегда	1	1
245	от которого	1	1
246	был бы	6	1
247	и предметов	1	1
248	есть та	1	1
249	что нужно	1	1
250	в силу	1	1
251	в корне	2	1
252	в одном	1	1
253	вовсе не	37	1
254	и сам	2	1
255	само по	2	1
256	людей и	1	1
257	этом отношении	1	1
258	вещей и	1	1
259	от того	1	1
260	вот оказывается	1	1
261	в каждом	1	1
262	это движение	2	1
263	же не	1	1
264	том случае	2	1
265	и даже	11	1
266	со стороны	1	1
267	к другу	2	1
268	обычном смысле	1	1
269	заключается в	4	1
270	есть без	1	1
