N	2gram	Propp_Isto_2	Hudozhes
1	том что	7	16
2	и в	15	14
3	так и	5	13
4	не только	18	12
5	при этом	4	12
6	о том	3	12
7	в том	6	12
8	а не	5	12
9	и т	19	11
10	в себе	4	11
11	в этом	11	11
12	прежде всего	5	11
13	в своей	1	10
14	то же	10	9
15	как и	2	9
16	что он	24	9
17	в качестве	3	9
18	у него	4	9
19	по отношению	3	8
20	в этой	4	8
21	как в	5	8
22	то что	12	8
23	ничего не	7	8
24	в его	6	8
25	отношению к	3	8
26	в то	1	8
27	еще не	9	7
28	тогда как	1	7
29	это не	2	7
30	своего рода	1	7
31	не в	7	7
32	казалось бы	1	7
33	к тому	5	7
34	уже не	1	7
35	именно в	2	7
36	не может	5	7
37	как бы	6	7
38	а в	12	7
39	человека в	2	6
40	было бы	5	6
41	никогда не	15	6
42	что в	12	6
43	самом деле	2	5
44	с его	1	5
45	перед нами	2	5
46	но в	6	5
47	об этом	11	5
48	ни в	2	5
49	не менее	1	5
50	и его	3	5
51	потому что	9	5
52	в городе	1	5
53	к себе	2	5
54	и он	1	5
55	можно было	5	5
56	только в	6	5
57	друг друга	1	5
58	может быть	17	5
59	но и	14	5
60	в частности	1	5
61	к жизни	1	5
62	в этих	11	5
63	мы уже	6	4
64	и о	1	4
65	в ней	4	4
66	а только	1	4
67	в центре	1	4
68	и к	1	4
69	в самом	1	4
70	на то	3	4
71	что она	5	4
72	он не	8	4
73	и с	4	4
74	несмотря на	1	4
75	этой связи	1	4
76	тем не	1	4
77	с ним	1	4
78	она не	5	4
79	в русской	5	4
80	связи с	8	4
81	как будто	3	4
82	и это	3	4
83	того что	3	4
84	один из	8	4
85	из них	2	4
86	не было	2	4
87	мы узнаем	1	4
88	т е	29	4
89	не имеют	1	3
90	едва ли	1	3
91	видит в	2	3
92	говорить о	1	3
93	и на	4	3
94	отнюдь не	1	3
95	как к	1	3
96	все же	9	3
97	следующей главе	1	3
98	но он	4	3
99	в нем	7	3
100	т д	18	3
101	и по	2	3
102	его в	10	3
103	с этим	5	3
104	даже в	1	3
105	ничем не	1	3
106	такой же	2	3
107	все эти	4	3
108	тем что	4	3
109	что при	5	3
110	как мы	1	3
111	того чтобы	2	3
112	в пределах	1	3
113	приводит к	2	3
114	и когда	2	3
115	что у	2	3
116	том как	1	3
117	о нем	4	3
118	а также	2	3
119	же в	1	3
120	но не	2	3
121	будто бы	2	3
122	со стороны	1	3
123	превращается в	2	3
124	в связи	5	3
125	по своему	1	3
126	встрече с	1	3
127	в следующей	1	3
128	и для	2	3
129	от него	1	3
130	в таком	1	3
131	к этой	4	3
132	например в	2	2
133	же как	5	2
134	отметим что	1	2
135	на самом	2	2
136	оно было	1	2
137	момент когда	2	2
138	в их	3	2
139	той же	2	2
140	мы не	3	2
141	вопрос о	4	2
142	вместо того	2	2
143	к своему	1	2
144	у которой	1	2
145	но как	1	2
146	в одной	4	2
147	как нам	1	2
148	вот тебе	1	2
149	лежит на	1	2
150	в целом	1	2
151	так или	1	2
152	так в	3	2
153	только на	1	2
154	как он	3	2
155	так сказать	2	2
156	жизнью и	1	2
157	на его	2	2
158	по-видимому не	1	2
159	ключ к	2	2
160	с такими	1	2
161	в другом	9	2
162	не мотивировано	1	2
163	особенно в	1	2
164	живет в	2	2
165	уже знаем	3	2
166	приходит в	1	2
167	по себе	1	2
168	одной из	4	2
169	состоит в	2	2
170	не столько	2	2
171	сих пор	7	2
172	все это	3	2
173	они не	4	2
174	и герой	2	2
175	бы на	1	2
176	а а	1	2
177	одна из	2	2
178	действующие лица	2	2
179	заметить что	2	2
180	на него	5	2
181	что на	1	2
182	не знаем	1	2
183	все еще	2	2
184	с ее	2	2
185	здесь не	2	2
186	на основе	1	2
187	при котором	1	2
188	характер и	1	2
189	в себя	3	2
190	о своей	2	2
191	на вопрос	2	2
192	и что	6	2
193	до сих	6	2
194	там же	1	2
195	при встрече	1	2
196	тот момент	2	2
197	как она	4	2
198	в него	2	2
199	но с	2	2
200	с ними	2	2
201	и потому	1	2
202	да не	1	2
203	и так	2	2
204	так что	6	2
205	слова в	2	2
206	за ним	1	2
207	мы знаем	11	2
208	а то	2	2
209	у нее	4	2
210	при всей	1	2
211	представляют собой	3	2
212	или иначе	1	2
213	а с	2	2
214	себя и	2	2
215	что не	1	2
216	также в	2	2
217	до конца	1	2
218	у его	1	2
219	и ему	1	2
220	говорится о	1	2
221	вся жизнь	1	2
222	эти слова	3	2
223	он ее	1	2
224	как кажется	1	2
225	характера и	1	2
226	что же	1	2
227	матери и	1	2
228	в тот	2	2
229	да и	2	2
230	в это	1	2
231	и не	11	2
232	с этой	1	2
233	только для	1	2
234	видно что	6	2
235	нет ничего	2	2
236	и ушел	3	2
237	в результате	1	2
238	о котором	1	2
239	то о	1	2
240	ни к	1	2
241	человека не	1	2
242	в системе	2	2
243	не знает	2	2
244	этот момент	1	2
245	героя в	1	2
246	проникнуть в	2	2
247	на столе	2	2
248	это так	2	2
249	но еще	1	2
250	говорили о	1	1
251	можно говорить	1	1
252	относится и	1	1
253	связана с	6	1
254	и то	2	1
255	и др	4	1
256	это и	1	1
257	нам кажется	1	1
258	за собой	1	1
259	из его	1	1
260	высшей степени	1	1
261	то самое	1	1
262	и за	1	1
263	по его	1	1
264	его не	2	1
265	диаметрально противоположные	1	1
266	героя но	1	1
267	не слишком	1	1
268	в сущности	2	1
269	узнаем что	1	1
270	но она	1	1
271	принадлежит к	2	1
272	я не	2	1
273	герои в	1	1
274	хотя бы	2	1
275	похожи на	1	1
276	что можно	1	1
277	же что	1	1
278	это время	1	1
279	время в	1	1
280	что его	1	1
281	мы еще	1	1
282	есть случаи	1	1
283	чем это	1	1
284	а тем	1	1
285	ты их	1	1
286	в сторону	1	1
287	этого мотива	5	1
288	не все	2	1
289	мотив сна	1	1
290	ответ на	1	1
291	тому времени	1	1
292	тут же	2	1
