N	3gram	Bakhtin_Pr_2	Russkaja
1	друг с другом	2	14
2	то же время	3	10
3	в то же	3	10
4	с точки зрения	9	9
5	в том что	4	7
6	на самом деле	1	6
7	для того чтобы	1	6
8	до сих пор	2	5
9	более или менее	1	4
10	на то что	2	4
11	не может быть	6	4
12	в этом случае	1	3
13	в лучшем случае	1	3
14	можно было бы	1	3
15	и не может	2	3
16	в данном случае	1	3
17	в конце концов	3	3
18	той или иной	3	3
19	в том и	1	2
20	что он не	1	2
21	с самим собой	1	2
22	мы говорили в	1	2
23	и в том	2	2
24	о том что	3	2
25	друг от друга	2	2
26	в большинстве случаев	2	2
27	сама по себе	5	2
28	она не может	2	2
29	в другом месте	1	1
30	ко всем этим	1	1
31	и того же	1	1
32	что же это	1	1
33	не может на	1	1
34	зависит от того	1	1
35	которая как мы	1	1
36	то есть не	1	1
37	прежде всего в	1	1
38	дело в том	1	1
39	по отношению к	8	1
40	в самом деле	3	1
41	в том числе	2	1
42	в этом есть	1	1
43	может в этом	1	1
44	он не может	1	1
45	что с точки	1	1
46	и в других	1	1
47	такое положение в	1	1
48	некоторых из них	1	1
49	конечно не может	1	1
50	не может иметь	1	1
51	котором мы говорили	1	1
52	в этом отношении	2	1
53	том числе и	2	1
54	на этот вопрос	1	1
55	что все это	1	1
56	с другом в	1	1
57	здесь же мы	1	1
58	по крайней мере	2	1
59	жизни и в	1	1
60	эта идея на	1	1
61	его лежит не	1	1
62	показать что и	1	1
63	но в то	3	1
64	и с точки	1	1
65	в некоторых из	1	1
66	смысле этого слова	2	1
67	и в этом	6	1
68	точку зрения все	1	1
69	и как бы	2	1
70	идет не об	3	1
71	это конечно не	1	1
72	друг к другу	3	1
73	о котором мы	1	1
74	в его целом	3	1
75	так же как	3	1
76	потому что они	2	1
77	сойтись друг с	1	1
78	свою точку зрения	1	1
79	что он есть	1	1
80	с нею в	1	1
81	так чтобы в	1	1
82	говорить о том	1	1
83	тех или иных	1	1
84	с самого начала	1	1
85	как бы ни	1	1
86	но все же	2	1
87	одного и того	1	1
88	тем более что	1	1
89	о себе самом	3	1
90	тем не менее	1	1
91	быть не может	1	1
92	различны в зависимости	1	1
93	к тому же	1	1
94	единство все же	1	1
