N	3gram	Vinokur_Ku_2	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	8	5
4	не только в	4	5
5	до сих пор	1	4
6	не может быть	4	4
7	в этом отношении	3	3
8	с одной стороны	1	3
9	в большей или	3	3
10	или меньшей степени	3	3
11	в свое время	2	3
12	о том что	1	3
13	большей или меньшей	3	3
14	с другой стороны	7	3
15	можно сказать что	2	2
16	в году в	1	2
17	вовсе не был	1	2
18	но даже и	2	2
19	сих пор еще	1	2
20	в своей книге	1	2
21	только то что	1	2
22	в значительной степени	1	2
23	по сравнению с	1	2
24	во всяком случае	5	2
25	но все же	2	2
26	как мы видели	1	2
27	мы знаем что	2	1
28	только потому что	6	1
29	прежде всего в	1	1
30	дело в том	1	1
31	в этом последнем	1	1
32	это в сущности	1	1
33	в настоящее время	1	1
34	также и в	1	1
35	настоящее время совершенно	1	1
36	свое выражение в	1	1
37	не в них	1	1
38	и там где	1	1
39	в первую очередь	1	1
40	таким образом в	1	1
41	но все это	1	1
42	но он не	1	1
43	несмотря на их	1	1
44	и той же	1	1
45	в самом процессе	1	1
46	для борьбы с	1	1
47	свой смысл и	1	1
48	связанных с ними	1	1
49	все это в	1	1
50	в том чтобы	1	1
51	в первый раз	1	1
52	в конце концов	3	1
53	никогда не говорят	1	1
54	стороны того же	1	1
55	в предисловии к	1	1
56	своей книге о	1	1
57	до некоторой степени	2	1
58	меньше чем в	1	1
59	не могут быть	1	1
60	не только от	1	1
61	я имею в	1	1
62	но не только	1	1
63	да и вообще	1	1
64	в нем есть	1	1
65	и по другим	1	1
66	того или иного	2	1
67	в наше время	2	1
68	имею в виду	1	1
69	почти исключительно на	1	1
70	но также и	2	1
71	в сущности и	1	1
72	на точку зрения	1	1
73	в этом случае	2	1
74	на самом деле	2	1
75	характерное явление в	1	1
76	более и более	1	1
77	xviii века на	1	1
78	и прежде всего	1	1
79	находит свое выражение	1	1
80	на то что	2	1
81	в большинстве случаев	1	1
82	после того как	1	1
83	одной и той	1	1
84	для того чтобы	8	1
85	в том что	10	1
86	и все это	1	1
87	как и в	1	1
88	все более и	1	1
89	не нуждается в	1	1
90	только тогда когда	1	1
