N	2gram	Vinokur_Ku_1	Marksizm
1	чужой речи	1	53
2	может быть	13	28
3	и пр	15	25
4	и в	24	19
5	как бы	7	19
6	и не	12	19
7	в процессе	1	18
8	не может	7	18
9	точки зрения	14	17
10	то же	8	16
11	и его	5	16
12	как мы	1	15
13	в этом	14	15
14	языка и	8	15
15	в сущности	3	14
16	так сказать	5	14
17	таким образом	12	14
18	лишь в	2	14
19	не только	10	13
20	с точки	9	13
21	связи с	7	13
22	речи и	5	13
23	в нем	4	11
24	если бы	9	11
25	вовсе не	10	11
26	не в	11	10
27	речи в	4	10
28	так и	7	10
29	но и	6	10
30	в пределах	4	10
31	том что	21	10
32	самом деле	9	9
33	при этом	6	9
34	как и	2	9
35	как целое	1	9
36	для него	1	9
37	языка как	5	9
38	а не	8	9
39	на почве	1	9
40	с его	4	8
41	по отношению	8	8
42	в то	2	8
43	же время	2	8
44	только в	11	8
45	слова в	1	8
46	отнюдь не	1	8
47	не является	2	8
48	отношению к	9	8
49	на самом	2	7
50	его в	1	7
51	и более	2	7
52	одна из	1	7
53	никогда не	2	7
54	чужую речь	1	7
55	в том	30	7
56	в языке	8	7
57	прежде всего	9	7
58	в связи	3	7
59	и для	2	7
60	но в	2	7
61	в таком	3	7
62	и значение	2	6
63	язык как	9	6
64	во всех	1	6
65	и как	2	6
66	в самом	10	6
67	если мы	2	6
68	слова и	4	6
69	ни в	2	6
70	в смысле	2	6
71	того чтобы	17	6
72	к тому	5	6
73	для того	16	6
74	и следовательно	1	6
75	между тем	5	6
76	мы можем	1	6
77	более того	1	6
78	с помощью	7	6
79	и все	2	6
80	хотя бы	10	6
81	в свою	3	6
82	смысле слова	1	5
83	того же	4	5
84	и на	4	5
85	все же	12	5
86	выражение в	1	5
87	является не	1	5
88	то ни	1	5
89	на этой	1	5
90	лишь на	1	5
91	в данном	4	5
92	в их	3	5
93	свою очередь	3	5
94	и здесь	3	5
95	в его	12	5
96	в форме	1	5
97	в большинстве	2	5
98	большинстве случаев	1	5
99	отношении к	1	5
100	или иной	3	5
101	значения в	2	5
102	форм языка	2	5
103	в той	5	5
104	этого слова	3	5
105	в контексте	2	5
106	и того	2	5
107	тем более	2	5
108	совершенно не	1	5
109	к этому	1	5
110	так же	4	5
111	все те	2	4
112	должна быть	3	4
113	о слове	1	4
114	конечно не	2	4
115	только на	1	4
116	в себе	3	4
117	на то	4	4
118	значение в	1	4
119	в данной	1	4
120	это не	7	4
121	было бы	15	4
122	и тем	2	4
123	в слове	2	4
124	мы видели	1	4
125	одного и	2	4
126	тому что	3	4
127	ничего не	2	4
128	данной социальной	1	4
129	следует что	4	4
130	русском языке	4	4
131	той или	1	4
132	для себя	1	4
133	из одного	3	4
134	по мере	3	4
135	в русском	4	4
136	того что	9	4
137	с ними	4	4
138	что он	6	4
139	речь в	4	4
140	и их	1	4
141	речь и	1	4
142	как раз	8	4
143	влияние на	1	4
144	пр и	1	4
145	смысле этого	3	4
146	в основном	1	4
147	бы в	7	4
148	то что	9	4
149	сказать что	1	4
150	если б	2	3
151	и то	3	3
152	в котором	3	3
153	исходит из	1	3
154	не имеют	3	3
155	на материале	1	3
156	в ней	6	3
157	еще не	5	3
158	столь же	1	3
159	в ее	1	3
160	менее всего	1	3
161	слова на	1	3
162	отличие от	1	3
163	относится к	2	3
164	в истории	3	3
165	с этим	4	3
166	перед нами	1	3
167	все эти	6	3
168	учение о	4	3
169	в этой	3	3
170	но ведь	2	3
171	слово в	1	3
172	он не	2	3
173	для данной	1	3
174	одно и	1	3
175	об языке	1	3
176	конечно в	1	3
177	той же	3	3
178	по себе	2	3
179	истории языка	5	3
180	в этих	4	3
181	в своей	2	3
182	в отличие	1	3
183	мысли и	1	3
184	в устах	1	3
185	не имеет	2	3
186	в каком	2	3
187	у нас	10	3
188	языка в	12	3
189	могут быть	1	3
190	бы он	1	3
191	не есть	4	3
192	значения и	1	3
193	на основе	1	3
194	языковых форм	2	3
195	о том	9	3
196	что и	4	3
197	слов и	1	3
198	в двух	1	3
199	в какой	6	3
200	с одной	1	3
201	в качестве	7	3
202	социального общения	3	3
203	его и	1	3
204	так как	9	3
205	до сих	4	3
206	с другой	7	3
207	речи а	1	3
208	к которым	1	3
209	не прав	1	3
210	связано с	3	3
211	не было	3	3
212	одной стороны	1	3
213	языка не	3	3
214	да и	1	3
215	должно быть	3	3
216	мы сказали	1	3
217	и от	1	3
218	сих пор	4	3
219	слово для	1	3
220	отсюда следует	2	3
221	как система	1	3
222	что оно	3	3
223	только что	1	3
224	в различных	1	3
225	а в	5	3
226	во всяком	5	3
227	одним из	2	2
228	совершенно справедливо	1	2
229	связана с	1	2
230	выражения в	1	2
231	науки о	3	2
232	собственном смысле	1	2
233	в зависимости	5	2
234	живой речи	1	2
235	говорящего коллектива	1	2
236	вопрос о	2	2
237	конечно и	1	2
238	зависимости от	6	2
239	и он	3	2
240	иное как	2	2
241	история языка	7	2
242	то мы	3	2
243	но как	1	2
244	значение и	2	2
245	что они	4	2
246	в собственном	2	2
247	в одной	1	2
248	и стилистика	1	2
249	в своем	3	2
250	в противном	1	2
251	его к	3	2
252	более или	3	2
253	от этого	2	2
254	тем для	1	2
255	что это	5	2
256	же слово	1	2
257	в нашем	1	2
258	бы не	1	2
259	в тех	4	2
260	тому же	1	2
261	не следует	1	2
262	речи можно	4	2
263	из него	1	2
264	лишь с	1	2
265	без исключения	1	2
266	выражение и	1	2
267	различие между	1	2
268	и с	5	2
269	на все	1	2
270	это было	2	2
271	на протяжении	1	2
272	может стать	1	2
273	в жизни	1	2
274	всем этим	1	2
275	родной язык	1	2
276	рядом с	5	2
277	далеко не	1	2
278	в соединении	1	2
279	и потому	4	2
280	и тогда	4	2
281	или менее	3	2
282	является для	1	2
283	точку зрения	1	2
284	по крайней	5	2
285	но они	1	2
286	в идеологическом	1	2
287	как о	2	2
288	слова как	3	2
289	находятся в	1	2
290	лишь при	1	2
291	и является	4	2
292	его значения	1	2
293	ли это	2	2
294	тесной связи	1	2
295	в живой	1	2
296	и именно	2	2
297	одно только	1	2
298	должны быть	2	2
299	о происхождении	1	2
300	должен быть	4	2
301	для лингвиста	2	2
302	не с	3	2
303	здесь как	2	2
304	все то	1	2
305	поэтому в	1	2
306	и даже	3	2
307	сводится к	3	2
308	к проблемам	1	2
309	языке как	3	2
310	данного языка	1	2
311	лишь как	2	2
312	в индивидуальной	1	2
313	крайней мере	5	2
314	соединении с	1	2
315	всяком случае	5	2
316	все время	1	2
317	но не	5	2
318	мы увидим	3	2
319	или же	1	2
320	это же	1	2
321	себя в	1	2
322	и у	1	2
323	уже в	3	2
324	свидетельствует о	2	2
325	но для	1	2
326	не так	1	2
327	но что	1	2
328	речи к	1	2
329	общения и	2	2
330	тем что	8	2
331	даже и	3	2
332	в особенности	3	2
333	именно как	1	2
334	именно в	6	2
335	здесь в	1	2
336	а с	3	2
337	что не	5	2
338	противном случае	1	2
339	они не	3	2
340	до конца	2	2
341	не на	4	2
342	однако и	1	2
343	так называемой	2	2
344	о чем	2	2
345	мы встречаем	1	2
346	в речи	3	2
347	все более	1	2
348	вместе с	7	2
349	к его	1	2
350	xix века	5	2
351	лингвистики и	1	2
352	там где	4	2
353	того или	4	2
354	в начале	1	2
355	является как	1	2
356	в более	2	2
357	или в	2	2
358	такое понимание	1	2
359	себя самого	2	2
360	еще более	1	2
361	в системе	3	2
362	между ними	2	2
