N	4gram	Bakhtin_Pr_5	Formalny
1	в то же время	10	5
2	и в то же	2	3
3	в этом отношении очень	1	2
4	но тем не менее	1	1
5	ни в чем не	1	1
6	и во всяком случае	1	1
7	и прежде всего в	1	1
8	в том или ином	1	1
9	же степени как и	1	1
10	и дело идет лишь	1	1
11	или во всяком случае	1	1
12	то же время не	3	1
13	все более и более	1	1
14	сводится к тому чтобы	2	1
15	как раз и не	1	1
16	в большей или меньшей	1	1
17	не чем иным как	1	1
18	во всяком случае в	1	1
19	в такой же степени	2	1
20	но в то же	4	1
21	дело идет лишь о	2	1
22	тем что он есть	1	1
23	и понять его нельзя	1	1
24	большей или меньшей степени	1	1
25	одну в высшей степени	1	1
