N	2gram	Tiupa_Disk_1	Dialekti
1	не есть	2	54
2	и не	11	27
3	а не	22	26
4	точки зрения	3	25
5	и в	16	24
6	не только	28	23
7	что такое	1	21
8	по себе	3	20
9	не может	9	19
10	и есть	2	16
11	и что	2	15
12	с точки	1	14
13	то что	5	14
14	в таком	1	14
15	таким образом	3	13
16	что он	4	13
17	может быть	17	13
18	и даже	3	13
19	в мифе	1	13
20	что это	1	12
21	того что	3	12
22	не менее	2	11
23	не имеет	1	11
24	что же	2	11
25	таком случае	1	10
26	в сущности	2	10
27	отнюдь не	8	10
28	тем не	1	10
29	не существует	1	10
30	что она	1	9
31	но и	14	9
32	в этом	15	8
33	и как	6	8
34	учение о	1	8
35	отличается от	2	8
36	в виде	1	8
37	прежде всего	11	8
38	том что	19	8
39	если же	1	8
40	это и	1	7
41	в самом	3	7
42	как и	16	7
43	никогда не	2	7
44	как раз	1	7
45	потому что	4	7
46	в виду	2	7
47	только на	1	7
48	в особенности	4	7
49	ничем не	1	7
50	и нет	1	7
51	что в	4	7
52	самом деле	1	6
53	я не	1	6
54	мифа и	1	6
55	то же	7	6
56	об этом	2	6
57	возможно только	2	6
58	оно не	2	6
59	если бы	1	6
60	что и	3	6
61	о том	8	6
62	даже не	1	6
63	не на	1	6
64	и все	2	6
65	сам по	1	5
66	вопрос о	1	5
67	что его	1	5
68	точка зрения	2	5
69	хотя и	2	5
70	и к	4	5
71	он не	1	5
72	по крайней	2	5
73	одно и	1	5
74	так и	8	5
75	было бы	1	5
76	от отца	1	5
77	в них	4	5
78	мы не	1	5
79	в том	23	5
80	в то	3	5
81	и притом	1	5
82	и его	2	5
83	утверждаю что	1	5
84	только в	7	5
85	уже не	4	5
86	крайней мере	2	5
87	что не	4	5
88	как это	1	5
89	с этой	1	5
90	но это	1	5
91	или не	1	5
92	или нет	1	5
93	личности и	1	5
94	и то	1	4
95	чего не	1	4
96	говорить о	1	4
97	мы и	1	4
98	в чем	1	4
99	нет и	1	4
100	в истории	4	4
101	подобно тому	2	4
102	это не	3	4
103	но только	1	4
104	от того	1	4
105	не могут	1	4
106	и это	1	4
107	чтобы быть	1	4
108	о нем	2	4
109	к тому	5	4
110	с другой	10	4
111	для него	4	4
112	если оно	1	4
113	или иной	5	4
114	говорит о	1	4
115	тому как	3	4
116	при всем	1	4
117	хотя бы	3	4
118	сказать что	3	4
119	той же	1	3
120	и на	5	3
121	как таковая	1	3
122	и всякий	1	3
123	мифом и	2	3
124	за пределы	2	3
125	в одной	3	3
126	с этим	3	3
127	в своем	6	3
128	все же	3	3
129	перед нами	3	3
130	но его	1	3
131	тем более	1	3
132	на то	1	3
133	в нем	9	3
134	в силу	5	3
135	не будет	1	3
136	того или	2	3
137	как целое	1	3
138	и без	2	3
139	мир и	1	3
140	не в	7	3
141	особого рода	2	3
142	раз и	1	3
143	тем самым	1	3
144	в основе	7	3
145	но она	1	3
146	на себя	2	3
147	же время	4	3
148	во всем	1	3
149	должны быть	3	3
150	и о	4	3
151	из двух	2	3
152	утверждает что	1	3
153	это было	2	3
154	к нему	1	3
155	быть и	1	3
156	или же	1	3
157	и ее	2	3
158	с одной	9	3
159	есть в	2	3
160	то и	1	3
161	при помощи	1	3
162	из них	3	3
163	сами по	2	3
164	друг друга	1	3
165	тем что	3	3
166	в каком	1	3
167	и прежде	1	3
168	не было	7	3
169	может ли	1	3
170	его как	2	3
171	ни о	1	3
172	одной стороны	9	3
173	в сферу	3	3
174	как бы	5	3
175	и от	1	3
176	ни к	6	3
177	не знает	1	3
178	только о	1	3
179	понимать как	1	3
180	также не	1	3
181	в слове	1	3
182	также и	3	2
183	например в	2	2
184	в частности	9	2
185	только потому	1	2
186	в первом	3	2
187	не имеют	1	2
188	мифа в	1	2
189	в разные	2	2
190	из того	1	2
191	которое не	1	2
192	и он	2	2
193	еще не	14	2
194	на них	1	2
195	с его	4	2
196	но не	11	2
197	в особом	2	2
198	его на	1	2
199	сознания в	2	2
200	целый ряд	2	2
201	но в	8	2
202	из этих	1	2
203	в себе	7	2
204	тому же	5	2
205	при этом	13	2
206	в понятии	1	2
207	может существовать	1	2
208	и по	2	2
209	на этом	2	2
210	говорить не	1	2
211	обе стороны	1	2
212	чаще всего	1	2
213	несмотря на	1	2
214	не знание	1	2
215	как таковой	1	2
216	всяком случае	1	2
217	в их	5	2
218	от его	1	2
219	и эти	1	2
220	бы быть	3	2
221	если их	1	2
222	но они	2	2
223	о ней	1	2
224	и является	1	2
225	свой объект	1	2
226	как не	3	2
227	есть некая	1	2
228	не вполне	1	2
229	личности в	1	2
230	уже о	2	2
231	мифа не	2	2
232	когда мы	1	2
233	могут быть	4	2
234	той или	3	2
235	все еще	1	2
236	для себя	4	2
237	как мы	2	2
238	более не	1	2
239	и сами	1	2
240	говоря уже	2	2
241	разного рода	2	2
242	на что	1	2
243	и вообще	2	2
244	есть само	1	2
245	нас в	1	2
246	и во	2	2
247	в его	7	2
248	к признанию	1	2
249	и тем	2	2
250	тот или	2	2
251	со всеми	1	2
252	себя в	2	2
253	ничего нельзя	1	2
254	нового времени	1	2
255	не о	1	2
256	со стороны	7	2
257	именно в	3	2
258	а именно	1	2
259	еще и	1	2
260	себя и	1	2
261	быть только	1	2
262	зависит от	2	2
263	но как	2	2
264	в некое	1	2
265	и потому	3	2
266	в данном	5	2
267	но для	1	2
268	в смысле	1	2
269	тех или	1	2
270	или в	2	2
271	себя самого	1	2
272	превратился в	1	2
273	а в	5	2
274	может и	2	2
275	не говоря	2	2
276	другой стороны	3	2
277	или иного	1	2
278	в своих	3	2
279	они не	2	2
280	охватывает все	2	2
281	который не	1	2
282	во всяком	2	2
283	новое время	1	1
284	речь идет	1	1
285	отношения к	2	1
286	нами было	1	1
287	чтобы не	1	1
288	жизни сознания	2	1
289	этом отношении	1	1
290	на самом	1	1
291	же относятся	1	1
292	идет о	1	1
293	к другому	2	1
294	по преимуществу	1	1
295	он всегда	2	1
296	едва ли	2	1
297	и должен	1	1
298	и за	1	1
299	а как	1	1
300	для своего	2	1
301	и само	1	1
302	и мифа	1	1
303	этого термина	2	1
304	ибо это	1	1
305	как таковые	1	1
306	себе вопрос	1	1
307	которое будучи	1	1
308	событием и	2	1
309	истории в	1	1
310	во всех	5	1
311	которое несмотря	1	1
312	сказать и	2	1
313	а только	1	1
