N	4gram	Berdyaev_M_1	Otkroven
1	о человеке о его	1	3
2	в записках из подполья	1	3
3	легенде о великом инквизиторе	2	3
4	в легенде о великом	2	3
5	в своем художественном творчестве	1	2
6	единственно для того чтобы	2	2
7	о человеке и его	5	2
8	не жизнь господа а	1	1
9	отвечаю за это потому	1	1
10	человек не арифметика человек	1	1
11	в том только и	1	1
12	человек пожелает самого пагубного	1	1
13	опять по своей глупой	1	1
14	пожелать себе даже и	1	1
15	к катастрофе за грани	1	1
16	от существа одаренного такими	1	1
17	от него сердце его	1	1
18	что сам инстинктивно боится	1	1
19	не так как повелевали	1	1
20	из всего что есть	1	1
21	выгоднее для нашего брата	1	1
22	созерцает божественный покой красоты	1	1
23	пожелает самого пагубного вздора	1	1
24	человек и с умом	1	1
25	рассчитать по табличке и	1	1
26	вместо твердого древнего закона	1	1
27	в божественном миропорядке отсюда	1	1
28	разум и выгода хотеть	1	1
29	нет ничего кроме человека	1	1
30	на земле к которой	1	1
31	только случай только один	1	1
32	которой все системы и	1	1
33	свободно пошел он за	1	1
34	т е от разрушения	1	1
35	все внимание его было	1	1
36	а ведь дважды два	1	1
37	еще люди а не	1	1
38	но обидно то что	1	1
39	и в том случае	1	1
40	красота есть не только	1	1
41	идеала мадонны а кончает	1	1
42	а определить нельзя потому	1	1
43	любил действовать так как	1	1
44	которая ни под какую	1	1
45	выгод даже и в	1	1
46	и рассудок возьмет свое	1	1
47	неблагородной или лучше сказать	1	1
48	какая уж тут своя	1	1
49	может быть что и	1	1
50	содомским в душе не	1	1
51	что человек от настоящего	1	1
52	процесса достижения иначе сказать	1	1
53	все системы и теории	1	1
54	частности может быть выгоднее	1	1
55	своя фантазия раздраженная иногда	1	1
56	уже с идеалом содомским	1	1
57	в космосе в божественном	1	1
58	и что зло имея	1	1
59	кажется и действительно в	1	1
60	тут дьявол с богом	1	1
61	не потому ли может	1	1
62	сохраняет нам самое главное	1	1
63	все исходит от него	1	1
64	не иметь рассудка и	2	1
65	только дважды два четыре	1	1
66	никогда не откажется страдание	1	1
67	внимание его было устремлено	1	1
68	за собой единственно для	1	1
69	красота перенести я притом	1	1
70	эти мудрецы что человеку	1	1
71	выгодно? не ошибается ли	1	1
72	есть на земле особенно	1	1
73	с того ни с	1	1
74	могу что иной высший	1	1
75	хотя бы даже до	1	1
76	знает может быть что	1	1
77	человек всегда и везде	1	1
78	и вся-то цель на	1	1
79	с чего это непременно	1	1
80	на периферии бытия но	1	1
81	выгодах потому что во	1	1
82	перенести я притом не	1	1
83	воля будет когда дело	1	1
84	должен был человек решать	1	1
85	тебе была дороже всего	1	1
86	все можно рассчитать по	1	1
87	насыщено страстным к нему	1	1
88	вокруг этой оси образуется	1	1
89	нет широк человек слишком	1	1
90	не ошибается ли разум-то	1	1
91	с идеала мадонны а	1	1
92	все есть лишь его	1	1
93	нормальное и положительное одним	1	1
94	и свободное хотение свой	1	1
95	прежде всего двух женщин	1	1
96	годы нет широк человек	1	1
97	и до арифметики когда	1	1
98	против собственной выгоды а	1	1
99	я верю в это	1	1
100	когда дело доходит до	1	1
101	с идеалом содомским в	1	1
102	хотеть же можно и	1	1
103	человеку надо какого-то нормального	1	1
104	только и состоит чтобы	1	1
105	целью чтобы все эти	1	1
106	быть всего выгоднее для	1	1
107	ли может быть человек	1	1
108	нарочно сознательно пожелать себе	1	1
109	и везде кто бы	1	1
110	жизни их чувств и	1	1
111	содомским еще страшнее кто	1	1
112	вся-то цель на земле	1	1
113	того ни с сего	1	1
114	арифметики когда будет одно	1	1
115	к нему как к	1	1
116	идеалом содомским еще страшнее	1	1
117	скажете что и это	1	1
118	этот случай сделается чтобы	2	1
119	по табличке и хаос	1	1
120	дважды два и без	1	1
121	человек от настоящего страдания	1	1
122	у достоевского с обычным	1	1
123	глупейшее ведь этот свой	1	1
124	существа одаренного такими странными	1	1
125	нашего брата из всего	1	1
126	разрушения и хаоса никогда	1	1
127	идет до самой глубины	1	1
128	торжественно уверены что только	1	1
129	не быть связанным обязанностью	1	1
130	потому что во всяком	1	1
131	как хотел а вовсе	1	1
132	дважды два четыре т	1	1
133	дано было познать человека	1	1
134	до таблички и до	1	1
135	в выгодах? ведь может	1	1
136	вовсе не так как	1	1
137	чтобы все эти логарифмы	1	1
138	одни загадки тут берега	1	1
139	не подходит и от	1	1
140	ретроградной и насмешливой физиономией	3	1
141	всегда и везде кто	1	1
142	ни с сего среди	1	1
143	личность и нашу индивидуальность	1	1
144	вы скажете что и	1	1
145	и в творчестве его	1	1
146	за границу достоевского не	1	1
147	человек поминутно доказывал себе	1	1
148	кто уже с идеалом	1	1
149	иметь право пожелать себе	1	1
150	в нем нет ничего	1	1
151	воистину воистину горит как	1	1
152	высший даже сердцем человек	1	1
153	одно нормальное и положительное	1	1
154	уже не жизнь господа	1	1
155	тут все противоречия вместе	1	1
156	образом их жизни их	1	1
157	бы кажется и упоминать	1	1
158	что ведь непременно последователей	1	1
159	собственное вольное и свободное	1	1
160	земле особенно в иных	1	1
161	одного только умного ведь	1	1
162	даже широк я бы	1	1
163	ужасной он не созерцает	1	1
164	и глупейшего и не	1	1
165	что он человек а	1	1
166	свобода их веры тебе	1	1
167	периода до записок из	1	1
168	и выгода хотеть же	1	1
169	оси образуется вихрь страстных	1	1
170	и насмешливой физиономией упрет	1	1
171	а что господа не	1	1
172	до арифметики когда будет	1	1
173	человек решать впредь сам	1	1
174	все чувствуют значительность версилова	1	1
175	фантастические мечты свою пошлейшую	1	1
