N	2gram	Tiupa_Vved_1	Myshleni
1	с помощью	1	42
2	в процессе	1	27
3	и в	13	25
4	в том	10	23
5	на основе	1	22
6	том что	7	20
7	таким образом	4	17
8	так же	1	17
9	что в	3	17
10	с тем	1	16
11	в основе	3	16
12	как и	11	15
13	в его	4	15
14	то что	6	15
15	в этом	21	14
16	вместе с	1	14
17	между собой	2	13
18	может быть	18	13
19	в целом	3	13
20	в качестве	8	12
21	могли бы	1	11
22	по своему	2	11
23	что они	1	10
24	перед нами	6	10
25	взрослого человека	1	10
26	и что	1	10
27	что и	2	10
28	было бы	4	10
29	того что	6	10
30	только в	6	10
31	как бы	4	10
32	и не	12	10
33	мы не	4	9
34	связи с	1	9
35	как в	4	9
36	как мы	3	8
37	того чтобы	1	8
38	тем что	2	8
39	не является	3	8
40	столь же	1	7
41	в образовании	1	7
42	по своей	3	7
43	все эти	1	7
44	по себе	2	7
45	в области	3	7
46	уже в	1	7
47	мы можем	2	7
48	что мы	2	7
49	как это	1	7
50	того же	1	6
51	высшей степени	2	6
52	зависимости от	1	6
53	и на	3	6
54	но не	5	6
55	потому что	5	6
56	как уже	1	6
57	представляет собой	15	6
58	не только	20	6
59	в силу	2	6
60	в высшей	2	6
61	не может	7	6
62	мы видели	2	6
63	точки зрения	1	6
64	в отличие	2	6
65	не в	6	6
66	в отношении	1	6
67	не менее	4	6
68	можно было	2	6
69	один из	3	6
70	что он	1	6
71	отличие от	2	6
72	и у	1	6
73	с другой	5	6
74	в связи	1	6
75	слова и	1	6
76	благодаря этому	1	6
77	все это	1	6
78	все же	6	6
79	мы должны	1	6
80	одним из	5	5
81	в зависимости	1	5
82	с ее	1	5
83	и к	2	5
84	что это	1	5
85	что она	1	5
86	при этом	26	5
87	к одному	1	5
88	и по	3	5
89	тем не	3	5
90	но это	3	5
91	могут быть	4	5
92	и т.д	5	5
93	о том	5	5
94	так и	8	5
95	если бы	7	5
96	в этой	1	5
97	входит в	1	5
98	с одной	5	5
99	бы возникнуть	1	5
100	для него	3	5
101	из которых	1	5
102	одной стороны	5	5
103	тем же	1	4
104	мы имеем	5	4
105	еще не	7	4
106	которые не	1	4
107	отнюдь не	7	4
108	так называемая	1	4
109	в своем	5	4
110	из этих	3	4
111	на то	1	4
112	он не	3	4
113	как с	1	4
114	той же	1	4
115	к которым	1	4
116	и того	2	4
117	не мог	1	4
118	одного и	1	4
119	не столько	4	4
120	в то	4	4
121	никогда не	4	4
122	то и	2	4
123	к тому	6	4
124	приводит к	2	4
125	мог бы	1	4
126	с ним	3	4
127	в какой	4	4
128	всяком случае	1	4
129	из них	1	4
130	могло бы	3	4
131	но и	19	4
132	прежде всего	7	4
133	и все	4	4
134	а в	6	4
135	сказать что	1	4
136	мы увидим	1	4
137	в частности	13	4
138	во всяком	1	4
139	которая не	2	4
140	как известно	1	3
141	переход от	1	3
142	то в	1	3
143	в котором	8	3
144	оба эти	1	3
145	но как	1	3
146	если в	2	3
147	по отношению	7	3
148	его развития	1	3
149	от речи	1	3
150	в самом	2	3
151	но на	2	3
152	в случае	2	3
153	как он	2	3
154	как оно	2	3
155	в восприятии	1	3
156	не как	2	3
157	и сам	1	3
158	на этом	1	3
159	значение в	1	3
160	в жизни	4	3
161	или менее	2	3
162	в которых	1	3
163	состоит в	10	3
164	их в	2	3
165	этой второй	1	3
166	того как	1	3
167	но только	1	3
168	во всем	1	3
169	взрослых но	1	3
170	для образования	1	3
171	на том	1	3
172	когда в	2	3
173	вслед за	2	3
174	как она	1	3
175	в него	1	3
176	мы видим	1	3
177	дело с	2	3
178	путь к	1	3
179	который в	2	3
180	между тем	1	3
181	не можем	2	3
182	если мы	1	3
183	в виде	1	3
184	и их	1	3
185	сами по	1	3
186	этом отношении	4	3
187	или иной	3	3
188	к которому	2	3
189	связи и	1	3
190	а с	2	3
191	связь с	1	3
192	наряду с	2	3
193	общения с	1	3
194	распадается на	1	3
195	в результате	3	3
196	между ними	1	3
197	другой стороны	2	3
198	в свою	4	3
199	имеет место	4	3
200	к этому	2	3
201	в сфере	1	2
202	в следующем	1	2
203	к данному	1	2
204	эти момента	1	2
205	между двумя	3	2
206	едва ли	3	2
207	то же	5	2
208	а как	1	2
209	мы и	2	2
210	процесс развития	1	2
211	бы в	3	2
212	понимания как	1	2
213	хотя и	7	2
214	бы стать	1	2
215	с их	1	2
216	в себе	5	2
217	на его	1	2
218	или иному	1	2
219	заключает в	1	2
220	что является	1	2
221	здесь мы	1	2
222	в нем	5	2
223	в совершенно	1	2
224	в мире	8	2
225	об этом	4	2
226	с другими	1	2
227	в них	2	2
228	очень легко	1	2
229	на первый	1	2
230	в этих	3	2
231	в своей	5	2
232	часто не	1	2
233	место в	2	2
234	всякий раз	1	2
235	в корне	1	2
236	однако в	4	2
237	бы быть	1	2
238	тому что	1	2
239	можно ли	1	2
240	но они	2	2
241	тем самым	5	2
242	на котором	1	2
243	одна из	4	2
244	как показывают	1	2
245	вытекает из	1	2
246	имеем дело	3	2
247	на себя	1	2
248	и его	5	2
249	из того	1	2
250	по характеру	1	2
251	той или	3	2
252	указывает на	1	2
253	оно не	1	2
254	свою очередь	4	2
255	это мы	1	2
256	еще в	2	2
257	оно становится	1	2
258	внимание на	3	2
259	одного из	3	2
260	а также	8	2
261	или иначе	2	2
262	и только	1	2
263	другого в	1	2
264	от этих	2	2
265	представления о	1	2
266	у детей	1	2
267	этом смысле	1	2
268	всех этих	1	2
269	так что	1	2
270	и благодаря	1	2
271	уже не	5	2
272	всеми остальными	1	2
273	в нашей	1	2
274	в начале	3	2
275	слова в	2	2
276	в одном	1	2
277	само по	1	2
278	каждый из	1	2
279	с той	1	2
280	на этот	1	2
281	которых мы	1	2
282	в речи	2	2
283	наших представлений	1	2
284	и особенно	1	2
285	и потому	1	2
286	в течение	1	2
287	такого рода	16	2
288	тому как	2	2
289	иначе говоря	6	2
290	этом и	2	2
291	тому или	1	2
292	и для	3	2
293	и от	2	2
294	или в	1	2
295	имеет дело	1	2
296	которой можно	1	2
297	о котором	2	2
298	для нас	2	2
299	только что	1	2
300	все они	2	2
301	же в	1	2
302	тот же	1	2
303	отношению к	7	2
304	к другим	1	2
305	в своих	2	2
306	в таком	1	2
307	все что	3	2
308	связываются в	1	1
309	самых общих	1	1
310	человеческой речи	1	1
311	также и	4	1
312	должен быть	1	1
313	который можно	1	1
314	этой двойственности	1	1
315	которое мы	1	1
316	и до	1	1
317	выражается в	1	1
318	например в	2	1
319	полагает что	1	1
320	речевой деятельности	2	1
321	повседневной жизни	1	1
322	переходом к	1	1
323	к новой	1	1
324	именно к	1	1
325	в становлении	1	1
326	исследования в	1	1
327	и через	1	1
328	что иное	1	1
329	принимает на	1	1
330	от друга	1	1
331	речь это	1	1
332	их не	1	1
333	и он	1	1
334	начало и	2	1
335	иное как	1	1
336	во всех	2	1
337	бы она	1	1
338	без которого	1	1
339	как если	1	1
340	дело обстоит	1	1
341	тех же	1	1
342	отношение к	2	1
343	в наиболее	2	1
344	друг от	1	1
345	относится к	1	1
346	также указывает	1	1
347	к точке	2	1
348	опирается на	1	1
349	однако не	1	1
350	целый ряд	2	1
351	и понимания	2	1
352	имеет в	1	1
353	более или	2	1
354	в этот	2	1
355	на какой	1	1
356	не выбирает	1	1
357	них как	2	1
358	за собой	1	1
359	впечатление что	1	1
360	для которого	3	1
361	действия и	1	1
362	та же	1	1
363	бы и	4	1
364	он в	1	1
365	бы не	2	1
366	ни одна	1	1
367	что к	1	1
368	тому же	4	1
369	вследствие этого	3	1
370	жизнью и	1	1
371	вообще не	1	1
372	от его	1	1
373	чтобы они	1	1
374	до самого	1	1
375	близким к	1	1
376	собой не	1	1
377	до конца	3	1
378	том чтобы	2	1
379	наших глазах	1	1
380	подобно тому	2	1
381	что дети	1	1
382	встречаются в	1	1
383	положенного им	1	1
384	значительной степени	1	1
385	введение в	1	1
386	ее по	1	1
387	могла бы	3	1
388	что все	1	1
389	поскольку все	1	1
390	речи или	1	1
391	мире не	1	1
392	и с	2	1
393	них не	1	1
394	в единую	1	1
395	он есть	1	1
396	известно что	1	1
397	эти моменты	1	1
398	и тем	2	1
399	и ошибок	1	1
400	только одно	1	1
401	для них	3	1
402	о которых	1	1
403	исходили из	1	1
404	является их	1	1
405	и внутренним	1	1
406	все равно	2	1
407	пространственных и	1	1
408	результате чего	1	1
409	в слове	3	1
410	которой он	1	1
411	несмотря на	1	1
412	обозначить как	1	1
413	ключ к	1	1
414	восприятия и	1	1
415	и конец	2	1
416	и становится	1	1
417	очередь распадается	1	1
418	это делает	1	1
419	которого является	1	1
420	от себя	1	1
421	не гарантирует	1	1
422	бы мы	1	1
423	опыта здесь	1	1
424	иначе как	1	1
425	и более	3	1
426	тому чтобы	1	1
427	том же	1	1
428	он выступает	1	1
429	даже в	1	1
430	всегда имеет	1	1
431	дело не	1	1
432	не имеет	2	1
433	в сущности	1	1
434	на него	2	1
435	не по	1	1
436	не могло	2	1
437	жизни не	1	1
438	до их	1	1
439	своей природе	2	1
440	а лишь	2	1
441	мире и	1	1
442	и направляет	1	1
443	так называемый	1	1
444	между детьми	4	1
445	или ином	1	1
446	у нас	1	1
447	и оно	2	1
448	говоря в	1	1
449	начиная с	3	1
450	восприятия а	1	1
451	же самое	1	1
452	числе и	1	1
453	и другим	1	1
454	не встречается	1	1
455	для его	1	1
456	частности речь	1	1
457	т.е в	1	1
458	для себя	1	1
459	на наших	1	1
460	следует отнести	1	1
461	совершенно другим	1	1
462	в виду	1	1
463	но при	5	1
464	в ней	4	1
465	же не	1	1
466	в ее	1	1
467	данном случае	6	1
468	характер и	1	1
469	степени и	1	1
470	в пределах	2	1
471	роль в	1	1
472	имя с	1	1
473	различие между	1	1
474	котором мы	1	1
475	что у	1	1
476	по аналогии	1	1
477	здесь как	1	1
478	особенно в	1	1
479	в непосредственном	1	1
480	она была	2	1
481	вошел в	1	1
482	к появлению	1	1
483	по мере	1	1
484	соотнесения с	1	1
485	детьми и	4	1
486	сводится к	4	1
487	в состав	4	1
488	за пределами	3	1
489	среднее звено	1	1
490	и который	1	1
491	снова в	1	1
492	в значительной	1	1
493	в конечном	1	1
494	том или	1	1
495	возникает и	2	1
496	образования нового	1	1
497	необходимо должна	1	1
498	во всей	1	1
499	существенную роль	1	1
500	в форме	1	1
501	в другой	1	1
502	не сводится	4	1
503	также не	1	1
504	не так	1	1
505	объектов и	1	1
506	происходит в	1	1
507	том как	3	1
508	имеющего в	1	1
509	проникнуть в	1	1
510	для взрослых	2	1
511	и иными	1	1
512	может оказаться	1	1
513	они могут	1	1
514	это означает	1	1
515	между этими	1	1
516	а только	1	1
517	из которого	1	1
518	есть в	2	1
519	так можно	1	1
520	оно в	1	1
521	или даже	1	1
522	по выражению	2	1
523	постановка вопроса	1	1
524	обратиться к	2	1
525	значений но	1	1
526	представить себе	2	1
527	в конце	1	1
528	вовсе не	1	1
529	о которой	2	1
530	не о	2	1
531	как его	2	1
532	у него	1	1
533	случае не	1	1
534	которым приводит	1	1
535	связано с	3	1
536	которые могут	1	1
537	как носитель	1	1
538	процессов и	1	1
539	это развитие	1	1
540	и даже	1	1
541	точек зрения	2	1
542	и взрослыми	1	1
543	не обязательно	1	1
544	а именно	1	1
545	им из	1	1
546	окружающей его	1	1
547	но о	2	1
548	и затем	1	1
549	что не	1	1
550	что для	1	1
551	только по	1	1
552	может отсутствовать	1	1
553	превращается в	1	1
554	а главное	1	1
555	не на	1	1
556	различны по	1	1
557	а не	15	1
558	на эту	1	1
559	медленно и	1	1
560	не об	1	1
561	знаков и	1	1
562	в особые	1	1
563	по контрасту	1	1
564	так называемой	1	1
565	человека к	1	1
566	без наличия	1	1
567	поведения а	1	1
568	и временных	1	1
569	в данном	13	1
570	в той	4	1
571	что же	3	1
572	в мир	1	1
573	в тот	1	1
574	да и	1	1
575	по условиям	1	1
576	быть не	4	1
577	этом случае	1	1
578	аналогии с	1	1
579	в ряду	2	1
580	и действия	2	1
581	возникает в	1	1
582	своего исследования	1	1
583	или по	1	1
584	как раз	2	1
585	это явление	1	1
586	известной степени	1	1
587	этих случаях	2	1
588	не подлежит	1	1
589	и слова	1	1
590	полагать что	1	1
591	повествование о	1	1
592	хотя бы	1	1
593	увидим ниже	1	1
594	этот раз	2	1
595	или не	2	1
596	в ходе	2	1
597	не предполагает	1	1
598	к ее	3	1
599	но если	1	1
600	время является	1	1
601	менее не	1	1
602	не что	1	1
603	по поводу	2	1
604	но в	6	1
605	который не	1	1
606	том числе	1	1
