N	3gram	Ircho_Kome_3	EvropaiE
1	с точки зрения	3	16
2	в то же	4	15
3	то же время	4	14
4	в отношении к	1	12
5	и в то	1	8
6	с одной стороны	3	8
7	одной стороны и	1	6
8	в том что	9	6
9	с этой точки	1	5
10	этой точки зрения	1	5
11	для того чтобы	6	5
12	бы то ни	2	4
13	то ни было	2	4
14	и в этом	1	4
15	в этом отношении	2	3
16	друг с другом	1	3
17	во всяком случае	3	3
18	можно сказать что	1	3
19	в известной степени	2	3
20	иначе обстоит дело	2	2
21	не говоря уже	1	2
22	и в частности	1	2
23	по своему характеру	1	2
24	по сравнению с	2	2
25	так и в	1	2
26	с другой стороны	2	2
27	в свою очередь	6	2
28	на то что	1	2
29	друг от друга	1	2
30	хотя и не	2	1
31	чем в других	1	1
32	чуть ли не	1	1
33	более или менее	1	1
34	в соответствии с	1	1
35	в том же	1	1
36	несмотря на то	1	1
37	далеко не в	1	1
38	говоря уже о	1	1
39	в отличие от	1	1
40	что в смысле	1	1
41	том числе и	1	1
42	в силу этого	1	1
43	мы находим у	1	1
44	как бы то	1	1
45	ставить вопрос о	1	1
46	не сводится к	1	1
47	на этот раз	2	1
48	и в отношении	1	1
49	в некоторых случаях	1	1
50	глаза на то	1	1
51	то время как	2	1
52	в течение которого	1	1
53	в связи с	3	1
54	как мы не	1	1
55	в других случаях	1	1
56	в то время	2	1
57	именно к этой	1	1
58	они относятся к	1	1
59	закрывать глаза на	1	1
60	и тем более	1	1
61	именно потому что	2	1
62	речь идет о	3	1
63	мы знаем к	1	1
64	в том числе	1	1
65	к тому что	1	1
66	или вовсе не	1	1
67	к ней в	1	1
68	на то чтобы	1	1
69	к тому же	4	1
70	независимо от того	1	1
71	и т д	1	1
