N	3gram	Tiupa_Hudo_1	Problemy
1	с точки зрения	3	9
2	не может быть	3	8
3	по отношению к	9	5
4	то же время	5	5
5	в то же	5	5
6	в том числе	2	4
7	более или менее	5	3
8	в отличие от	7	3
9	том числе и	1	3
10	с самим собою	1	3
11	имеем в виду	3	3
12	с другой стороны	5	3
13	как бы в	1	3
14	мы имеем в	3	3
15	как и в	1	3
16	и в сущности	1	2
17	по себе еще	1	2
18	по своей природе	2	2
19	в этом смысле	3	2
20	у достоевского в	1	2
21	преступлении и наказании	1	2
22	в том что	7	2
23	о том что	1	2
24	можно сказать что	3	2
25	в преступлении и	1	2
26	той или иной	4	2
27	в этих случаях	1	2
28	в отношении к	1	2
29	сама по себе	2	2
30	в себе самом	1	2
31	себе еще не	1	2
32	с самим собой	1	2
33	каждая из этих	1	1
34	то есть для	1	1
35	не только люди	1	1
36	человека с человеком	1	1
37	в той или	2	1
38	и в жизни	1	1
39	противопоставлены в произведении	1	1
40	иметь в виду	1	1
41	прежде всего в	1	1
42	в известной степени	1	1
43	не сводятся к	1	1
44	ивана карамазова в	1	1
45	определенных языковых стилей	1	1
46	том что он	1	1
47	в этом случае	1	1
48	они сопоставлены или	1	1
49	не было и	1	1
50	и в то	1	1
51	под каким диалогическим	1	1
52	принадлежащих к различным	1	1
53	наличии определенных языковых	1	1
54	каким диалогическим углом	1	1
55	является одним из	1	1
56	речи и соответственно	1	1
57	ведь это не	1	1
58	при этом не	1	1
59	в самом наличии	1	1
60	не могли бы	1	1
61	значим и в	1	1
62	может быть и	2	1
63	одно и то	3	1
64	ибо и в	1	1
65	личности и его	1	1
66	в значительной степени	1	1
67	не совпадает с	1	1
68	отношение между ними	1	1
69	в том или	1	1
70	не в самом	2	1
71	так же как	1	1
72	в том под	1	1
73	стилей социальных диалектов	1	1
74	к своему собственному	1	1
75	с одной стороны	2	1
76	у нее нет	1	1
77	но в отличие	1	1
78	и то же	3	1
79	как один из	1	1
80	не входит в	1	1
81	так или иначе	3	1
82	с ним как	1	1
83	это возможно в	1	1
84	в связи с	1	1
85	не только к	1	1
86	в виду что	1	1
87	языковых стилей социальных	1	1
88	главного героя и	1	1
89	к тому же	1	1
90	перед тем как	1	1
91	во втором эпизоде	1	1
92	своими корнями в	1	1
93	таким образом и	1	1
94	было и не	1	1
95	жизни то есть	1	1
96	как бы не	1	1
97	том под каким	1	1
98	не могло быть	2	1
99	сопоставлены или противопоставлены	1	1
100	как бы вбирает	1	1
101	эстетическое отношение к	3	1
102	или противопоставлены в	1	1
103	существенно отличается от	1	1
104	и т.д как	1	1
105	самом наличии определенных	1	1
106	друг от друга	1	1
107	никогда не бывает	1	1
108	к тому что	2	1
109	углом они сопоставлены	1	1
110	дело не в	1	1
111	диалогическим углом они	1	1
112	и не могло	2	1
113	в своей жизни	1	1
