N	2gram	Vygotskiy__4	RusskieA
1	и в	20	36
2	не только	15	22
3	том что	35	19
4	что в	19	19
5	в том	42	17
6	но и	9	16
7	так как	10	15
8	и другие	9	13
9	в этом	24	12
10	в других	1	11
11	и на	6	10
12	в этот	1	10
13	это не	5	10
14	как и	9	10
15	как мы	13	10
16	вместе с	8	10
17	потому что	12	10
18	а в	2	9
19	состоит в	4	8
20	и по	1	8
21	с тем	6	8
22	у нас	1	8
23	о том	5	8
24	один из	3	8
25	мы увидим	1	8
26	из них	4	8
27	может быть	12	8
28	как это	9	8
29	что они	14	7
30	так и	5	7
31	между тем	9	7
32	что и	9	7
33	и других	3	7
34	представляют собой	1	7
35	мы не	1	6
36	в виде	3	6
37	так например	1	6
38	таким образом	25	6
39	при этом	12	6
40	не имеет	2	6
41	уже не	1	6
42	и не	8	6
43	все это	1	6
44	для нас	4	6
45	то что	15	6
46	как в	5	5
47	все же	5	5
48	во многих	2	5
49	показывает что	2	5
50	в которых	1	5
51	того как	2	5
52	с ними	1	5
53	и у	2	5
54	одно из	1	5
55	в течение	1	5
56	как бы	7	5
57	этом случае	3	5
58	животных и	2	4
59	мы имеем	2	4
60	не совсем	2	4
61	еще не	2	4
62	во всех	1	4
63	следующим образом	3	4
64	представляет собой	3	4
65	входит в	2	4
66	из этих	2	4
67	в их	12	4
68	что этот	2	4
69	тому что	4	4
70	вплоть до	1	4
71	в русском	1	4
72	связи с	3	4
73	что на	2	4
74	к тому	6	4
75	его с	1	4
76	так в	1	4
77	и что	8	4
78	и их	1	4
79	тем что	7	4
80	а с	2	4
81	в тех	1	4
82	того что	10	4
83	по существу	3	4
84	но это	1	4
85	в связи	3	4
86	как уже	4	4
87	не может	6	4
88	только в	10	4
89	к этому	4	4
90	на каждом	6	3
91	представление о	1	3
92	как правило	1	3
93	своего рода	1	3
94	если в	1	3
95	которые не	2	3
96	в своем	4	3
97	что это	2	3
98	и те	4	3
99	связанные с	1	3
100	в основном	1	3
101	на этом	3	3
102	то же	16	3
103	но все	1	3
104	совпадают с	1	3
105	для них	1	3
106	далеко не	2	3
107	в этих	3	3
108	точки зрения	24	3
109	таким же	2	3
110	с точки	11	3
111	тем не	1	3
112	но они	2	3
113	их в	2	3
114	не менее	3	3
115	в разных	1	3
116	ничего не	1	3
117	и другой	3	3
118	на дворе	1	3
119	в поле	1	3
120	вывод что	1	3
121	можно сделать	1	3
122	приводит к	3	3
123	настоящее время	2	3
124	или на	1	3
125	а также	2	3
126	связаны с	1	3
127	также в	1	3
128	полагая что	1	3
129	по этому	1	3
130	в качестве	21	3
131	только на	2	3
132	слова в	9	3
133	в одном	1	3
134	в области	4	3
135	на этот	3	3
136	о чем	1	3
137	так же	11	3
138	этого слова	11	3
139	в настоящее	2	3
140	в целях	1	3
141	и к	5	3
142	в свою	2	3
143	как известно	3	2
144	например в	1	2
145	переход от	2	2
146	между двумя	2	2
147	что иное	1	2
148	в ней	2	2
149	иное как	1	2
150	друг к	1	2
151	на самом	1	2
152	но не	3	2
153	значение и	1	2
154	тогда как	2	2
155	не просто	2	2
156	отнюдь не	3	2
157	независимо от	1	2
158	что именно	1	2
159	с этим	5	2
160	мы можем	5	2
161	хотя и	1	2
162	и как	9	2
163	его к	4	2
164	но в	3	2
165	так на	1	2
166	та же	1	2
167	в целом	11	2
168	все эти	5	2
169	в нашем	4	2
170	в дальнейшем	1	2
171	выводу что	2	2
172	как он	4	2
173	для обозначения	1	2
174	к выводу	2	2
175	что она	1	2
176	в нем	2	2
177	в силу	6	2
178	чем те	1	2
179	в каждом	2	2
180	же не	2	2
181	главным образом	1	2
182	и с	4	2
183	к другу	1	2
184	на этой	1	2
185	с целью	1	2
186	чтобы они	1	2
187	это сходство	1	2
188	такой же	2	2
189	в один	3	2
190	далее в	1	2
191	должны были	1	2
192	и более	7	2
193	том же	2	2
194	для этого	1	2
195	нас к	3	2
196	у него	2	2
197	представления и	2	2
198	именно с	1	2
199	встречаются в	2	2
200	до того	1	2
201	но даже	1	2
202	и здесь	2	2
203	могут быть	7	2
204	сходство с	4	2
205	и другим	1	2
206	день и	1	2
207	имеет место	1	2
208	ничего общего	3	2
209	как они	4	2
210	значения и	1	2
211	свою очередь	2	2
212	мы наблюдаем	2	2
213	и другими	1	2
214	подойти к	1	2
215	составные части	3	2
216	с ним	1	2
217	означает что	1	2
218	находится в	1	2
219	на все	3	2
220	и поэтому	3	2
221	на что	1	2
222	после того	1	2
223	в различных	1	2
224	связь между	2	2
225	в его	11	2
226	значит что	2	2
227	только у	1	2
228	на другие	1	2
229	в какой	3	2
230	приводит нас	3	2
231	какой степени	2	2
232	так что	3	2
