N	2gram	Bakhtin_Pr_1	Russkaja
1	не может	27	22
2	и не	42	19
3	в том	8	17
4	в этом	15	17
5	и в	38	14
6	то что	8	13
7	то же	5	11
8	точки зрения	8	11
9	таким образом	10	11
10	в то	4	10
11	же время	3	10
12	но и	9	10
13	в себе	4	9
14	не только	9	9
15	том что	3	9
16	с точки	6	9
17	может быть	26	9
18	того чтобы	2	8
19	прежде всего	13	8
20	самом деле	6	7
21	отнюдь не	19	7
22	и если	1	7
23	и с	17	7
24	в данном	4	7
25	к тому	1	7
26	о том	4	7
27	мы должны	2	7
28	ни к	2	7
29	к которой	1	6
30	если в	1	6
31	в своем	5	6
32	и к	3	6
33	в россии	2	6
34	с тем	1	6
35	в своих	2	6
36	и при	2	6
37	если бы	3	6
38	все это	3	6
39	и для	11	6
40	для того	2	6
41	что он	2	6
42	для всех	1	6
43	для него	1	6
44	на самом	4	6
45	а между	1	5
46	вопрос о	1	5
47	и на	3	5
48	во всех	11	5
49	на то	2	5
50	в нем	15	5
51	при этом	5	5
52	он не	3	5
53	он должен	2	5
54	было бы	8	5
55	в своей	7	5
56	никогда не	5	5
57	между тем	7	5
58	и только	4	5
59	только в	13	5
60	хотя бы	4	5
61	конечно не	5	5
62	или иной	2	5
63	до сих	1	5
64	себя и	3	5
65	из которых	2	5
66	по существу	2	5
67	сих пор	1	5
68	а в	6	5
69	жизни в	1	5
70	бы то	3	4
71	но не	12	4
72	себе и	1	4
73	себя в	2	4
74	все же	6	4
75	не в	7	4
76	в этой	1	4
77	в корне	2	4
78	то ни	3	4
79	в совершенно	1	4
80	его в	9	4
81	как и	7	4
82	в их	10	4
83	во всем	2	4
84	а лишь	2	4
85	ли это	1	4
86	не могут	2	4
87	приводит к	3	4
88	идет речь	1	4
89	в мире	3	4
90	можно было	4	4
91	недостатки и	1	4
92	в его	43	4
93	лишь к	1	4
94	вместе с	1	4
95	как бы	22	4
96	к вопросу	1	4
97	возможно лишь	1	4
98	жизни и	1	4
99	что в	7	4
100	к этой	1	4
101	все что	3	4
102	и т	14	3
103	то в	1	3
104	так чтобы	1	3
