N	2gram	Tiupa_Anal_1	Narrotol
1	не только	15	26
2	а не	17	17
3	представляет собой	16	16
4	тогда как	14	15
5	но и	17	15
6	при этом	12	14
7	в том	27	14
8	в качестве	31	14
9	и не	21	14
10	в этом	13	13
11	и в	18	13
12	том что	12	13
13	состоит в	11	12
14	такого рода	5	12
15	только в	6	11
16	в частности	19	11
17	может быть	29	10
18	в данном	2	10
19	своего рода	3	9
20	сводится к	5	9
21	так и	4	9
22	то есть	11	9
23	к тому	7	9
24	а в	9	9
25	в себе	11	8
26	то что	6	8
27	нарративного дискурса	1	8
28	не в	14	8
29	коммуникативного события	14	8
30	в тексте	5	8
31	не может	22	8
32	иначе говоря	9	7
33	к себе	1	7
34	не сводится	2	7
35	у него	1	6
36	в рамках	3	6
37	все же	4	6
38	и к	3	6
39	но в	8	6
40	всего лишь	4	6
41	никогда не	2	6
42	ничего не	1	6
43	данном случае	2	6
44	коммуникативное событие	6	6
45	и т.п	5	6
46	можно сказать	2	6
47	а также	3	6
48	в его	13	6
49	вслед за	1	6
50	того что	4	6
51	со стороны	2	6
52	прежде всего	6	6
53	как бы	5	6
54	жизни в	1	6
55	героя в	2	6
56	я не	1	5
57	отличие от	6	5
58	что он	3	5
59	как в	1	5
60	хотя и	1	5
61	в нем	3	5
62	он не	3	5
63	таким образом	3	5
64	по мысли	3	5
65	и тем	1	5
66	далеко не	6	5
67	точки зрения	6	5
68	в котором	3	5
69	место в	3	5
70	не столько	2	5
71	человеческого я	2	5
72	тем самым	7	5
73	в то	9	5
74	на него	1	5
75	о том	5	5
76	с одной	3	5
77	по отношению	6	5
78	с другой	4	5
79	одной стороны	3	5
80	в той	8	5
81	в отличие	6	5
82	я в	3	5
83	отношению к	5	5
84	то же	9	4
85	в ее	1	4
86	в этой	5	4
87	отнюдь не	15	4
88	о жизни	1	4
89	перед нами	1	4
90	встрече с	3	4
91	что это	1	4
92	тому же	4	4
93	в силу	3	4
94	уже не	4	4
95	в мире	8	4
96	и уже	1	4
97	в своей	6	4
98	не к	2	4
99	не менее	1	4
100	при всей	2	4
101	но при	1	4
102	в себя	6	4
103	читателя в	2	4
