N	2gram	Trubetskoy_1	Myshleni
1	и в	14	28
2	в том	17	28
3	то что	13	28
4	в этом	17	27
5	того что	3	24
6	потому что	5	22
7	том что	9	19
8	не может	22	19
9	таким образом	11	18
10	что он	6	18
11	только в	5	18
12	в силу	2	17
13	что в	4	17
14	не только	9	16
15	по сравнению	1	15
16	так же	2	15
17	точки зрения	11	13
18	может быть	9	13
19	в сфере	1	12
20	тому что	2	11
21	и не	19	11
22	как бы	4	11
23	к другим	1	11
24	но не	4	10
25	по отношению	2	10
26	с точки	9	10
27	того чтобы	8	10
28	к тому	7	10
29	как мы	1	10
30	так как	4	10
31	от того	4	10
32	но и	10	10
33	отношению к	1	10
34	было бы	5	9
35	мы можем	2	9
36	между собой	5	9
37	в самом	3	8
38	тем самым	2	8
39	никогда не	5	8
40	тем что	3	8
41	для того	6	8
42	еще не	3	8
43	того же	1	7
44	то же	11	7
45	в сущности	1	7
46	в своем	6	7
47	в которой	1	7
48	с самого	1	7
49	он не	5	7
50	в нем	5	7
51	заключается в	1	7
52	самого начала	1	7
53	можно было	4	7
54	если бы	6	7
55	и других	1	7
56	вместе с	4	7
57	что оно	3	7
58	же как	1	6
59	связи между	1	6
60	мы не	1	6
61	и как	3	6
62	и к	6	6
63	как и	4	6
64	для него	6	6
65	тогда когда	4	6
66	же самое	1	6
67	приводит к	4	6
68	так и	1	6
69	и что	2	6
70	можно сказать	1	6
71	его в	4	6
72	так что	2	6
73	в области	2	6
74	вообще не	1	6
75	при переходе	1	6
76	в то	10	6
77	том же	2	5
78	показать что	1	5
79	в зависимости	1	5
80	вопрос о	5	5
81	и на	5	5
82	но в	2	5
83	то в	3	5
84	в этой	4	5
85	что все	3	5
86	на этой	2	5
87	и тем	2	5
88	с тем	6	5
89	в разных	1	5
90	с другом	14	5
91	не могут	4	5
92	могут быть	1	5
93	языка и	1	5
94	это не	1	5
95	в свете	1	5
96	друг с	14	5
97	и все	1	5
98	и то	4	4
99	во всех	5	4
100	только тогда	1	4
101	в одной	1	4
102	с этим	2	4
103	целый ряд	2	4
104	в себе	9	4
105	на то	5	4
106	к другу	1	4
107	не умеет	1	4
108	родной язык	1	4
109	и того	1	4
110	одного и	1	4
111	и логики	1	4
112	но если	3	4
113	он должен	5	4
114	знаем что	3	4
115	не в	4	4
116	в сознании	3	4
117	что на	1	4
118	что при	1	4
119	ясно что	2	4
120	что и	3	4
121	именно в	3	4
122	в качестве	3	4
123	и обратно	1	4
124	мы знаем	1	4
125	в состоянии	1	4
126	друг друга	3	4
127	на этот	1	4
128	в частности	2	4
129	ко всем	3	4
130	который мы	1	4
131	они не	1	4
132	ту же	1	3
133	отношения к	2	3
134	это и	1	3
135	которые существуют	1	3
136	сотрудничестве с	1	3
137	может сделать	1	3
138	друг к	1	3
139	из этих	3	3
140	очевидно что	1	3
141	от этого	1	3
142	остановиться на	1	3
143	на его	1	3
144	как оно	1	3
145	при этом	5	3
146	с ней	1	3
147	возможно только	1	3
148	и по	3	3
149	для всей	1	3
150	а по	1	3
151	иначе говоря	1	3
152	что такое	2	3
153	в их	4	3
154	для данного	1	3
155	по себе	2	3
156	каждого отдельного	2	3
157	до известной	1	3
158	что с	2	3
159	в основе	1	3
160	только не	1	3
161	больше чем	2	3
162	по своей	1	3
163	связи с	3	3
164	не по	1	3
165	этом отношении	1	3
166	отличается от	2	3
167	только то	1	3
168	в себя	1	3
169	но мы	3	3
170	те же	1	3
171	мог бы	1	3
172	образом в	1	3
173	и т.д	4	3
174	до сих	5	3
175	в его	4	3
176	и только	5	3
177	один из	1	3
178	этот вопрос	2	3
179	а это	1	3
180	до конца	1	3
181	представить себе	2	3
182	для решения	1	3
183	только к	3	3
184	связано с	1	3
185	зависит от	2	3
186	а не	2	3
187	совершенно очевидно	2	3
188	но как	1	3
189	как это	1	3
190	это есть	2	3
191	сих пор	5	3
192	бы в	1	3
193	мы должны	7	3
194	отношении к	2	3
195	в своих	6	3
196	как на	8	3
197	стоящего над	1	2
198	в силе	1	2
199	самом деле	7	2
200	он может	1	2
201	мы уже	2	2
202	к новой	1	2
203	себе что	1	2
204	к общему	1	2
205	он сам	3	2
206	а только	1	2
207	к которой	6	2
208	себе и	4	2
209	что они	3	2
210	прежде всего	8	2
211	все же	4	2
212	является тем	1	2
213	когда он	1	2
214	с понятием	1	2
215	и наконец	2	2
216	не являются	1	2
217	как понятие	1	2
218	все эти	2	2
219	от частного	1	2
220	если он	1	2
221	но на	1	2
222	по самому	2	2
223	состоит в	2	2
224	к одному	1	2
225	этого вопроса	1	2
226	другом в	1	2
227	с этой	1	2
228	этим самым	1	2
229	в другом	3	2
230	с другими	1	2
231	всю свою	2	2
232	он имеет	1	2
233	несмотря на	3	2
234	остается в	2	2
235	в этих	2	2
236	в своей	5	2
237	могут не	2	2
238	в такой	1	2
239	в котором	2	2
240	в которых	1	2
241	из области	1	2
242	точку зрения	4	2
243	но это	2	2
244	друг другу	2	2
245	и более	2	2
246	необходимо чтобы	1	2
247	что эта	1	2
248	не менее	1	2
249	она не	2	2
250	для каждого	1	2
251	и другое	1	2
252	но только	1	2
253	не могло	1	2
254	казалось бы	1	2
255	приходит к	3	2
256	значительной мере	2	2
257	всем этим	2	2
258	делать в	1	2
259	и от	2	2
260	последнее время	2	2
261	он с	1	2
262	в совершенно	4	2
263	на том	3	2
264	что у	1	2
265	к его	1	2
266	в новую	1	2
267	для этого	3	2
268	с ним	2	2
269	при котором	3	2
270	в значительной	3	2
271	когда оно	1	2
272	необходимых для	1	2
273	представления о	1	2
274	эти последние	1	2
275	это противоречие	1	2
276	с ними	1	2
277	никакой роли	1	2
278	и является	2	2
279	для всех	6	2
280	само собой	1	2
281	если мы	1	2
282	только на	2	2
283	является не	2	2
284	в житейских	1	2
285	но совершенно	2	2
286	за ним	1	2
287	из них	3	2
288	в конце	3	2
289	у него	2	2
290	в других	2	2
291	были бы	2	2
292	с другой	1	2
293	к которому	1	2
294	исходит из	1	2
295	на ней	1	2
