N	2gram	Bakhtin_Pr_4	Dialekti
1	не есть	1	40
2	и не	27	30
3	по себе	7	25
4	и в	46	18
5	точки зрения	11	17
6	ничего не	2	17
7	может быть	23	17
8	и есть	1	16
9	в нем	17	16
10	ни в	6	15
11	так что	2	15
12	потому что	4	14
13	а не	11	14
14	не только	14	13
15	и даже	3	13
16	то что	4	13
17	что в	4	13
18	в этом	16	12
19	было бы	3	12
20	с точки	9	12
21	если бы	3	12
22	и что	3	12
23	не может	19	12
24	что это	1	11
25	учение о	1	11
26	в себе	7	11
27	что он	6	11
28	так как	5	11
29	как бы	19	11
30	все это	6	11
31	то же	6	10
32	несмотря на	1	10
33	что такое	2	10
34	прежде всего	9	10
35	сказать что	2	10
36	и то	1	9
37	так и	4	9
38	это не	5	9
39	том что	4	9
40	никогда не	6	9
41	это есть	1	9
42	в том	9	9
43	сама по	2	8
44	но это	6	8
45	к нему	5	8
46	совершенно не	4	8
47	также и	3	7
48	и как	2	7
49	что она	1	7
50	что не	1	7
51	той или	2	7
52	отождествляется с	1	7
53	мы находим	5	7
54	вовсе не	9	7
55	но и	12	7
56	сам по	3	6
57	хотя бы	2	6
58	но в	6	6
59	с другой	3	6
60	и вот	1	6
61	не в	10	6
62	она не	3	6
63	в то	5	6
64	с ним	2	6
65	никак не	3	6
66	можно сказать	4	6
67	не было	2	6
68	ни на	1	6
69	да и	4	6
70	и он	6	5
71	отношение к	3	5
72	в своем	3	5
73	все же	4	5
74	себе не	1	5
75	на то	3	5
76	и с	7	5
77	и мы	1	5
78	в этих	4	5
79	но если	3	5
80	в отношении	3	5
81	ровно ничего	1	5
82	в виду	4	5
83	можно было	2	5
84	не с	1	5
85	он сам	2	5
86	и пр	2	5
87	есть и	2	5
88	а в	2	5
89	мы говорим	1	4
90	почти всегда	3	4
91	то это	3	4
92	как он	3	4
93	одно и	1	4
94	об этом	2	4
95	он есть	2	4
96	но лишь	1	4
97	нисколько не	1	4
98	на всю	1	4
99	и притом	1	4
100	у пушкина	2	4
101	только и	2	4
102	же время	5	4
103	не о	1	4
104	к ней	2	4
105	к тому	2	4
106	как мы	12	4
107	и вообще	1	4
108	о том	5	4
109	от него	1	4
110	быть и	1	4
111	это я	1	4
112	мы видим	1	4
113	но не	4	4
114	и жизни	1	4
115	в котором	5	4
116	в конце	3	4
117	мы можем	4	4
118	как раз	7	4
119	как это	1	4
120	хотя и	6	4
121	так же	3	4
122	другой стороны	3	4
123	во всяком	2	4
124	отношения к	2	3
125	самом деле	4	3
126	должна быть	2	3
127	и тут	1	3
128	но она	2	3
129	в ней	1	3
130	мысли и	2	3
131	на самом	1	3
132	а только	1	3
133	если в	2	3
134	все равно	2	3
135	стороны и	2	3
136	более или	3	3
137	конечно не	8	3
138	от этого	2	3
139	но эта	1	3
140	в самом	9	3
141	та же	1	3
142	он не	4	3
143	и еще	1	3
144	но все	2	3
145	в одну	1	3
146	этом смысле	2	3
147	в них	1	3
148	и вы	1	3
149	всегда и	1	3
150	должно быть	4	3
151	или менее	3	3
152	в их	4	3
153	что я	6	3
154	точку зрения	1	3
155	друг другу	1	3
156	же тут	1	3
157	при условии	1	3
158	даже в	1	3
159	тому что	1	3
160	вплоть до	1	3
161	на себе	1	3
162	иметь в	1	3
163	но только	1	3
164	а лишь	1	3
165	в сознании	1	3
166	только с	1	3
167	могут быть	2	3
168	его с	1	3
169	указывает на	2	3
170	и о	3	3
171	сознания и	2	3
172	жизнь и	3	3
173	что и	3	3
174	может иметь	1	3
175	один из	1	3
176	но с	2	3
177	только в	6	3
178	только на	3	3
179	даже и	1	3
180	или иной	2	3
181	даже не	1	3
182	точек зрения	4	3
183	еще и	4	3
184	что для	1	3
185	ничем не	1	3
186	и потому	1	3
187	в данном	2	3
188	что же	3	3
189	в его	9	3
190	быть очень	1	3
191	и все	9	3
192	бы в	3	3
193	еще более	3	3
194	конце концов	1	3
195	отношении к	2	3
196	была бы	1	3
197	жизни и	5	3
198	мы замечаем	1	2
199	же как	2	2
200	чтобы не	1	2
201	или наоборот	1	2
202	что если	1	2
203	вопрос о	2	2
204	мы и	3	2
205	и говорить	2	2
206	не нужно	2	2
207	есть для	1	2
208	как один	1	2
209	то мы	1	2
210	но конечно	2	2
211	из этих	3	2
212	но как	1	2
213	точка зрения	1	2
214	нужно быть	2	2
215	себе и	3	2
216	с этим	2	2
217	что как	1	2
218	просто как	1	2
219	он на	1	2
220	о самом	1	2
221	бы и	2	2
222	образом и	3	2
223	не был	1	2
224	все эти	4	2
225	к самому	2	2
226	тоже не	1	2
227	тому же	1	2
228	не как	3	2
229	на этом	3	2
230	образа и	1	2
231	это конечно	1	2
232	в каждом	6	2
233	в мире	3	2
234	есть конечно	2	2
235	мы имеем	3	2
236	как и	12	2
237	между собою	1	2
238	до сих	8	2
