N	2gram	Losev_Prob_5	Komedia
1	и в	30	22
2	и не	12	21
3	том что	17	13
4	таким образом	13	12
5	в том	12	12
6	так как	6	11
7	со стороны	1	11
8	ни в	4	10
9	потому что	13	10
10	в самом	5	9
11	до сих	2	9
12	вместе с	7	9
13	сих пор	2	9
14	в этом	17	8
15	его в	6	8
16	в своем	11	8
17	к ней	1	8
18	о том	12	8
19	в его	12	8
20	что и	6	8
21	что он	7	8
22	едва ли	4	7
23	то же	2	7
24	при этом	4	7
25	об этом	4	7
26	в конце	8	7
27	о чем	1	7
28	только что	1	7
29	а в	6	7
30	в свою	2	7
31	того же	4	6
32	самом деле	2	6
33	еще не	3	6
34	так что	11	6
35	тому же	1	6
36	iii в	4	6
37	в то	4	6
38	и его	6	6
39	к тому	2	6
40	того чтобы	2	6
41	ясно что	4	6
42	и что	6	6
43	для того	3	6
44	может быть	7	6
45	как раз	5	6
46	в афинах	1	6
47	к этому	2	6
48	что его	3	5
49	отношение к	2	5
50	но в	9	5
51	не только	18	5
52	а по	1	5
53	он не	3	5
54	в своей	22	5
55	не менее	5	5
56	же время	1	5
57	iv в	4	5
58	связи с	7	5
59	к себе	1	5
60	и сам	4	5
61	хотя и	8	5
62	с ним	3	5
63	любви к	2	5
64	к нему	3	5
65	что в	5	5
66	по отношению	2	5
67	из них	2	5
68	тем что	2	5
69	прежде всего	6	5
70	как это	1	5
71	все это	1	5
72	и т	1	4
73	он знает	1	4
74	на себя	1	4
75	в ней	3	4
76	он был	2	4
77	с другой	6	4
78	тут же	6	4
79	нет и	1	4
80	и речи	2	4
81	отнюдь не	4	4
82	все же	9	4
83	когда он	2	4
84	то что	18	4
85	в себе	4	4
86	что она	1	4
87	но все	4	4
88	и с	5	4
89	должен был	1	4
90	с тем	5	4
91	несмотря на	6	4
92	точки зрения	10	4
93	не в	7	4
94	однако в	3	4
95	в отношении	3	4
96	самого начала	1	4
97	на него	2	4
98	у него	11	4
99	и здесь	1	4
100	с самого	1	4
101	так и	7	4
102	здесь нет	1	4
103	с помощью	2	4
104	до нас	7	4
105	вовсе не	8	4
106	но и	13	4
107	до конца	1	4
108	ничем не	1	4
109	а не	5	4
110	в связи	7	4
111	и для	6	4
112	бы в	1	4
113	тем более	1	4
114	хотя бы	2	4
115	речи о	1	4
116	так же	5	4
117	который в	9	3
118	с его	1	3
119	в ее	3	3
120	с этим	1	3
121	и к	4	3
122	тем же	3	3
123	и этим	1	3
124	в которой	5	3
125	в этой	10	3
126	по имени	1	3
127	на то	2	3
128	в нем	6	3
129	при виде	1	3
130	что ни	1	3
131	прежде чем	2	3
132	от нее	1	3
133	то ни	2	3
134	дома и	1	3
135	было бы	4	3
136	по всему	2	3
137	в них	2	3
138	далеко не	4	3
139	как и	7	3
140	чем в	1	3
