N	3gram	Vinokur_Ku_3	Analitik
1	в том что	8	7
2	по отношению к	2	7
3	с другой стороны	3	5
4	о том что	3	5
5	по крайней мере	1	4
6	в свою очередь	1	4
7	и того же	2	3
8	в данном случае	4	3
9	то же время	1	3
10	не только не	1	3
11	той или иной	5	3
12	в то же	1	3
13	одного и того	2	3
14	к тому же	2	3
15	не более чем	1	2
16	с точки зрения	16	2
17	одной и той	1	2
18	в отличие от	2	2
19	тот или иной	2	2
20	с одной стороны	4	2
21	сама по себе	2	2
22	тем не менее	9	2
23	тем или иным	1	2
24	во всяком случае	1	2
25	в свое время	2	2
26	а в том	1	2
27	в конечном счете	1	2
28	и прежде всего	1	2
29	и той же	1	2
30	хотя и не	1	1
31	в той или	2	1
32	то у нас	2	1
33	в рамках одного	1	1
34	а не с	1	1
35	не говоря уже	2	1
36	на самом деле	3	1
37	предлогов союзов и	1	1
38	в самом деле	11	1
39	в этом смысле	1	1
40	в этом случае	4	1
41	до сих пор	8	1
42	говоря уже о	2	1
43	в таком случае	2	1
44	в зависимости от	7	1
45	хотя бы и	1	1
46	что он не	1	1
47	при этом что	2	1
48	однако что и	1	1
49	на этот вопрос	1	1
50	значении этого слова	1	1
51	и роман и	1	1
52	но и как	1	1
53	ту или иную	1	1
54	сам по себе	3	1
55	в том чтобы	3	1
56	не только в	3	1
57	так и в	3	1
58	не столько в	1	1
59	в известном смысле	2	1
60	не могут быть	2	1
61	а с другой	3	1
62	по природе своей	1	1
63	а не как	1	1
64	не в том	2	1
65	по себе еще	1	1
66	уже по одному	1	1
67	в связи с	4	1
68	лишь в том	2	1
69	для того чтобы	11	1
70	не только как	3	1
71	лишь в самом	1	1
72	один и тот	2	1
73	в тех случаях	1	1
74	того или иного	3	1
75	себе еще не	1	1
76	не может быть	3	1
77	не должно быть	1	1
78	в первом случае	2	1
79	само по себе	1	1
80	в одном из	1	1
81	имеет в своем	1	1
82	именно потому что	1	1
83	они как бы	1	1
84	до тех пор	4	1
85	друг от друга	1	1
86	тем более что	2	1
87	заключается в том	1	1
88	тех случаях когда	1	1
89	было бы сказать	3	1
90	дело не в	2	1
91	что и в	2	1
92	обратить внимание на	1	1
93	и тот же	2	1
