N	2gram	Bakhtin_sl_1	Problemy
1	и в	41	46
2	чужое слово	1	40
3	то есть	26	40
4	и не	16	27
5	чужого слова	2	23
6	может быть	14	23
7	не может	14	19
8	как бы	12	19
9	в нем	30	17
10	в этом	12	16
11	диалогические отношения	2	15
12	не только	16	14
13	слова в	8	13
14	чужим словом	9	13
15	перед нами	4	12
16	как мы	8	12
17	но и	16	12
18	как и	4	12
19	на чужое	1	11
20	и на	14	11
21	точки зрения	16	11
22	в одном	2	11
23	а не	15	11
24	в пределах	14	10
25	не в	7	10
26	между ними	2	10
27	и к	5	9
28	в самом	5	9
29	с точки	8	9
30	слово не	2	9
31	и все	4	9
32	в его	13	9
33	в том	3	9
34	в большинстве	10	9
35	вовсе не	7	9
36	прежде всего	8	9
37	чужому слову	4	9
38	авторское слово	3	8
39	до сих	2	8
40	конечно не	3	8
41	большинстве случаев	6	8
42	двуголосое слово	3	8
43	сих пор	2	8
44	или в	8	8
45	в сущности	13	7
46	свой предмет	2	7
47	еще не	4	7
48	в себе	3	7
49	и с	4	7
50	как раз	2	7
51	слова и	13	7
52	к чужому	6	7
53	то же	14	6
54	никогда не	3	6
55	и он	1	6
56	хотя и	2	6
57	но в	8	6
58	слово в	10	6
59	к одному	1	6
60	в каждом	4	6
61	ни в	1	6
62	пределах одного	1	6
63	двух голосов	1	6
64	на фоне	7	6
65	но это	1	6
66	на свой	1	6
67	и его	14	6
68	на предмет	4	6
69	живет на	1	6
70	о нем	4	6
71	в него	3	6
72	с чужим	8	6
73	только в	6	6
74	есть в	1	6
75	друг друга	3	6
76	все это	5	6
77	в романе	21	6
78	к другому	1	5
79	в котором	2	5
80	ведь и	1	5
81	с его	4	5
82	во всех	17	5
83	слова на	1	5
84	за пределы	4	5
85	так сказать	5	5
86	при этом	6	5
87	особенно в	1	5
88	это не	6	5
89	в жизни	1	5
90	рядом с	4	5
91	в то	14	5
92	в самой	1	5
93	рассказ рассказчика	2	5
94	и сам	3	5
95	в скрытой	1	5
96	одного контекста	1	5
97	о том	3	5
98	же время	12	5
99	к нему	5	5
100	если мы	2	5
101	так как	3	5
102	у него	3	5
103	с другом	2	5
104	о себе	1	5
105	в сказе	1	5
106	в романах	2	5
107	друг с	2	5
108	речи и	1	5
109	жизни и	1	5
